x,y,h,z,h_z,t
-1030000,310000,139.9,9921.655259341274,-9781.755259341275,580
-1030000,320000,181.6,10464.646851144571,-10283.04685114457,580
-1030000,330000,240.1,10773.097648567038,-10532.997648567038,580
-1030000,340000,139.8,10929.630955515848,-10789.830955515848,580
-1030000,350000,16.8,11006.716396391404,-10989.916396391405,580
-1030000,360000,13.0,11003.200908353363,-10990.200908353363,580
-1030000,370000,15.0,10809.638466158633,-10794.638466158633,580
-1020000,120000,4.0,11465.415004409757,-11461.415004409757,580
-1020000,130000,27.2,12597.688453516152,-12570.488453516151,580
-1020000,140000,95.8,13307.46285412335,-13211.662854123351,580
-1020000,150000,142.0,13136.630208410768,-12994.630208410768,580
-1020000,160000,134.3,12902.275832141026,-12767.975832141026,580
-1020000,170000,184.1,12642.632617082385,-12458.532617082385,580
-1020000,180000,350.0,12200.935000334914,-11850.935000334914,580
-1020000,190000,300.8,11374.978113600211,-11074.178113600212,580
-1020000,200000,81.5,10146.277954215682,-10064.777954215682,580
-1020000,210000,52.5,8918.358994165632,-8865.858994165632,580
-1020000,220000,52.7,7799.384181365994,-7746.684181365994,580
-1020000,230000,142.7,6924.162530954565,-6781.462530954565,580
-1020000,240000,624.2,6455.880997931503,-5831.680997931503,580
-1020000,250000,1136.4,6505.189118177152,-5368.789118177152,580
-1020000,260000,634.2,6989.561027450675,-6355.3610274506755,580
-1020000,270000,1423.4,7677.495160673437,-6254.095160673436,580
-1020000,280000,985.3,8339.42950828811,-7354.129508288111,580
-1020000,290000,1474.2,8926.758670354928,-7452.558670354928,580
-1020000,300000,759.2,9543.572207720796,-8784.372207720795,580
-1020000,310000,926.7,10336.547282323447,-9409.847282323446,580
-1020000,320000,207.2,10802.36655357748,-10595.16655357748,580
-1020000,330000,457.9,10916.35027250142,-10458.45027250142,580
-1020000,340000,188.7,10940.172891783572,-10751.472891783571,580
-1020000,350000,35.8,10955.276048313393,-10919.476048313394,580
-1020000,360000,10.0,10915.02127452225,-10905.02127452225,580
-1020000,370000,3.7,10776.860257074746,-10773.160257074745,580
-1020000,380000,2.6,10135.922338463844,-10133.322338463844,580
-1010000,120000,40.7,12876.218820983484,-12835.518820983483,580
-1010000,130000,61.0,13662.564718958822,-13601.564718958822,580
-1010000,140000,85.8,13776.596701495075,-13690.796701495075,580
-1010000,150000,65.7,13061.432145089018,-12995.732145089018,580
-1010000,160000,113.0,12717.408904003187,-12604.408904003187,580
-1010000,170000,60.6,12520.438163120525,-12459.838163120525,580
-1010000,180000,38.7,12261.828150152882,-12223.128150152881,580
-1010000,190000,49.6,11744.323614328172,-11694.723614328172,580
-1010000,200000,43.5,10731.029223497027,-10687.529223497027,580
-1010000,210000,32.0,9550.157224679086,-9518.157224679086,580
-1010000,220000,60.1,8298.916759913305,-8238.816759913305,580
-1010000,230000,150.9,7222.008638068451,-7071.108638068451,580
-1010000,240000,472.8,6681.206861846102,-6208.4068618461015,580
-1010000,250000,938.3,6547.924695660042,-5609.624695660042,580
-1010000,260000,706.0,6755.054914466715,-6049.054914466715,580
-1010000,270000,1035.5,7217.989892630601,-6182.489892630601,580
-1010000,280000,1460.5,7936.9277223099325,-6476.4277223099325,580
-1010000,290000,1653.1,8907.055106101883,-7253.955106101883,580
-1010000,300000,1216.4,10171.767523196226,-8955.367523196226,580
-1010000,310000,723.0,10821.256557196164,-10098.256557196164,580
-1010000,320000,536.2,11007.55968499675,-10471.359684996749,580
-1010000,330000,420.5,11025.752548740456,-10605.252548740456,580
-1010000,340000,568.0,11054.981342642133,-10486.981342642133,580
-1010000,350000,142.6,11027.190427292806,-10884.590427292806,580
-1010000,360000,108.7,10979.76922736328,-10871.06922736328,580
-1010000,370000,4.5,10815.606372724624,-10811.106372724624,580
-1010000,380000,0.6,10114.271750769873,-10113.671750769872,580
-1010000,390000,5.3,9233.120418423583,-9227.820418423584,580
-1000000,110000,4.7,13486.173558081355,-13481.473558081354,580
-1000000,120000,66.3,13758.683742983305,-13692.383742983306,580
-1000000,130000,52.8,13804.761095173486,-13751.961095173487,580
-1000000,140000,60.2,13091.33701162267,-13031.13701162267,580
-1000000,150000,47.3,12593.526759639726,-12546.226759639727,580
-1000000,160000,58.9,12272.727544793654,-12213.827544793654,580
-1000000,170000,28.3,12257.621008906874,-12229.321008906874,580
-1000000,180000,12.4,12154.614858928444,-12142.214858928444,580
-1000000,190000,14.2,11837.825221840785,-11823.625221840784,580
-1000000,200000,18.7,11181.095417150931,-11162.39541715093,580
-1000000,210000,25.6,10311.349731348448,-10285.749731348447,580
-1000000,220000,46.0,9126.751720167456,-9080.751720167456,580
-1000000,230000,424.7,7811.606067978468,-7386.906067978468,580
-1000000,240000,749.6,6999.848377701068,-6250.2483777010675,580
-1000000,250000,1543.3,6708.728116409549,-5165.428116409549,580
-1000000,260000,1371.0,6715.609457550826,-5344.609457550826,580
-1000000,270000,1626.1,6972.839266532664,-5346.739266532664,580
-1000000,280000,1440.4,7648.148910286928,-6207.748910286928,580
-1000000,290000,1431.6,8996.424146067342,-7564.824146067342,580
-1000000,300000,979.5,10441.298254868194,-9461.798254868194,580
-1000000,310000,1038.0,10944.605156528225,-9906.605156528225,580
-1000000,320000,785.8,11077.740214630403,-10291.940214630404,580
-1000000,330000,871.8,11077.320170641093,-10205.520170641094,580
-1000000,340000,544.0,11118.237627036831,-10574.237627036831,580
-1000000,350000,1096.0,11116.032195962109,-10020.032195962109,580
-1000000,360000,122.1,11027.17229421352,-10905.07229421352,580
-1000000,370000,10.7,10839.031226787649,-10828.331226787648,580
-1000000,380000,3.9,10388.136789798127,-10384.236789798128,580
-1000000,390000,1.1,9736.018943696732,-9734.918943696732,580
-990000,100000,49.5,13981.501477867456,-13932.001477867456,580
-990000,120000,2.6,13790.236847206335,-13787.636847206335,580
-990000,130000,39.6,13237.919724181022,-13198.319724181021,580
-990000,140000,12.8,12516.219525173945,-12503.419525173946,580
-990000,150000,43.0,12149.858777472644,-12106.858777472644,580
-990000,160000,35.3,12081.137690129099,-12045.8376901291,580
-990000,170000,6.0,12063.668869026706,-12057.668869026706,580
-990000,180000,13.7,11962.091601952885,-11948.391601952884,580
-990000,190000,12.0,11716.589780523436,-11704.589780523436,580
-990000,200000,13.5,11332.260046436948,-11318.760046436948,580
-990000,210000,23.2,10816.010721764162,-10792.810721764161,580
-990000,220000,98.0,9922.955938949595,-9824.955938949595,580
-990000,230000,436.6,8568.614079821522,-8132.014079821522,580
-990000,240000,607.5,7521.159276970754,-6913.659276970754,580
-990000,250000,752.5,6969.754419386307,-6217.254419386307,580
-990000,260000,1676.0,6788.707073004358,-5112.707073004358,580
-990000,270000,1717.2,6827.337436886976,-5110.1374368869765,580
-990000,280000,1805.3,7198.701624081503,-5393.401624081503,580
-990000,290000,1233.1,8390.78551874951,-7157.685518749509,580
-990000,300000,1399.0,9831.034558865096,-8432.034558865096,580
-990000,310000,1073.8,10693.351574265853,-9619.551574265854,580
-990000,320000,482.0,11012.576480267071,-10530.576480267071,580
-990000,330000,512.4,11050.460817732439,-10538.06081773244,580
-990000,340000,637.4,11105.768888406754,-10468.368888406754,580
-990000,350000,512.0,11104.37631531214,-10592.37631531214,580
-990000,360000,166.5,11039.634155493632,-10873.134155493632,580
-990000,370000,18.4,10914.808737182988,-10896.408737182988,580
-990000,380000,6.6,10657.41130440879,-10650.81130440879,580
-990000,390000,1.9,10121.139758366971,-10119.239758366972,580
-980000,70000,95.4,12146.429203544245,-12051.029203544245,580
-980000,80000,12.5,13034.516415208154,-13022.016415208154,580
-980000,130000,2.4,12615.840136698336,-12613.440136698337,580
-980000,140000,2.4,12213.563168063169,-12211.163168063169,580
-980000,150000,10.5,12064.867743570321,-12054.367743570321,580
-980000,160000,1.9,12038.547440129661,-12036.647440129662,580
-980000,170000,3.3,12040.294037108619,-12036.99403710862,580
-980000,180000,10.7,11939.301121205175,-11928.601121205174,580
-980000,190000,8.8,11703.374420936092,-11694.574420936093,580
-980000,200000,15.0,11433.636825493852,-11418.636825493852,580
-980000,210000,16.8,11118.213064818643,-11101.413064818644,580
-980000,220000,129.0,10557.192404549618,-10428.192404549618,580
-980000,230000,248.3,9374.685691007724,-9126.385691007725,580
-980000,240000,325.2,8187.7318922971845,-7862.531892297185,580
-980000,250000,468.4,7442.647251343127,-6974.247251343128,580
-980000,260000,826.9,7086.173564804786,-6259.2735648047865,580
-980000,270000,1945.3,6903.937185596972,-4958.637185596972,580
-980000,280000,1236.4,7055.236795965299,-5818.836795965299,580
-980000,290000,1056.5,7741.594607964572,-6685.094607964572,580
-980000,300000,1087.0,8945.847531937312,-7858.847531937312,580
-980000,310000,757.5,9965.162770600504,-9207.662770600504,580
-980000,320000,512.9,10545.440102713268,-10032.540102713268,580
-980000,330000,330.6,10803.89254896056,-10473.29254896056,580
-980000,340000,982.0,10913.288559192215,-9931.288559192215,580
-980000,350000,209.0,10962.67351096336,-10753.67351096336,580
-980000,360000,167.8,10989.751352101312,-10821.951352101312,580
-980000,370000,222.0,10913.739685830064,-10691.739685830064,580
-980000,380000,263.2,10730.344127909444,-10467.144127909443,580
-980000,390000,8.7,10411.989600712923,-10403.289600712922,580
-970000,70000,5.4,12642.416934211464,-12637.016934211464,580
-970000,80000,124.2,13323.561869609935,-13199.361869609935,580
-970000,90000,205.0,13806.1135206238,-13601.1135206238,580
-970000,100000,173.4,14045.85081710991,-13872.45081710991,580
-970000,110000,22.4,13965.65375971248,-13943.253759712481,580
-970000,150000,0.0,12078.255549603526,-12078.255549603526,580
-970000,160000,2.5,12103.908132974837,-12101.408132974837,580
-970000,170000,3.5,12217.954273666439,-12214.454273666439,580
-970000,180000,3.9,12264.822302089546,-12260.922302089546,580
-970000,190000,9.3,11919.315676105645,-11910.015676105646,580
-970000,200000,18.3,11616.010268215285,-11597.710268215285,580
-970000,210000,17.3,11318.766059404472,-11301.466059404473,580
-970000,220000,47.1,10901.804314636744,-10854.704314636743,580
-970000,230000,105.2,10127.920782287292,-10022.720782287292,580
-970000,240000,226.7,8941.478933543689,-8714.778933543688,580
-970000,250000,387.2,8141.373431376728,-7754.173431376728,580
-970000,260000,481.9,7639.243412561346,-7157.343412561347,580
-970000,270000,1007.3,7142.4726400427335,-6135.172640042733,580
-970000,280000,1060.0,7007.253052484527,-5947.253052484527,580
-970000,290000,1104.3,7197.439331976355,-6093.139331976355,580
-970000,300000,943.3,8108.902737851139,-7165.602737851139,580
-970000,310000,890.0,9285.951477032388,-8395.951477032388,580
-970000,320000,760.0,9913.723723199346,-9153.723723199346,580
-970000,330000,546.0,10289.212312588585,-9743.212312588585,580
-970000,340000,824.0,10512.732055400706,-9688.732055400706,580
-970000,350000,199.0,10674.324292007352,-10475.324292007352,580
-970000,360000,134.3,10852.277592262233,-10717.977592262234,580
-970000,370000,610.0,10920.641680050338,-10310.641680050338,580
-970000,380000,385.5,10916.833876101275,-10531.333876101275,580
-970000,390000,71.7,10810.280514537268,-10738.580514537267,580
-970000,400000,28.1,10777.463304181265,-10749.363304181265,580
-960000,80000,38.5,13616.118764867473,-13577.618764867473,580
-960000,90000,283.0,13985.081336525473,-13702.081336525473,580
-960000,100000,203.0,14163.888399501513,-13960.888399501513,580
-960000,110000,84.3,14119.829483146674,-14035.529483146674,580
-960000,120000,3.9,13830.577514901473,-13826.677514901474,580
-960000,150000,3.4,12275.157542822268,-12271.757542822268,580
-960000,160000,4.1,12504.89055672804,-12500.79055672804,580
-960000,170000,19.0,13117.39563756241,-13098.39563756241,580
-960000,180000,14.7,13331.715223271629,-13317.015223271628,580
-960000,190000,15.3,12633.218382831099,-12617.9183828311,580
-960000,200000,27.3,11963.755967585617,-11936.455967585618,580
-960000,210000,29.5,11611.374588651024,-11581.874588651024,580
-960000,220000,49.6,11246.350848874385,-11196.750848874384,580
-960000,230000,83.3,10610.790999796374,-10527.490999796375,580
-960000,240000,212.7,9586.8036505548,-9374.1036505548,580
-960000,250000,262.9,8826.900869421816,-8564.000869421816,580
-960000,260000,294.9,8360.056384404978,-8065.156384404978,580
-960000,270000,720.8,7860.143648282602,-7139.343648282602,580
-960000,280000,861.0,7523.33711970158,-6662.33711970158,580
-960000,290000,980.0,7520.226302773022,-6540.226302773022,580
-960000,300000,985.5,8264.238227451597,-7278.738227451597,580
-960000,310000,925.0,9056.15886587648,-8131.1588658764795,580
-960000,320000,874.0,9486.273980751565,-8612.273980751565,580
-960000,330000,367.5,9781.67372638591,-9414.17372638591,580
-960000,340000,417.0,9975.674009820561,-9558.674009820561,580
-960000,350000,475.0,10159.884853729842,-9684.884853729842,580
-960000,360000,499.7,10435.624925590759,-9935.924925590758,580
-960000,370000,902.0,10652.794737861348,-9750.794737861348,580
-960000,380000,847.9,10806.523589155457,-9958.623589155457,580
-960000,390000,377.0,10976.255753493726,-10599.255753493726,580
-960000,400000,34.3,11009.030304259484,-10974.730304259485,580
-960000,410000,104.3,11014.10473500278,-10909.804735002781,580
-960000,420000,330.3,10985.479560697793,-10655.179560697794,580
-960000,430000,287.0,10779.126873878724,-10492.126873878724,580
-950000,90000,197.0,14286.987641826618,-14089.987641826618,580
-950000,100000,146.8,14469.121172290164,-14322.321172290165,580
-950000,110000,89.0,14481.605612929974,-14392.605612929974,580
-950000,120000,29.5,14364.400630815275,-14334.900630815275,580
-950000,140000,2.7,13602.715073419347,-13600.015073419347,580
-950000,150000,23.2,13022.593781277877,-12999.393781277877,580
-950000,160000,8.6,12917.84175343989,-12909.24175343989,580
-950000,170000,21.5,13335.257680959925,-13313.757680959925,580
-950000,180000,12.9,13836.273380323586,-13823.373380323586,580
-950000,190000,15.5,13692.116785967863,-13676.616785967863,580
-950000,200000,26.6,12560.504740408489,-12533.904740408489,580
-950000,210000,36.3,11891.809080108269,-11855.50908010827,580
-950000,220000,57.0,11483.285219961252,-11426.285219961252,580
-950000,230000,88.5,10911.950310498529,-10823.450310498529,580
-950000,240000,127.4,10222.532662106421,-10095.132662106422,580
-950000,250000,180.9,9701.87774731199,-9520.97774731199,580
-950000,260000,277.0,9405.55298710657,-9128.55298710657,580
-950000,270000,707.1,9046.939670876009,-8339.839670876008,580
-950000,280000,742.4,8751.241726783299,-8008.841726783299,580
-950000,290000,1697.6,8705.532262404475,-7007.932262404474,580
-950000,300000,645.1,8841.827046981332,-8196.727046981332,580
-950000,310000,753.5,9008.162959794186,-8254.662959794186,580
-950000,320000,736.0,9165.055038420996,-8429.055038420996,580
-950000,330000,968.0,9266.223089548352,-8298.223089548352,580
-950000,340000,349.4,9323.645981871901,-8974.245981871902,580
-950000,350000,331.2,9423.134905611334,-9091.934905611333,580
-950000,360000,430.1,9657.356810507183,-9227.256810507182,580
-950000,370000,1241.4,9994.273819547676,-8752.873819547676,580
-950000,380000,1013.7,10399.181956534529,-9385.481956534528,580
-950000,390000,789.6,10910.578871621681,-10120.97887162168,580
-950000,400000,535.5,10980.96670388815,-10445.46670388815,580
-950000,410000,291.2,10787.219039834332,-10496.019039834331,580
-950000,420000,143.9,10409.41444806714,-10265.51444806714,580
-950000,430000,327.0,10125.243798970982,-9798.243798970982,580
-950000,440000,58.0,9854.686197261954,-9796.686197261954,580
-950000,450000,0.2,9349.076068017632,-9348.876068017631,580
-940000,90000,172.0,14548.659201687837,-14376.659201687837,580
-940000,100000,104.0,14782.802812398904,-14678.802812398904,580
-940000,110000,76.1,14888.124288280767,-14812.024288280767,580
-940000,120000,91.4,14967.271099559073,-14875.871099559074,580
-940000,130000,28.7,15049.61867284503,-15020.91867284503,580
-940000,140000,29.8,14870.782402875195,-14840.982402875195,580
-940000,150000,7.5,14359.241447469962,-14351.741447469962,580
-940000,160000,16.1,13619.10487092551,-13603.00487092551,580
-940000,170000,6.1,13199.541229786548,-13193.441229786547,580
-940000,180000,22.7,13426.063989968105,-13403.363989968104,580
-940000,190000,27.5,13520.513069706896,-13493.013069706896,580
-940000,200000,23.6,12836.172371761933,-12812.572371761933,580
-940000,210000,37.4,12068.723157686825,-12031.323157686826,580
-940000,220000,63.5,11686.470849409847,-11622.970849409847,580
-940000,230000,89.3,11304.862023533005,-11215.562023533006,580
-940000,240000,148.8,10972.291532306355,-10823.491532306356,580
-940000,250000,162.7,10881.201925120546,-10718.501925120545,580
-940000,260000,208.0,10888.661421312645,-10680.661421312645,580
-940000,270000,271.0,10567.210853552258,-10296.210853552258,580
-940000,280000,433.0,10072.8362340705,-9639.8362340705,580
-940000,290000,963.5,9588.040154425484,-8624.540154425484,580
-940000,300000,996.2,9128.521996439595,-8132.321996439595,580
-940000,310000,464.6,8910.227353028024,-8445.627353028023,580
-940000,320000,852.0,8810.346636390386,-7958.346636390386,580
-940000,330000,226.0,8715.262284127912,-8489.262284127912,580
-940000,340000,180.2,8630.953765113729,-8450.753765113728,580
-940000,350000,290.6,8640.533952959888,-8349.933952959887,580
-940000,360000,573.4,8804.195724959087,-8230.795724959087,580
-940000,370000,1097.0,9181.725899810419,-8084.725899810419,580
-940000,380000,582.1,9746.610423958262,-9164.510423958262,580
-940000,390000,257.0,10598.193837046781,-10341.193837046781,580
-940000,400000,147.6,10766.192462275158,-10618.592462275157,580
-940000,410000,518.0,10139.925457803263,-9621.925457803263,580
-940000,420000,706.6,9573.454483034837,-8866.854483034836,580
-940000,430000,353.0,9448.761908888835,-9095.761908888835,580
-940000,440000,413.7,9380.715866377604,-8967.015866377604,580
-940000,450000,178.8,9087.49897646674,-8908.698976466741,580
-940000,460000,148.0,8780.0990746611,-8632.0990746611,580
-930000,90000,38.9,14695.55445354341,-14656.65445354341,580
-930000,100000,12.4,14973.225513421321,-14960.825513421321,580
-930000,110000,9.4,15115.320045404313,-15105.920045404313,580
-930000,120000,12.1,15250.125719063115,-15238.025719063115,580
-930000,130000,42.2,15619.34244999894,-15577.142449998939,580
-930000,140000,36.1,15652.397045977244,-15616.297045977244,580
-930000,150000,7.5,14982.366224945168,-14974.866224945168,580
-930000,160000,1.4,14163.833156831244,-14162.433156831245,580
-930000,170000,26.2,13398.686648861349,-13372.486648861348,580
-930000,180000,16.2,13131.692066762405,-13115.492066762405,580
-930000,190000,28.9,12974.771519332939,-12945.871519332939,580
-930000,200000,48.7,12514.900691298713,-12466.200691298713,580
-930000,210000,60.9,12104.433175821325,-12043.533175821325,580
-930000,220000,250.0,11897.915244193444,-11647.915244193444,580
-930000,230000,122.0,11749.135996144245,-11627.135996144245,580
-930000,240000,146.0,11770.557717680487,-11624.557717680487,580
-930000,250000,179.0,12267.282564481318,-12088.282564481318,580
-930000,260000,152.8,12570.955924696145,-12418.155924696146,580
-930000,270000,229.0,12291.070791150876,-12062.070791150876,580
-930000,280000,345.7,11542.653406132462,-11196.953406132461,580
-930000,290000,731.3,10421.845600133276,-9690.545600133277,580
-930000,300000,1059.0,9238.330862773884,-8179.330862773884,580
-930000,310000,563.0,8463.899172269255,-7900.899172269255,580
-930000,320000,541.0,8240.410059244865,-7699.410059244865,580
-930000,330000,413.3,8120.388405573154,-7707.088405573154,580
-930000,340000,266.3,8046.517188816235,-7780.217188816235,580
-930000,350000,260.4,8052.9406658653925,-7792.540665865393,580
-930000,360000,488.9,8146.1136117461965,-7657.213611746197,580
-930000,370000,716.0,8603.623907390636,-7887.623907390636,580
-930000,380000,485.3,9151.719833409477,-8666.419833409478,580
-930000,390000,393.9,9848.302844638996,-9454.402844638997,580
-930000,400000,806.0,10053.969312654708,-9247.969312654708,580
-930000,410000,505.0,9265.895254134539,-8760.895254134539,580
-930000,420000,783.0,8517.558796515423,-7734.558796515423,580
-930000,430000,837.7,8713.726952479938,-7876.026952479938,580
-930000,440000,324.7,8973.687736267228,-8648.987736267227,580
-930000,450000,722.0,8925.291218886536,-8203.291218886536,580
-930000,460000,67.3,8549.553782575333,-8482.253782575333,580
-920000,120000,4.2,14942.983031383686,-14938.783031383686,580
-920000,130000,48.4,14932.352727033318,-14883.952727033318,580
-920000,140000,44.1,14973.241079593385,-14929.141079593384,580
-920000,150000,13.4,14623.350723268091,-14609.950723268092,580
-920000,160000,1.9,14044.001198489652,-14042.101198489652,580
-920000,170000,13.7,13389.670905515151,-13375.97090551515,580
-920000,180000,12.9,13056.568467155372,-13043.668467155372,580
-920000,190000,23.0,12880.837089044006,-12857.837089044006,580
-920000,200000,34.1,12570.643834082717,-12536.543834082717,580
-920000,210000,57.7,12454.493465723364,-12396.793465723364,580
-920000,220000,206.7,12238.09133372243,-12031.39133372243,580
-920000,230000,133.2,12270.68270421098,-12137.48270421098,580
-920000,240000,250.8,12412.942823868563,-12162.142823868564,580
-920000,250000,222.3,13098.742145378099,-12876.4421453781,580
-920000,260000,322.5,13693.608334825358,-13371.108334825358,580
-920000,270000,273.1,13778.199854702412,-13505.099854702412,580
-920000,280000,314.8,13013.84702569633,-12699.04702569633,580
-920000,290000,481.3,10914.69202557464,-10433.392025574642,580
-920000,300000,552.8,9122.099723956653,-8569.299723956654,580
-920000,310000,761.0,8031.135319947314,-7270.135319947314,580
-920000,320000,544.2,7888.468487654856,-7344.2684876548565,580
-920000,330000,514.0,7851.753226668317,-7337.753226668317,580
-920000,340000,639.1,7839.531983673598,-7200.431983673598,580
-920000,350000,832.5,7910.544479280014,-7078.044479280014,580
-920000,360000,1252.0,8155.22168701618,-6903.22168701618,580
-920000,370000,593.1,8641.492377683197,-8048.392377683196,580
-920000,380000,279.7,9030.362309055206,-8750.662309055206,580
-920000,390000,330.3,9307.534146745023,-8977.234146745024,580
-920000,400000,731.6,9147.291267113855,-8415.691267113854,580
-920000,410000,1357.0,8530.337336729932,-7173.337336729932,580
-920000,420000,679.3,7978.529909617653,-7299.229909617653,580
-920000,430000,1078.7,8117.220280808598,-7038.520280808598,580
-920000,440000,529.7,8523.805571349727,-7994.105571349727,580
-920000,450000,404.9,8765.314943203237,-8360.414943203237,580
-920000,460000,24.2,8445.967376999204,-8421.767376999203,580
-920000,470000,7.5,7464.828184494258,-7457.328184494258,580
-920000,480000,7.7,6877.396211530213,-6869.696211530213,580
-910000,130000,3.6,13785.770686457416,-13782.170686457415,580
-910000,140000,3.7,13686.446953148543,-13682.746953148542,580
-910000,150000,42.3,13632.555108069455,-13590.255108069456,580
-910000,160000,1.0,13445.921412690715,-13444.921412690715,580
-910000,170000,0.0,13173.951720850446,-13173.951720850446,580
-910000,180000,0.0,13039.783149197006,-13039.783149197006,580
-910000,190000,28.2,13029.016145745161,-13000.81614574516,580
-910000,200000,28.1,13134.436148978793,-13106.336148978793,580
-910000,210000,35.7,13241.892210352918,-13206.192210352918,580
-910000,220000,90.0,13264.190002350973,-13174.190002350973,580
-910000,230000,74.2,13101.092557289558,-13026.892557289557,580
-910000,240000,213.3,13145.108368708945,-12931.808368708946,580
-910000,250000,409.2,13315.869768569377,-12906.669768569376,580
-910000,260000,376.3,13517.346420000546,-13141.046420000546,580
-910000,270000,837.6,13339.159844511116,-12501.559844511115,580
-910000,280000,553.8,12274.863957671745,-11721.063957671746,580
-910000,290000,340.0,10681.62025550252,-10341.62025550252,580
-910000,300000,321.3,9295.513427965156,-8974.213427965156,580
-910000,310000,366.5,8163.510940092344,-7797.010940092344,580
-910000,320000,865.0,7940.578412359007,-7075.578412359007,580
-910000,330000,805.0,7896.352252577969,-7091.352252577969,580
-910000,340000,989.0,7924.755665106773,-6935.755665106773,580
-910000,350000,832.0,8042.917802592107,-7210.917802592107,580
-910000,360000,1081.0,8529.682613731988,-7448.682613731988,580
-910000,370000,292.9,8971.092806387382,-8678.192806387382,580
-910000,380000,226.1,9058.480591233609,-8832.380591233608,580
-910000,390000,226.6,9080.567925836876,-8853.967925836876,580
-910000,400000,188.0,8880.38458295837,-8692.38458295837,580
-910000,410000,837.0,8370.485915831427,-7533.485915831427,580
-910000,420000,695.0,7936.434038036087,-7241.434038036087,580
-910000,430000,673.1,7935.023525523983,-7261.923525523983,580
-910000,440000,1088.3,8293.039926384918,-7204.739926384917,580
-910000,450000,554.0,8672.978813243424,-8118.978813243424,580
-910000,460000,97.5,8421.14338970995,-8323.64338970995,580
-910000,470000,12.4,7356.004018644455,-7343.604018644455,580
-910000,480000,10.6,6790.845036741878,-6780.245036741878,580
-910000,490000,12.4,6767.057307718026,-6754.6573077180265,580
-910000,500000,90.2,6990.347663386568,-6900.147663386568,580
-910000,590000,300.3,10978.220828381222,-10677.920828381222,580
-900000,140000,4.3,13092.03306801984,-13087.733068019841,580
-900000,150000,42.3,13030.160114094806,-12987.860114094807,580
-900000,160000,-0.1,13041.681956274277,-13041.781956274277,580
-900000,170000,12.9,13043.743867744859,-13030.84386774486,580
-900000,180000,2.4,13120.979989506935,-13118.579989506936,580
-900000,190000,20.1,13301.06587897709,-13280.96587897709,580
-900000,200000,28.0,13674.010836123027,-13646.010836123027,580
-900000,210000,7.6,13957.92484258083,-13950.324842580829,580
-900000,220000,52.8,14035.841094915491,-13983.041094915492,580
-900000,230000,82.6,13944.716029152296,-13862.116029152296,580
-900000,240000,164.0,13690.961905087195,-13526.961905087195,580
-900000,250000,348.0,13220.892081595814,-12872.892081595814,580
-900000,260000,301.8,12742.27268566762,-12440.47268566762,580
-900000,270000,485.6,12085.179490936674,-11599.579490936674,580
-900000,280000,347.1,11182.269050573012,-10835.169050573011,580
-900000,290000,302.2,10498.90690267455,-10196.706902674548,580
-900000,300000,284.9,9665.737277327884,-9380.837277327884,580
-900000,310000,269.6,8915.731562091903,-8646.131562091903,580
-900000,320000,274.0,8475.299046695878,-8201.299046695878,580
-900000,330000,419.9,8275.273926748638,-7855.373926748638,580
-900000,340000,1277.0,8276.331669314352,-6999.3316693143515,580
-900000,350000,1588.0,8474.532574810035,-6886.532574810035,580
-900000,360000,753.8,8888.842219872311,-8135.042219872311,580
-900000,370000,366.1,8982.51780785982,-8616.41780785982,580
-900000,380000,455.2,8984.859185289144,-8529.659185289143,580
-900000,390000,280.8,9024.167840419457,-8743.367840419458,580
-900000,400000,490.4,8977.191683418485,-8486.791683418485,580
-900000,410000,423.0,8731.887494730385,-8308.887494730385,580
-900000,420000,286.9,8164.1926154085595,-7877.29261540856,580
-900000,430000,386.3,8023.983366837875,-7637.683366837875,580
-900000,440000,1022.1,8390.278616426407,-7368.178616426407,580
-900000,450000,780.2,8745.257619008948,-7965.057619008948,580
-900000,460000,323.4,8390.165858254535,-8066.7658582545355,580
-900000,470000,441.0,7445.303486429558,-7004.303486429558,580
-900000,480000,168.5,7016.078924953603,-6847.578924953603,580
-900000,490000,262.8,7126.6024480417755,-6863.802448041775,580
-900000,500000,1623.6,7408.248587752005,-5784.6485877520045,580
-900000,510000,263.1,7583.9459956820065,-7320.845995682006,580
-900000,520000,13.1,8289.568325842964,-8276.468325842963,580
-900000,590000,98.5,10720.884579951802,-10622.384579951802,580
-900000,830000,221.0,12203.671520006244,-11982.671520006244,580
-890000,140000,5.1,13142.859024672714,-13137.759024672714,580
-890000,150000,2.5,13013.492443399795,-13010.992443399795,580
-890000,160000,2.6,12985.491316160227,-12982.891316160227,580
-890000,170000,34.3,13037.249581501304,-13002.949581501305,580
-890000,210000,29.0,14143.020382139804,-14114.020382139804,580
-890000,220000,6.3,14259.097373627224,-14252.797373627225,580
-890000,230000,32.6,14217.322301274904,-14184.722301274904,580
-890000,240000,213.4,13896.36682609743,-13682.96682609743,580
-890000,250000,583.0,12895.070821171785,-12312.070821171785,580
-890000,260000,646.0,12079.255254382446,-11433.255254382446,580
-890000,270000,632.0,11645.437104587705,-11013.437104587705,580
-890000,280000,486.0,11033.233117627376,-10547.233117627376,580
-890000,290000,322.7,10607.954701540699,-10285.254701540698,580
-890000,300000,298.4,10167.57526383815,-9869.17526383815,580
-890000,310000,252.0,9666.28054593567,-9414.28054593567,580
-890000,320000,227.8,9244.218187868752,-9016.418187868752,580
-890000,330000,232.3,8917.870099898475,-8685.570099898476,580
-890000,340000,523.7,8744.925772819908,-8221.225772819907,580
