x,y,curie
-2417907.0,-499575.0,12.068557975404586
-2109514.0,97650.0,10.551549067859355
-2109377.0,97252.0,10.540157357388095
-2109228.0,101894.0,10.642498330196704
-2109127.0,101439.0,10.62982763317663
-2108603.0,100627.0,10.600896255900855
-2108300.0,98890.0,10.555552926818386
-2107381.0,99947.0,10.562071658219732
-2107125.0,99498.0,10.546961790339282
-2106040.0,98954.0,10.514055256625094
-2104486.0,102049.0,10.556848353550704
-2103806.0,103267.0,10.573410282904058
-2103613.0,97749.0,10.441875872267946
-2096516.0,105988.0,10.513066501532116
-2000670.0,130469.0,10.764759890779885
-1998070.0,152449.0,11.368482078015983
-1997892.0,234756.0,12.502157967885342
-1991407.0,13064.0,7.963905143791334
-1990073.0,-70798.0,9.37272994713202
-1989210.0,78371.0,7.494969585852108
-1988929.0,-73868.0,9.252011769926687
-1988179.0,106575.0,9.750070364388305
-1987601.0,113939.0,10.209744537267563
-1987229.0,-37398.0,10.211534578819304
-1984536.0,101505.0,9.296691685473814
-1983266.0,-46307.0,10.00125713534328
-1982179.0,-79069.0,9.025529014627603
-1981420.0,-32001.0,10.067094228147823
-1981008.0,-43201.0,9.982653030968347
-1976625.0,-78046.0,8.921989001770047
-1972426.0,87160.0,7.888788851082689
-1971484.0,32172.0,7.366184437378862
-1971313.0,-59143.0,8.924636055362484
-1970714.0,-105137.0,9.582274151768656
-1970472.0,-101367.0,9.475390526803682
-1970355.0,-101788.0,9.48975950566965
-1969708.0,-97183.0,9.360344650440554
-1969059.0,-103273.0,9.55597719349195
-1968968.0,-103701.0,9.570319649824032
-1967775.0,-5366.0,9.210558759838875
-1967631.0,101790.0,9.464671132018585
-1966805.0,-104257.0,9.62836751561186
-1966586.0,-101391.0,9.544588825021735
-1966525.0,-104525.0,9.642136772516816
-1966401.0,-101939.0,9.565538157794904
-1966223.0,-99668.0,9.495485132212645
-1966202.0,-104443.0,9.646423523168199
-1965863.0,-100465.0,9.528617462313544
-1965729.0,-98625.0,9.469357765944256
-1965626.0,-98307.0,9.460300708202922
-1965597.0,-104417.0,9.658571306672542
-1965283.0,-100607.0,9.544708689279592
-1964778.0,-99329.0,9.511220598752015
-1964744.0,-98328.0,9.476934558294907
-1964632.0,-98747.0,9.493749149124874
-1963226.0,-56851.0,8.46393715801572
-1962978.0,108422.0,10.058956528528936
-1960523.0,58190.0,6.772717671744348
-1960386.0,57778.0,6.774198368880282
-1958781.0,58688.0,6.762873922918588
-1958737.0,58292.0,6.76397432220697
-1958037.0,58858.0,6.7603647398934
-1957141.0,62522.0,6.768089785763234
-1956317.0,57636.0,6.759826110511843
-1956287.0,57237.0,6.760977528647405
-1955937.0,61790.0,6.766840035923037
-1955614.0,59044.0,6.758229886580911
-1955031.0,60940.0,6.764957073172465
-1953036.0,60687.0,6.772110018715612
-1950484.0,2569.0,9.509943189133068
-1948593.0,-30042.0,7.908114332533049
-1948063.0,-53847.0,8.024198642919345
-1947586.0,10740.0,9.531539060552252
-1937030.0,119416.0,10.309151948792753
-1936300.0,-24256.0,7.82645998949624
-1936176.0,-24664.0,7.82197312106096
-1935727.0,-22317.0,7.859245382389919
-1935556.0,-28290.0,7.804850195650127
-1935407.0,-27498.0,7.805052175400988
-1934767.0,-28019.0,7.804694753726704
-1933942.0,-23212.0,7.8510922769576075
-1933218.0,-26259.0,7.814026615518079
-1933094.0,-26667.0,7.811554158807354
-1933039.0,-25308.0,7.8237162528266335
-1932995.0,-21262.0,7.906806435281552
-1932890.0,-21674.0,7.896083669069815
-1932212.0,-27560.0,7.809438199375723
-1931650.0,-27160.0,7.813007835770919
-1928625.0,-36646.0,7.913432093935182
-1928159.0,-39923.0,8.020753048963783
-1928002.0,-36832.0,7.917257838183249
-1927584.0,-36419.0,7.905738540768843
-1927124.0,-33897.0,7.854428771067828
-1926969.0,-35348.0,7.88045747662026
-1926845.0,-38202.0,7.95406446083948
-1926754.0,-39566.0,8.000519841021474
-1926735.0,-38615.0,7.966952774893004
-1926686.0,-39735.0,8.006572111857384
-1925659.0,-24380.0,7.906186014711097
-1925620.0,-36092.0,7.895024033773577
-1925538.0,-36582.0,7.906188034237702
-1925439.0,-43663.0,8.203772251649314
-1924925.0,-38379.0,7.953207964012139
-1924731.0,-33088.0,7.847398152768842
-1924440.0,-38434.0,7.953756124788705
-1924332.0,-32938.0,7.8471734539001785
-1924045.0,-40374.0,8.01711413957031
-1924020.0,-40292.0,8.014077742651681
-1923338.0,-39091.0,7.972629924178547
-1923185.0,-38181.0,7.9455095641687015
-1923082.0,-35463.0,7.883977655283753
-1923012.0,-34736.0,7.8724924448722735
-1923010.0,-33840.0,7.860977772010132
-1922759.0,-34184.0,7.865957435431288
-1922451.0,-38191.0,7.946345280770828
-1922163.0,42960.0,7.5427417616129695
-1921901.0,-34470.0,7.873195655185922
-1921888.0,-43267.0,8.160675795913821
-1921885.0,-43262.0,8.160365054668427
-1921884.0,-43270.0,8.160832538769927
-1921880.0,-43265.0,8.160516593015359
-1921876.0,-43261.0,8.160259934367012
-1917974.0,-109402.0,11.636512231564467
-1915601.0,-4382.0,10.215227471311499
-1913595.0,-11533.0,9.596196140105022
-1910980.0,114347.0,9.198480016359865
-1910823.0,1705.0,10.775181861642762
-1910050.0,76367.0,8.86175886323837
-1909705.0,75392.0,8.830132733423707
-1905433.0,118841.0,8.969032176322855
-1904700.0,157547.0,10.463598408811073
-1903200.0,73675.0,8.707116868440608
-1903193.0,104765.0,8.918461982661324
-1901900.0,141428.0,9.716525643533911
-1901410.0,71516.0,8.54455121064806
-1895036.0,143028.0,9.824856162323574
-1893421.0,-100397.0,12.219095085113949
-1888013.0,105318.0,8.189522638334385
-1886030.0,32077.0,8.069741722777907
-1885613.0,56517.0,7.159969786565659
-1884066.0,51765.0,6.971730058771494
-1883958.0,51367.0,6.963544133143591
-1880429.0,48535.0,6.897304190694982
-1880306.0,48098.0,6.897740687774732
-1878872.0,45576.0,6.9152261204467464
-1877431.0,51821.0,6.877602749143009
-1877253.0,51454.0,6.872911657820152
-1877075.0,47924.0,6.871425493561501
-1876955.0,49758.0,6.8640393660265655
-1876821.0,49377.0,6.863194088229865
-1876781.0,-53087.0,10.99796776588457
-1876486.0,50118.0,6.860489215746392
-1876112.0,48629.0,6.860363139383761
-1875771.0,49098.0,6.856162711446933
-1874741.0,-86588.0,12.404675119821688
-1874038.0,73425.0,7.343418466516944
-1873694.0,94497.0,7.25949701284281
-1868862.0,155905.0,11.080336439254975
-1868028.0,57462.0,6.853577078340654
-1867750.0,-65325.0,12.036153164304718
-1864211.0,116580.0,8.354663953487304
-1861257.0,69870.0,6.866354754520875
-1861051.0,80312.0,6.824679106150789
-1860295.0,71867.0,6.8512971764918005
-1860163.0,80388.0,6.806535220883503
-1860115.0,80507.0,6.804971735864742
-1859482.0,72769.0,6.8386605585209015
-1859070.0,70128.0,6.848801527199789
-1858854.0,75105.0,6.81805621067613
-1858677.0,65844.0,6.8698413053210885
-1858458.0,66590.0,6.866825899755813
-1858258.0,74180.0,6.8180945272450835
-1858210.0,65857.0,6.87210803339026
-1858069.0,71965.0,6.832501697397172
-1857566.0,73287.0,6.81962671104328
-1857158.0,73498.0,6.8156410682795
-1857154.0,72326.0,6.825602350612908
-1857145.0,74034.0,6.811043147590444
-1857024.0,70698.0,6.839414531740313
-1856969.0,74042.0,6.8100040186444355
-1856789.0,75250.0,6.798617696088883
-1856592.0,67333.0,6.871172628913114
-1856524.0,75562.0,6.794403943360525
-1856439.0,74667.0,6.801910433114698
-1856157.0,66546.0,6.882442064864494
-1856146.0,75571.0,6.79244319955143
-1855884.0,68865.0,6.860104040691117
-1855777.0,62207.0,6.931166079255205
-1855582.0,75226.0,6.793689032112058
-1855200.0,116925.0,8.569998967734014
-1855175.0,95010.0,6.865001215793584
-1854678.0,73282.0,6.81392878272034
-1854623.0,75246.0,6.79230316521306
-1852540.0,63656.0,6.983757746554825
-1852387.0,63315.0,6.993303177942288
-1852339.0,71698.0,6.8496598370089625
-1851162.0,70492.0,6.884473130683356
-1851146.0,60832.0,7.069573631195352
-1851143.0,70449.0,6.885525212243421
-1851140.0,73627.0,6.832066533906854
-1851117.0,70441.0,6.886057622902815
-1851087.0,70240.0,6.890141744035935
-1851059.0,179070.0,11.966891825075626
-1851053.0,-36395.0,13.56721198371986
-1850952.0,60499.0,7.081857169102244
-1850638.0,62566.0,7.052602297819546
-1850180.0,79977.0,6.7581953026575095
-1849538.0,69711.0,6.927602821033335
-1848464.0,94814.0,6.908599406086108
-1848075.0,60740.0,7.180385157144719
-1848000.0,68842.0,6.980633335147515
-1847678.0,17395.0,9.574700987087498
-1847303.0,79947.0,6.7832044330907495
-1846969.0,62873.0,7.167190962358961
-1846963.0,62882.0,7.167169272144045
-1846844.0,62090.0,7.193337903055936
-1846668.0,79552.0,6.795244799443854
-1845581.0,99947.0,7.245876914458441
-1845369.0,76684.0,6.860124349769603
-1845190.0,99022.0,7.187457346689169
-1844636.0,61628.0,7.2997558425141715
-1844622.0,72962.0,6.959264559329638
-1844492.0,72559.0,6.972916270777828
-1844325.0,75752.0,6.898661218340421
-1844269.0,77983.0,6.854429263524623
-1844198.0,75353.0,6.910230356600887
-1844102.0,68581.0,7.09866102536178
-1843975.0,68181.0,7.115316927385409
-1843616.0,74178.0,6.951480105538973
-1843496.0,73799.0,6.964155729177185
-1843160.0,78920.0,6.85638865099373
-1842928.0,75323.0,6.93805358912671
-1842563.0,62158.0,7.378188537822506
-1842314.0,63951.0,7.324708097479885
-1842201.0,61551.0,7.418064523184846
-1842148.0,79226.0,6.868494549125179
-1842111.0,89056.0,6.840244421737145
-1841654.0,60899.0,7.470520229775105
-1841474.0,60471.0,7.496363587653405
-1841171.0,79511.0,6.8809951753725
-1840942.0,72757.0,7.063119750113875
-1840885.0,71640.0,7.102221094623527
-1840760.0,71295.0,7.118148446188919
-1840442.0,79539.0,6.894262921680934
-1840434.0,73809.0,7.043817849370033
-1839773.0,72507.0,7.107217604169884
-1839665.0,75265.0,7.019299491410038
-1839518.0,82457.0,6.867080236809194
-1839393.0,82059.0,6.873917302909048
-1838962.0,73654.0,7.092112747899537
-1838470.0,77197.0,6.993226902791063
-1838192.0,75187.0,7.062615881129185
-1837849.0,68891.0,7.318950167142578
-1837186.0,81518.0,6.925269302236324
