x,y,volcano
-1940000,110000,51249.478271393295
-1940000,115000,56169.47228780072
-1940000,120000,61102.45666984277
-1940000,125000,66045.52070420835
-1940000,130000,70996.55906514071
-1940000,135000,75954.0123567545
-1940000,140000,80916.70153367605
-1940000,145000,85883.71895237196
-1935000,-165000,67797.74916921917
-1935000,-160000,63286.704444238196
-1935000,-155000,58854.729006362424
-1935000,-120000,32780.85257299386
-1935000,-115000,30549.246511368463
-1935000,-110000,29016.006434593273
-1935000,-105000,28294.889934621737
-1935000,-100000,28447.72334321955
-1935000,-95000,29460.908513017017
-1935000,-90000,26541.916876937208
-1935000,-85000,21546.399780525848
-1935000,-80000,16553.589807115684
-1935000,-75000,11566.993019028076
-1935000,-70000,6600.705985138576
-1935000,-55000,8537.63992577833
-1935000,-50000,13515.372266506172
-1935000,-45000,16057.29625518836
-1935000,-40000,15244.978501241649
-1935000,-35000,15595.729688069105
-1935000,-30000,17436.863235780682
-1935000,-25000,20368.15196583431
-1935000,-20000,23993.312182842117
-1935000,-15000,28044.54393466437
-1935000,-10000,32362.228901967177
-1935000,-5000,36852.832652366356
-1935000,0,41460.20609576513
-1935000,5000,46149.38899382439
-1935000,10000,50897.77519207809
-1935000,15000,46963.719050880245
-1935000,40000,24455.957905794894
-1935000,100000,42896.39850954869
-1935000,105000,47629.83937711749
-1935000,110000,52412.80562124118
-1935000,115000,57232.882044241065
-1935000,120000,62081.425411229175
-1935000,125000,66952.25145646717
-1935000,130000,71840.82800949618
-1935000,135000,76743.76302404002
-1935000,140000,81658.47021032179
-1935000,145000,86582.94492040573
-1930000,-115000,35224.05232809477
-1930000,-110000,33902.891165981084
-1930000,-105000,33287.808525229746
-1930000,-100000,33417.81506041888
-1930000,-95000,31773.81216508725
-1930000,-90000,26820.68476945073
-1930000,-85000,21888.88127571271
-1930000,-80000,16996.97371599563
-1930000,-75000,12193.076211614785
-1930000,-70000,7644.939470149278
-1930000,-65000,4268.382773632929
-1930000,-60000,5290.8490341575925
-1930000,-55000,9368.408376146202
-1930000,-50000,14054.930362767593
-1930000,-45000,12033.42488667792
-1930000,-40000,10277.194631966424
-1930000,-35000,10790.650791463851
-1930000,-30000,13313.735745586939
-1930000,-25000,16972.71264422159
-1930000,-20000,21187.03352296681
-1930000,-15000,25684.777680628646
-1930000,-10000,30340.15852798596
-1930000,-5000,35090.492081236465
-1930000,0,39901.88027528677
-1930000,5000,44754.63623473348
-1930000,10000,49636.628405879055
-1930000,15000,48746.11858486796
-1930000,20000,44211.81596688842
-1930000,25000,39789.26067533814
-1930000,30000,35520.21761039774
-1930000,40000,27725.20598823406
-1930000,75000,24863.45119025132
-1930000,80000,28225.729381009973
-1930000,90000,36106.688952187375
-1930000,95000,40400.4156054119
-1930000,100000,44840.76465773091
-1930000,105000,49388.204756702886
-1930000,110000,54015.69552537493
-1930000,115000,58704.30952741042
-1930000,120000,63440.496144734
-1930000,125000,68214.3470619635
-1930000,130000,73018.47532707054
-1930000,135000,77847.27569472171
-1930000,140000,82696.42632599072
-1930000,145000,87562.54633740392
-1930000,150000,92442.95600579857
-1925000,-110000,38818.59643794914
-1925000,-105000,38282.57562406634
-1925000,-100000,37612.191208466546
-1925000,-95000,32778.81815292077
-1925000,-90000,28004.0159888229
-1925000,-85000,23323.784073392733
-1925000,-80000,18808.85152002239
-1925000,-75000,14613.243565418612
-1925000,-70000,11104.993448996198
-1925000,-65000,9115.638842245147
-1925000,-60000,9636.849251817135
-1925000,-55000,12354.871731517429
-1925000,-50000,10625.534897472497
-1925000,-45000,7590.772310077254
-1925000,-40000,5369.552076599954
-1925000,-35000,6296.7852514849865
-1925000,-30000,10023.318786874876
-1925000,-25000,14535.622948581144
-1925000,-20000,19289.939074639886
-1925000,-15000,24143.71894516913
-1925000,-10000,29047.144085147487
-1925000,-5000,33978.72855925187
-1925000,0,38927.77169969171
-1925000,5000,43888.36775847695
-1925000,10000,48856.9978560218
-1925000,15000,50958.58364485818
-1925000,20000,46639.87393947381
-1925000,25000,42470.91281206478
-1925000,30000,38500.37699932311
-1925000,40000,31452.825264036423
-1925000,45000,28596.867155162432
-1925000,70000,26651.149714224484
-1925000,75000,28961.77437744462
-1925000,80000,31894.90506475929
-1925000,85000,35295.687599053905
-1925000,90000,39042.10748781382
-1925000,95000,43044.00946810145
-1925000,100000,47236.50436992568
-1925000,105000,51573.131949591814
-1925000,110000,56020.42960465412
-1925000,115000,60554.01825717273
-1925000,120000,65155.88784668664
-1925000,125000,69812.5369478148
-1925000,130000,74513.69611749244
-1925000,135000,79251.44480127796
-1925000,140000,84019.5935308545
-1920000,-110000,43753.40934615676
-1920000,-105000,43278.551228204924
-1920000,-95000,34486.61623734997
-1920000,-90000,29985.007778925967
-1920000,-85000,25668.554371102604
-1920000,-80000,21648.294979102873
-1920000,-75000,18122.435473805683
-1920000,-70000,15433.621075504303
-1920000,-65000,14070.204387365899
-1920000,-60000,14413.349489353632
-1920000,-55000,10942.006665022907
-1920000,-50000,6659.493363417802
-1920000,-45000,3745.6513803926073
-1920000,-40000,1429.492743359784
-1920000,-35000,3586.2047492186284
-1920000,-30000,8583.605274202573
-1920000,-25000,13582.919218758469
-1920000,-20000,18582.602333992894
-1920000,-15000,23582.41981865555
-1920000,-10000,28582.301158292314
-1920000,-5000,33582.21783181269
-1920000,0,38582.15610231391
-1920000,5000,43582.10853668416
-1920000,10000,48582.0707617874
-1920000,15000,53547.832982203916
-1920000,20000,49455.74800859862
-1920000,25000,45545.26984320113
-1920000,30000,41867.31659767564
-1920000,40000,35494.695196465706
-1920000,45000,32990.51350145987
-1920000,50000,31094.606848937743
-1920000,60000,29561.389735430337
-1920000,65000,30039.57984210175
-1920000,70000,31318.955140457765
-1920000,75000,33307.31969237402
-1920000,80000,35887.01908894086
-1920000,85000,38940.70791716563
-1920000,90000,42366.016181486855
-1920000,95000,46080.14671298265
-1920000,100000,50018.80161589246
-1920000,105000,54132.99464365523
-1920000,110000,58385.629251469116
-1920000,115000,62748.56410381042
-1920000,120000,67200.3191293762
-1920000,125000,71724.35768335612
-1920000,130000,76307.8244945432
-1920000,135000,80940.62436805146
-1920000,140000,85614.7491212233
-1915000,-105000,45658.01677145266
-1915000,-90000,32618.652202417143
-1915000,-85000,28701.053351789247
-1915000,-80000,25169.911710259392
-1915000,-75000,22210.322994100123
-1915000,-70000,20076.66405313026
-1915000,-65000,19048.52832904035
-1915000,-60000,15051.678572750801
-1915000,-55000,10058.547104696861
-1915000,-50000,5078.947908514678
-1915000,-45000,645.7970713820426
-1915000,-40000,3594.7482893018455
-1915000,-35000,6006.015692896385
-1915000,-30000,9843.253501933068
-1915000,-25000,14412.045465627618
-1915000,-20000,19196.99115755689
-1915000,-15000,24069.521900181517
-1915000,-10000,28985.50153962007
-1915000,-5000,33926.04772889582
-1915000,0,38881.79689139016
-1915000,5000,43847.59451216586
-1915000,10000,48820.374430183525
-1915000,15000,53798.20047644082
-1915000,20000,52597.18795800783
-1915000,25000,48938.37732383455
-1915000,30000,45535.32001743267
-1915000,35000,42449.56964552178
-1915000,40000,39755.08215423537
-1915000,45000,37536.21119785539
-1915000,50000,35881.30077198991
-1915000,55000,34870.737575939
-1915000,60000,34561.08987127003
-1915000,65000,34970.981214286854
-1915000,70000,36075.89390562629
-1915000,75000,37814.95359100688
-1915000,80000,40105.75157118993
-1915000,85000,42859.910208608744
-1915000,90000,45994.265915329095
-1915000,95000,49436.556221990264
-1915000,100000,53126.958176522814
-1915000,105000,57017.315607541575
-1915000,110000,61069.42666416645
-1915000,115000,65253.164422041664
-1915000,120000,69544.7773818423
-1915000,125000,73925.48041839163
-1915000,130000,78380.33713304634
-1915000,135000,82897.39346378754
-1910000,-90000,35761.04376975391
-1910000,-85000,32227.724764591356
-1910000,-80000,29127.31081823818
-1910000,-75000,26611.543125160082
-1910000,-70000,24858.56430895105
-1910000,-65000,20817.745936037492
-1910000,-60000,16062.374913362142
-1910000,-55000,11516.12911778109
-1910000,-50000,7565.8820938080635
-1910000,-45000,5644.813004644661
-1910000,-40000,7515.66735941696
-1910000,-35000,10453.878921401236
-1910000,-30000,13042.277389448402
-1910000,-25000,16760.620946233375
-1910000,-20000,21017.512448035257
-1910000,-15000,25545.121735926743
-1910000,-10000,30222.02275664746
-1910000,-5000,34988.39914176293
-1910000,0,39812.12741745054
-1910000,5000,44674.633792604465
-1910000,10000,49564.50665045822
-1910000,15000,52911.44764568298
-1910000,20000,49872.84630900718
-1910000,25000,47169.69690343421
-1910000,30000,44862.67728259038
-1910000,35000,43015.57066879214
-1910000,40000,41689.55297148017
-1910000,45000,40935.29447752698
-1910000,50000,40719.29413791455
-1910000,55000,39831.664653765125
-1910000,60000,39560.86580308882
-1910000,65000,39919.45261510987
-1910000,70000,40890.87051029853
-1910000,75000,42433.05180033605
-1910000,80000,44486.677546092404
-1910000,85000,46984.73234030393
-1910000,90000,49860.461962260255
-1910000,95000,53052.485908673516
-1910000,100000,56507.2283437261
-1910000,105000,60179.46035891317
-1910000,110000,64031.773699390855
-1910000,115000,68033.58462619768
-1910000,120000,72160.02515998732
-1910000,125000,76390.90145488533
-1910000,130000,80709.79134584602
-1910000,135000,85103.29613528492
-1910000,140000,89560.4355007835
-1905000,-90000,39290.30454835209
-1905000,-85000,36104.04442028977
-1905000,-80000,33365.791096604575
-1905000,-75000,31193.749494125535
-1905000,-70000,27206.69152722185
-1905000,-65000,22689.764341160648
-1905000,-60000,18424.08065162019
-1905000,-55000,14631.065916651642
-1905000,-50000,11776.647734283528
-1905000,-45000,10644.753348828961
-1905000,-40000,11744.4504280705
-1905000,-35000,14579.213211192344
-1905000,-30000,17126.3644566883
-1905000,-25000,20102.979244463157
-1905000,-20000,23768.61774490297
-1905000,-15000,27852.551130970325
-1905000,-10000,32195.993842453692
-1905000,-5000,36706.939868413385
-1905000,0,41330.58007702428
-1905000,5000,46032.96932094774
-1905000,10000,50792.240347353414
-1905000,15000,49162.72105937436
-1905000,20000,45876.49342486685
-1905000,25000,42922.396903736066
-1905000,30000,40373.40291530863
-1905000,35000,38310.45771015861
-1905000,40000,36815.35925346718
-1905000,45000,35959.00699354546
-1905000,50000,35787.28392825937
-1905000,55000,36309.90495666233
-1905000,60000,37497.84933782005
-1905000,65000,39290.81587294735
-1905000,70000,41610.66833111254
-1905000,75000,44374.84902466544
-1905000,80000,47505.85998549918
-1905000,85000,50936.09957546663
-1905000,90000,53913.43837198663
-1905000,95000,56878.46192619839
-1905000,100000,60113.72576284056
-1905000,105000,63577.9884794258
-1905000,110000,67235.86255184059
-1905000,115000,71057.45426828912
-1905000,120000,75017.74724083628
-1905000,125000,79095.91010343075
-1905000,130000,83274.62752297365
-1905000,135000,87539.50070162612
-1905000,140000,91878.53273257034
-1905000,145000,96281.69800689018
-1905000,150000,100708.81143068784
-1900000,-95000,46355.47237923759
