x,y,Temp,pH,Na,K,Ca,Mg,Cl,SO4,HCO3,anion
-2100000.0,90000.0,42.75100000000003,7.335000000000005,2151.2421000000004,43.60440581777342,937.8786953796138,157.75936550134486,2856.1871088356156,281.6835551954097,125.52181007575635,0.5347710977742592
-2100000.0,95000.0,40.96800000000001,7.484200000000002,655.0591999999999,32.43172637954909,347.2753496942296,153.35166666517853,2919.0707243297825,282.66174786911824,105.68826623311597,0.523867352575011
-2100000.0,100000.0,33.41100000000003,7.476200000000006,324.5044,22.73160640952842,228.9469189194086,148.89911688186965,1315.663843958453,280.45833101388365,103.51044404422183,0.45694176023668986
-2100000.0,105000.0,29.011000000000017,7.216199999999998,2153.8807,20.431925932160834,617.8800035362439,144.46849598869414,1358.1784350361145,280.6307638281946,119.18890449992067,0.5191070789003001
-2095000.0,95000.0,42.244000000000035,6.062,1366.1517500000007,36.76201406821785,562.9547711533752,159.82116503703367,1661.4297876502214,280.6375288876997,111.20423889415216,0.5444285975994494
-2095000.0,100000.0,40.233000000000025,7.2992,544.46326,28.8897923566932,291.2869094075727,155.12659337457958,1560.3596496424836,280.63752888769903,106.75346491420913,0.4712553142531386
-2095000.0,105000.0,27.982000000000014,7.528200000000005,382.3147999999999,26.88704955335488,278.8176058552582,150.45313897458146,1563.2910199076266,280.63752888769903,119.57961923378596,0.4470705416707421
-2090000.0,95000.0,50.609000000000016,4.1696000000000035,697.2047400000001,42.07984749148468,409.49898407079706,166.38419619999948,1564.194699085068,280.63752888769903,124.18532354917265,0.5637131286602286
-2085000.0,105000.0,27.141000000000023,7.484300000000006,698.3029000000002,40.11060080539132,739.1472158363293,162.6628675495717,1564.194699085068,280.63752888769903,131.18700595323588,0.4153040891384531
-2085000.0,110000.0,46.96180000000001,7.525000000000002,1060.3498000000002,41.910686839394835,317.4079585711482,157.63237206869914,1564.194699085068,280.63752888769903,147.64958371471678,0.44983596160113026
-2075000.0,110000.0,36.90599999999999,7.413599999999998,606.21543,33.74814614326809,256.4900163708142,169.13714910962176,1564.194699085068,280.63752888769903,141.03066818528933,0.4881061095977183
-2070000.0,110000.0,34.87500000000002,7.131600000000004,651.999,26.52993603287498,339.1867537180675,174.52858511952468,1609.873476705586,280.63752888770006,137.02729347662543,0.4377733356784274
-2070000.0,115000.0,32.36700000000002,7.434000000000001,503.6645499999997,32.89903818571646,294.3320513393796,169.164536348104,1564.194699085068,280.63752888769903,142.60193072547565,0.4008777629193049
-2060000.0,115000.0,29.537499999999994,7.566700000000001,276.53014,29.078437794797,234.9140866981604,178.44413059876973,1564.194699085068,280.63752888769903,136.92426471821764,0.3888851167480438
-2060000.0,120000.0,37.023,7.519999999999997,675.5036999999998,31.61983131927914,250.62507971540245,173.19716540222564,1564.194699085068,280.63752888769903,140.52756834161332,0.4277718708856817
-2060000.0,125000.0,38.41400000000001,7.503999999999999,667.5564999999999,32.48202798060673,169.9435794603545,168.34312741035558,1564.194699085068,280.63752888769903,154.4206810583856,0.44619309052662987
-2055000.0,115000.0,35.29850000000001,7.867100000000001,269.99831,32.53349264642875,229.47557908388794,182.25003487240315,1564.194699085068,280.63752888769903,148.6054804218688,0.4170582345190321
-2055000.0,125000.0,30.232000000000003,7.2175,1234.6932599999998,29.17740186805249,285.7741438079602,172.1051047457319,1452.4262893670373,280.63752678730015,155.85269644773564,0.4507325868238703
-2055000.0,140000.0,23.864999999999995,7.570800000000003,512.1283799999999,39.8298115086566,182.86174305558515,160.49045697473386,1564.194699085068,280.63752888769903,234.14783077484867,0.3609364024544416
-2050000.0,115000.0,38.007000000000005,7.9075999999999995,424.64439999999996,37.727031998131906,243.20743701090007,185.35169950285814,1564.194699085068,280.63752888769903,170.7006807237453,0.4014841222027294
-2050000.0,135000.0,23.135,7.580300000000006,320.39980000000014,33.30433220381101,182.86174305558515,167.09243947905907,1531.4119459629935,280.6375288876916,204.83322638629593,0.3680555297676254
-2045000.0,-120000.0,37.056000000000004,7.78,426.9765000000002,52.04133352135472,224.68941614025908,229.2119268769834,1564.194699085068,280.63752888769903,389.8612170941822,0.4077322412852468
-2045000.0,-30000.0,29.138000000000005,7.7463000000000015,168.90228000000008,52.12917414097622,176.97679735714448,216.01063522327277,1564.194699085068,280.63752888769903,431.1803132249298,0.3456662267152258
-2045000.0,145000.0,20.707000000000004,7.2509999999999994,619.8519999999996,47.06293232112758,311.09660903350266,164.0737954225681,1564.194699085068,280.63752888769903,268.7283673748393,0.342115392632084
-2040000.0,-30000.0,28.658,7.817300000000001,105.66693,52.129201256865606,196.31266249940734,214.66802538561276,1564.194699085068,280.63752888769903,434.8069366991638,0.35437002691999014
-2035000.0,-25000.0,31.161000000000005,8.009,192.32805000000005,52.12965824570035,180.93244664044212,214.62751415221797,1564.194699085068,280.63752888769903,440.5929896331693,0.3624850960359669
-2030000.0,-165000.0,55.258,4.657800000000003,789.163,140.77324572828465,409.5890772067544,162.82132123500512,1660.1752571474287,280.73577588338367,181.9943112726674,0.5825172500435577
-2025000.0,-165000.0,59.366000000000014,4.491500000000002,1082.249,149.72304184407508,246.61973961935308,159.91999041248468,1644.6204991465743,400.5748660438827,146.12903038966715,0.589718528589771
-2025000.0,-20000.0,29.057000000000016,6.629999999999998,4032.211599999999,52.186252372850475,440.90613013745923,209.95407736296028,1564.194699085068,280.63752888769903,458.35756398534136,0.4206582499873278
-2020000.0,-20000.0,28.669000000000015,6.663999999999999,2873.0608000000007,52.51980313855282,421.5559860263565,204.4777362412426,1564.194699085068,280.63752888769903,471.8881236606501,0.41029836327680236
