x,y,Temp,pH,Na,K,Ca,Mg,Cl,SO4,HCO3,anion
-2417907.0,-499575.0,31.260823514741922,7.74984550639993,917.01327990397,28.56521744206561,239.17755140737947,58.56208092716916,1647.344708402023,57.99164437649702,712.2953598911931,0.4047764778415069
-2109514.0,97650.0,45.03023964955043,7.349179616543043,1024.0901460168097,33.972093835047865,450.5381782572706,90.28072435009966,1877.2727312891304,599.6462448271687,257.13692608853296,0.4625515750671398
-2109377.0,97252.0,46.03327779788621,7.385938078293148,996.9309719675085,25.60842383766583,418.1519595742577,84.40830719963044,1700.6880829474774,254.7440251518094,261.49977146232357,0.4526496716072259
-2109228.0,101894.0,41.695044748315695,7.294514226465477,1428.0324562228498,47.279298957846095,495.6011470112784,170.5078969429889,2501.1028964982324,367.9766690320268,367.02985833955324,0.4833177842860296
-2109127.0,101439.0,41.92064428455449,7.33136198100992,1524.6606437467549,46.1197385556471,444.4384584507451,155.98589603780601,2670.378172466295,295.32776070667353,432.1033899768943,0.4834838411877082
-2108603.0,100627.0,43.49748430658391,7.3138272279010055,1315.7354574236329,52.2891449961669,427.73558222313795,124.20335475740379,2219.7498655062254,272.9846811624806,310.9240957117503,0.491093240781249
-2108300.0,98890.0,39.71913625330457,7.423135188665832,848.6534288909844,23.876059219506452,323.1577261011829,52.851250494111056,1422.1590203630135,171.45646788203425,392.9197273042325,0.4626428666632389
-2107381.0,99947.0,45.388946305421825,7.327466886592559,1580.6648059768104,48.19842400474849,472.1666240093234,163.14132036751562,2826.0541064062263,318.4917307256686,391.44669350071445,0.4870043389731829
-2107125.0,99498.0,44.58263316185151,7.316826100354707,1754.2394891439549,50.258789612885906,495.02812133390944,171.4345524126178,3259.3887210148787,311.8167222241955,384.88959983843347,0.47281958571816823
-2106040.0,98954.0,42.97416128562276,7.3332895024239635,1073.1559843959471,55.4497795974189,336.6664984911372,106.07726084829974,1791.726949238175,302.5398400094877,379.0366004561964,0.45714707398150095
-2104486.0,102049.0,33.9629972551609,7.373468463459328,542.3891125590641,18.748709482139844,196.56824199166388,49.39808575590998,964.3512859308444,159.31525991765486,288.8032221535832,0.4148634324988996
-2103806.0,103267.0,33.60176729269468,7.365317016819746,635.4535669312992,51.56525304818708,321.2442503859828,58.45889198165452,1128.9888315651724,180.92384474065517,352.1081852187205,0.4330680601970677
-2103613.0,97749.0,34.97162954028282,7.389629109028297,798.0283729636703,37.02399346834102,250.3804621241113,70.41574390836391,1511.8060105998222,232.8628092026925,270.33024907337943,0.43180307495641085
-2096516.0,105988.0,30.098744517820002,7.231964914515634,1102.6918368797692,45.94036308057207,491.91089958023565,112.22295602508332,1898.7999793562024,282.8401488316292,235.78190623631178,0.44702465759561094
-2000670.0,130469.0,20.53863618007555,7.320920487728595,1078.003041239016,37.95554798111485,310.61266275683965,139.44377928630098,1902.4836700737035,495.065308677821,414.47825152708805,0.4321164599495135
-1998070.0,152449.0,21.945201335046693,7.3095217373891215,869.9704000201731,40.49277008842954,486.30227636881216,186.92199849470813,1923.1759038937173,358.70401220338044,247.25237262471614,0.4320708431394263
-1997892.0,234756.0,34.26463708731966,7.145846051564703,1416.121167239041,46.386722349927695,448.80781985990893,265.73461724358657,2600.0943987572773,575.4429974503195,384.31470539503323,0.46663885562586055
-1991407.0,13064.0,30.820387145984377,7.194744720239984,1171.239285205656,77.3459870740754,320.4080980087257,265.42776311903117,2266.4119401079615,448.9667958501135,405.74586646899667,0.4488396306789188
-1990073.0,-70798.0,45.581615977787045,7.544210727874959,1600.3007712827898,86.02776417055875,342.3206428853348,262.4465512504193,3244.286917848338,401.370613044663,309.59487217753644,0.4812349347157954
-1989210.0,78371.0,28.75571759790492,7.700791608680716,1014.7876134510278,30.860589499133233,149.408129389517,182.778716784298,2270.631202595605,325.07339091850076,261.23354733282764,0.4620789059518982
-1988929.0,-73868.0,47.587582437375794,7.651681788121649,856.6666260769074,31.750644247776062,83.09722803955931,89.65126468817054,1505.6290094990316,189.8498186613367,306.63500199026043,0.45160523396196
-1988179.0,106575.0,26.049217936276825,7.256107883164325,1453.3198629723688,54.40809413021865,254.94701572058509,242.18547442092785,3009.1717694346416,372.272104626859,505.5995016497103,0.4284703996168047
-1987601.0,113939.0,22.273952817008592,7.551727557478932,559.3812182973694,21.65394150172522,99.65460203012911,68.90406917189095,964.3106920925995,173.43504723956408,459.6996287178092,0.38519904864730864
-1987229.0,-37398.0,39.794869015780144,6.957918024720205,1571.8492932485083,46.903103184860875,351.2336912965386,126.79529555195096,2477.7183392190764,730.8572703359935,386.19664617957415,0.455064693925658
-1984536.0,101505.0,31.420543972846282,7.778649420849653,609.690357599397,25.60472543790005,92.59324633224983,59.1147302681581,1131.4096389040199,121.05309965271249,454.29386773451404,0.3788923511141726
-1983266.0,-46307.0,42.811331296170174,7.083922228079177,1936.6926551799497,93.89582218366778,335.0315222415985,290.39073511354894,3520.521538447243,774.0421188754659,294.2232200746529,0.45789935901107653
-1982179.0,-79069.0,50.9062765204186,7.646840577144604,1082.740877923367,32.39882141570495,92.7465605784081,84.1976984579088,1887.9739718787653,270.1420873051525,275.64586873519124,0.46979074051154707
-1981420.0,-32001.0,37.82730449671336,7.816216280637666,573.1318858666888,27.430902950225732,76.58467292680386,44.68428441325626,1012.6786457222665,170.8530934788355,367.7122512123924,0.4465736044030562
-1981008.0,-43201.0,43.836634740641905,7.535488092831247,676.152609385242,26.766325135475295,120.95168513626857,54.550101178995405,1121.5433224270582,327.05724885853465,306.5663907263083,0.4468485474367218
