x,y,depth1000
-1980000,-75000,55.71531866257744
-1980000,-70000,57.22198150115192
-1980000,-65000,58.46582502434316
-1980000,-60000,58.77901634635305
-1980000,-55000,58.88488190629359
-1980000,-50000,58.906260709690144
-1980000,-45000,58.535870713178205
-1980000,-40000,58.08037204189346
-1980000,-35000,58.301936956808355
-1980000,-30000,59.76772954433469
-1980000,-25000,62.09498601284577
-1980000,-20000,64.05574431986926
-1980000,-15000,64.8561807049337
-1980000,-10000,64.77345037138014
-1980000,-5000,64.51349845047912
-1980000,5000,64.01317561259313
-1980000,10000,63.57090429860286
-1980000,20000,63.771678017332114
-1980000,25000,63.9379239355599
-1980000,30000,63.90295095067629
-1980000,35000,64.15097960914618
-1980000,40000,64.79570652142328
-1980000,70000,63.36904114921402
-1980000,75000,61.98320096578491
-1980000,80000,61.671707044209214
-1980000,105000,56.9843500442252
-1980000,110000,56.34734587815711
-1980000,115000,58.135471275350874
-1980000,120000,61.197347809079545
-1980000,125000,63.873272080026986
-1980000,130000,65.36294035583818
-1980000,135000,65.89283862251992
-1980000,145000,65.85419716072315
-1980000,260000,66.08963559021896
-1980000,265000,66.09416021190562
-1980000,270000,66.09472441461551
-1975000,-100000,70.79938247241971
-1975000,-95000,66.02179485851345
-1975000,-90000,61.887274675898226
-1975000,-85000,58.85667157029138
-1975000,-80000,56.892864554891304
-1975000,-75000,56.592037356963786
-1975000,-70000,57.08046689668275
-1975000,-65000,56.679094905913
-1975000,-60000,55.94570804945087
-1975000,-55000,56.60768797405044
-1975000,-50000,58.388261666290546
-1975000,-45000,59.736960013636484
-1975000,-40000,60.21860154563206
-1975000,-35000,60.57897900201936
-1975000,-30000,61.587620514877734
-1975000,-25000,63.130425280693146
-1975000,-20000,64.2557952671635
-1975000,-15000,64.27003969534948
-1975000,-10000,63.540755024137844
-1975000,-5000,63.106401459772435
-1975000,20000,64.46240963136566
-1975000,25000,63.675322562503666
-1975000,30000,62.949505048442525
-1975000,35000,63.07022039624625
-1975000,40000,63.963265670267035
-1975000,70000,64.81378343939971
-1975000,75000,64.38793371146903
-1975000,80000,64.20905959630316
-1975000,85000,64.26851082919217
-1975000,90000,63.75169874634466
-1975000,95000,62.091387348720716
-1975000,100000,60.01799214770729
-1975000,105000,59.024678384341556
-1975000,110000,59.77240530191842
-1975000,115000,61.6356146260209
-1975000,120000,63.60611105729551
-1975000,125000,65.02523330627848
-1975000,130000,65.75318116287234
-1975000,135000,66.01006815363239
-1975000,140000,66.05946377609278
-1975000,145000,66.04421594634422
-1975000,175000,66.09324171492285
-1975000,180000,66.09454931515724
-1975000,185000,66.09475192882168
-1975000,260000,66.09369598235425
-1975000,265000,66.09464556896906
-1975000,270000,66.0947639787229
-1970000,-105000,87.75045171627583
-1970000,-100000,86.79705798300307
-1970000,-95000,78.81140024426232
-1970000,-90000,69.62779682301861
-1970000,-85000,63.413191780858675
-1970000,-80000,60.4238139908879
-1970000,-75000,59.46246555522977
-1970000,-70000,58.684987818650896
-1970000,-65000,56.843561428616184
-1970000,-60000,55.32563696951911
-1970000,-55000,56.28307929383883
-1970000,-50000,59.16051093468568
-1970000,-45000,61.68713917581302
-1970000,-40000,62.899866694392436
-1970000,-35000,63.39131611489706
-1970000,-30000,63.91740481943555
-1970000,-25000,64.54361231945796
-1970000,-20000,64.68405729003611
-1970000,-15000,63.8475602500311
-1970000,-10000,62.44935474470081
-1970000,-5000,61.710331023628875
-1970000,15000,65.11444153189763
-1970000,25000,63.67758337252342
-1970000,30000,62.757827344077725
-1970000,35000,62.803747443555245
-1970000,40000,63.64050662060032
-1970000,70000,66.56159829852116
-1970000,75000,66.0699932161777
-1970000,80000,65.60118893588088
-1970000,85000,65.06381327169223
-1970000,90000,63.783426976516886
-1970000,95000,61.58389679855492
-1970000,100000,59.66400209706127
-1970000,105000,59.59757516003794
-1970000,110000,61.35328238306398
-1970000,115000,63.48357102340549
-1970000,120000,64.94977543319496
-1970000,125000,65.68377091782767
-1970000,130000,65.9767347819805
-1970000,135000,66.06817219295608
-1970000,140000,66.08751970856076
-1970000,145000,66.0873859285563
-1970000,175000,66.09455808717291
-1970000,180000,66.09474269721699
-1970000,270000,66.0947729835608
-1970000,275000,66.09477440397737
-1965000,-195000,66.09477448758413
-1965000,-125000,66.78411666657522
-1965000,-105000,98.34549024887988
-1965000,-100000,100.42811982426444
-1965000,-95000,91.15227542578455
-1965000,-70000,61.3930121107234
-1965000,-65000,59.251590147066224
-1965000,-60000,57.63897633019934
-1965000,-55000,58.36759101372266
-1965000,-50000,60.96832326570807
-1965000,-45000,63.44286894433727
-1965000,-40000,64.79854533294541
-1965000,-35000,65.36191255699734
-1965000,-30000,65.62930428856443
-1965000,-25000,65.67590311350881
-1965000,-20000,65.21793484133964
-1965000,-15000,63.97429570152933
-1965000,-10000,62.2573744261499
-1965000,-5000,61.10605180331833
-1965000,25000,64.18473073677768
-1965000,30000,63.5981493184074
-1965000,50000,66.28746613849472
-1965000,55000,69.32888028557495
-1965000,70000,71.4730173732304
-1965000,75000,68.44519888394481
-1965000,80000,66.57733548460766
-1965000,85000,65.4872687353016
-1965000,90000,64.03227832630324
-1965000,95000,61.89451853212415
-1965000,100000,60.222503970000965
-1965000,105000,60.444645108088494
-1965000,110000,62.32342758342313
-1965000,115000,64.31103157243841
-1965000,120000,65.46869100095
-1965000,125000,65.91823534585868
-1965000,130000,66.05146525680513
-1965000,135000,66.08538602395028
-1965000,140000,66.09283113565138
-1965000,145000,66.09388721891831
-1965000,150000,66.09377627507884
-1965000,155000,66.09380000779761
-1960000,-190000,66.09477448758413
-1960000,-185000,66.09477448758413
-1960000,-120000,68.58135580640703
-1960000,-65000,62.24307239674262
-1960000,-60000,61.01409154001563
-1960000,-55000,61.27686736933104
-1960000,-50000,62.889685351453146
-1960000,-45000,64.66902313135816
-1960000,-40000,65.8979388859651
-1960000,-35000,66.59688452815651
-1960000,-30000,66.84658921332006
-1960000,-25000,66.60778430768131
-1960000,-20000,65.87002336524151
-1960000,-15000,64.58014731185096
-1960000,-10000,62.770426401801586
-1960000,-5000,60.91596423910848
-1960000,20000,64.03826980862097
-1960000,25000,64.63624217405444
-1960000,30000,64.70986769354992
-1960000,50000,73.18645640378642
-1960000,55000,82.63908090968414
-1960000,70000,80.91606132992514
-1960000,80000,67.76832881189146
-1960000,85000,65.96914639765443
-1960000,90000,64.76164859559746
-1960000,95000,63.29725633318707
-1960000,100000,62.19375883122869
-1960000,105000,62.36800645011384
-1960000,110000,63.62230216470279
-1960000,115000,64.90673982115379
-1960000,120000,65.63069542220403
-1960000,125000,65.91836550961712
-1960000,130000,66.0273953293502
-1960000,135000,66.07289961635753
-1960000,140000,66.08950299892939
-1960000,145000,66.09384807375282
-1955000,-190000,66.09477448758413
-1955000,-185000,66.09477448758413
-1955000,-180000,66.09477448758413
-1955000,-155000,66.09477450114701
-1955000,-120000,67.44153035029758
-1955000,-115000,70.58046535431636
-1955000,-65000,64.24371291181598
-1955000,-60000,63.380616101337075
-1955000,-55000,63.26721547621818
-1955000,-50000,64.08675168831356
-1955000,-45000,65.36367545537028
-1955000,-40000,66.63512832713792
-1955000,-35000,67.6282181452202
-1955000,-30000,67.97051778422447
-1955000,-25000,67.48014339452233
-1955000,-20000,66.46690188018354
-1955000,-15000,65.14775697128368
-1955000,-10000,63.20966279721194
-1955000,-5000,60.43552486979222
-1955000,0,57.538496681773864
-1955000,25000,64.54738174983021
-1955000,30000,65.35411310325577
-1955000,50000,81.24948653722181
-1955000,55000,97.03570487626939
-1955000,60000,108.1204518748142
-1955000,65000,104.35621567241779
-1955000,70000,89.53316611833138
-1955000,80000,68.74969713286188
-1955000,85000,66.39327055789292
-1955000,90000,65.52773707640263
-1955000,95000,64.80828042172953
-1955000,105000,64.27500418753941
-1955000,110000,64.68356298287827
-1955000,115000,65.07385637240934
-1955000,120000,65.32640822627003
-1955000,125000,65.5731033400032
-1955000,130000,65.82583707090954
-1955000,135000,65.99717669742682
-1950000,-180000,66.09477448758413
-1950000,-175000,66.09477448758413
-1950000,-120000,66.58677402505757
-1950000,-115000,67.77174736765383
-1950000,-110000,70.12171976125664
-1950000,-70000,65.68643234966352
-1950000,-65000,65.11425607478756
-1950000,-50000,64.6128576511249
-1950000,-45000,65.81193977476097
-1950000,-40000,67.36313412143092
-1950000,-35000,68.68122421899417
-1950000,-30000,68.98022619058595
-1950000,-25000,68.04942377792776
-1950000,-20000,66.64929645379571
-1950000,-15000,65.31515815199043
-1950000,-10000,63.449697882519814
-1950000,-5000,60.266102819249305
-1950000,0,56.29780211322404
-1950000,5000,53.560360188245276
-1950000,25000,64.23305414685899
-1950000,30000,65.53190325266485
-1950000,50000,83.1762516779472
-1950000,55000,99.43264265112698
-1950000,60000,109.94903493735214
-1950000,65000,105.08735419769238
-1950000,70000,89.5650295311871
-1950000,105000,65.14881424166127
-1950000,110000,64.71796169825664
-1950000,115000,64.18798847812573
-1950000,120000,64.0162828340254
-1950000,125000,64.47998355706822
-1950000,130000,65.22889810353071
-1950000,135000,65.77714781606288
-1945000,-175000,66.09477448758413
-1945000,-170000,66.0947744875841
-1945000,-165000,66.09477448758282
-1945000,-120000,66.20448803849038
-1945000,-115000,66.49613820206875
-1945000,-110000,67.10362498382348
-1945000,-105000,67.8507372056617
-1945000,-100000,68.21487015872282
-1945000,-85000,66.49944322018354
-1945000,-80000,66.19291133829722
-1945000,-75000,66.05390872515189
-1945000,-70000,65.86457644668306
-1945000,-50000,65.2130406064652
-1945000,-45000,66.93723455961342
-1945000,-40000,69.26432859779727
-1945000,-35000,70.9259539133826
-1945000,-30000,70.67525707847503
-1945000,-25000,68.65824050954156
-1945000,-20000,66.49195033461973
-1945000,-15000,65.16480150839809
-1945000,-10000,63.854129292708514
-1945000,-5000,61.348191345916376
-1945000,0,57.81067623445238
-1945000,5000,55.00779767450069
-1945000,10000,54.900840362916476
-1945000,30000,65.5724577331656
-1945000,40000,66.90841870040653
-1945000,55000,88.76959748162838
-1945000,60000,95.49975576357903
-1945000,65000,91.93270785843383
-1945000,70000,81.50528205864757
-1945000,105000,65.05520191929155
-1945000,110000,63.71600726267305
-1945000,115000,62.14810228387391
-1945000,120000,61.55257498675576
-1945000,125000,62.513710814414665
-1945000,130000,64.16715652025067
-1945000,135000,65.38696653572529
-1940000,-175000,66.09477448758413
-1940000,-170000,66.094774487584
-1940000,-165000,66.09477448757356
-1940000,-160000,66.09477448696589
-1940000,-120000,66.03004921062043
-1940000,-115000,66.00906675503522
-1940000,-110000,66.07490165439839
-1940000,-105000,66.23625659515886
-1940000,-100000,66.37488708121015
-1940000,-95000,66.37588847681027
-1940000,-90000,66.2711774047668
-1940000,-85000,66.16733777937094
-1940000,-80000,66.10982951659328
-1940000,-75000,66.06618033605776
-1940000,-55000,65.3521423632622
-1940000,-50000,67.0993731936435
-1940000,-45000,71.29992981285275
-1940000,-40000,76.37113597561847
-1940000,-35000,78.8462668796628
-1940000,-30000,76.7125853613479
-1940000,-25000,71.63293343267155
-1940000,-20000,67.21871256490763
-1940000,-15000,65.21746894625066
-1940000,-10000,64.44900606246878
-1940000,-5000,63.19180309139107
-1940000,0,61.11160328709326
-1940000,5000,59.24582568085808
-1940000,10000,58.96940610341594
-1940000,15000,60.62840054841842
-1940000,40000,65.70747598207845
-1940000,105000,64.665989977972
-1940000,110000,62.571855593882404
-1940000,115000,60.130753920080096
-1940000,120000,59.19616095364116
-1940000,125000,60.64980332617115
-1940000,130000,63.16334214199278
-1940000,135000,65.01834352244717
-1940000,140000,65.82507997961007
-1940000,145000,66.04847585485939
-1935000,-165000,66.09477448753671
-1935000,-160000,66.09477448481574
-1935000,-155000,66.09477437756259
-1935000,-120000,65.71569072777338
-1935000,-115000,65.3942050617012
-1935000,-110000,65.21735732596578
-1935000,-105000,65.35552325165897
-1935000,-100000,65.6830321204514
-1935000,-95000,65.95000383874806
-1935000,-90000,66.067392801883
-1935000,-85000,66.09442755059993
-1935000,-80000,66.09375409066347
-1935000,-75000,66.07894699985111
-1935000,-70000,66.01758732349985
-1935000,-55000,66.99639978362036
-1935000,-50000,72.40500042417203
-1935000,-45000,83.45655216145174
-1935000,-40000,95.30955088616413
-1935000,-35000,99.21959145855371
-1935000,-30000,92.17378139998738
-1935000,-25000,79.98271198335986
-1935000,-20000,70.3487308380842
-1935000,-15000,66.00444590447364
-1935000,-10000,64.90615196779036
-1935000,-5000,64.46803684034643
-1935000,0,63.75480928431906
-1935000,5000,63.03680700783325
-1935000,10000,62.919891784745424
-1935000,15000,63.62884941401138
-1935000,40000,63.47669022579324
-1935000,100000,65.67504821487715
-1935000,105000,64.5924922149354
-1935000,110000,62.39174069631937
-1935000,115000,59.84537701413752
-1935000,120000,58.88684487427162
-1935000,125000,60.41776047395479
-1935000,130000,63.04251571848924
-1935000,135000,64.97395688201958
-1935000,140000,65.81215617929512
-1935000,145000,66.04324514817583
-1930000,-115000,63.93890966527809
-1930000,-110000,63.36264313223389
-1930000,-105000,63.734385907595296
-1930000,-100000,64.70515022223061
-1930000,-95000,65.53775918949516
-1930000,-90000,65.94304567111259
-1930000,-85000,66.06672285336833
-1930000,-80000,66.09033743138713
-1930000,-75000,66.08693937939942
-1930000,-70000,66.05790477796535
-1930000,-65000,66.03018173931255
-1930000,-60000,66.57900619438556
-1930000,-55000,70.33806716380236
-1930000,-50000,82.4898927978169
-1930000,-45000,104.70372790343224
-1930000,-40000,126.3935982362188
-1930000,-35000,131.13714567107073
-1930000,-30000,115.55224343985721
-1930000,-25000,92.41251350903823
-1930000,-20000,75.09826674524886
-1930000,-15000,66.99424794774865
-1930000,-10000,64.59464957245231
-1930000,-5000,64.25594224705605
-1930000,0,64.42137289266934
-1930000,5000,64.66845136061073
-1930000,10000,64.93862768467459
-1930000,15000,65.27187101989077
-1930000,20000,65.54510660013148
-1930000,25000,65.37501504866735
-1930000,30000,64.24990762415585
-1930000,40000,60.03437786892045
-1930000,75000,65.86894329352228
-1930000,80000,65.80329233247623
-1930000,90000,65.99889541366093
-1930000,95000,65.98542939830303
-1930000,100000,65.70489955676159
-1930000,105000,64.82850263104314
-1930000,110000,63.140663683272365
-1930000,115000,61.283253473966845
-1930000,120000,60.67541343512084
-1930000,125000,61.893298448374075
-1930000,130000,63.85509391070582
-1930000,135000,65.26624293749389
-1930000,140000,65.86696410794822
-1930000,145000,66.02520070281044
-1930000,150000,66.04382783525045
-1925000,-110000,60.42440076228609
-1925000,-105000,61.191672641842615
-1925000,-100000,63.2029176825928
-1925000,-95000,64.93111310509094
-1925000,-90000,65.7751694541771
-1925000,-85000,66.03478033573606
-1925000,-80000,66.08675621952968
-1925000,-75000,66.09218841229472
-1925000,-70000,66.09845938851335
-1925000,-65000,66.27439105980095
-1925000,-60000,67.73748060374795
-1925000,-55000,74.44494333952123
-1925000,-50000,93.07357112231297
-1925000,-45000,124.32592726981328
-1925000,-40000,152.4803756137541
-1925000,-35000,155.9807994168643
-1925000,-30000,132.52742592321414
-1925000,-25000,100.7251428333603
-1925000,-20000,77.66796870710961
-1925000,-15000,66.52028257719519
-1925000,-10000,62.72184583648723
-1925000,-5000,62.25556306066723
-1925000,0,63.209540414538914
-1925000,5000,64.46611980101672
-1925000,10000,65.35341052025555
-1925000,15000,65.76953718619237
-1925000,20000,65.80555093852811
-1925000,25000,65.22664474411756
-1925000,30000,63.376774032591236
-1925000,40000,56.93646477032147
-1925000,45000,56.6194272035795
-1925000,70000,64.89070395746009
-1925000,75000,64.55716511255534
-1925000,80000,64.7469751941873
-1925000,85000,65.2833157694514
-1925000,90000,65.72241800823748
-1925000,95000,65.82473209871691
-1925000,100000,65.5111022342456
-1925000,105000,64.66736447066174
-1925000,110000,63.3618031713213
-1925000,115000,62.24687143963626
-1925000,120000,62.20615021086235
-1925000,125000,63.30325904431267
-1925000,130000,64.65270117645676
-1925000,135000,65.4968391349199
-1925000,140000,65.80056118990872
-1920000,-110000,58.06458548869306
-1920000,-105000,59.14130880654853
-1920000,-95000,64.43053978692156
-1920000,-90000,65.63260745965346
-1920000,-85000,66.00616635183017
-1920000,-80000,66.08299030838478
-1920000,-75000,66.096048552917
-1920000,-70000,66.13280074245206
-1920000,-65000,66.46502313378683
-1920000,-60000,68.44707258176688
-1920000,-55000,76.14829255998703
-1920000,-50000,95.50159111770884
-1920000,-45000,125.75654132030216
-1920000,-40000,151.0710627687771
-1920000,-35000,151.97253401731967
-1920000,-30000,128.01041357820753
-1920000,-25000,97.33450473170564
-1920000,-20000,75.23778297176439
-1920000,-15000,63.960735501242404
-1920000,-10000,59.64709111325554
-1920000,-5000,59.321915264846496
-1920000,0,61.1985661589114
-1920000,5000,63.53605826692688
-1920000,10000,65.12534896499338
-1920000,15000,65.80162858838317
-1920000,20000,65.85918919425467
-1920000,25000,65.23238686643171
-1920000,30000,63.31290034210135
-1920000,40000,56.692472352859504
-1920000,45000,56.35404518095454
-1920000,50000,59.191369489747224
-1920000,60000,64.3342890702897
-1920000,65000,63.990618277360355
-1920000,70000,62.583787963160276
-1920000,75000,61.68436172295887
-1920000,80000,62.28016281738886
-1920000,85000,63.810280572029335
-1920000,90000,65.02652920206555
-1920000,95000,65.31534572941509
-1920000,100000,64.6828770238905
-1920000,105000,63.27753046694234
-1920000,110000,61.574494258868874
-1920000,115000,60.62725150191619
-1920000,120000,61.24947270022938
-1920000,125000,62.946543823611755
-1920000,130000,64.44395234126783
-1920000,135000,65.08763281995103
-1920000,140000,65.13767236262633
-1915000,-105000,59.265564074208136
-1915000,-90000,65.58553914883493
-1915000,-85000,65.98564964833628
-1915000,-80000,66.0775339720788
-1915000,-75000,66.09642297709411
-1915000,-70000,66.13899141829734
-1915000,-65000,66.45358871757436
-1915000,-60000,68.10367401065439
-1915000,-55000,73.93650189018614
-1915000,-50000,87.57223473199744
-1915000,-45000,107.65251614994057
-1915000,-40000,123.31269752842987
-1915000,-35000,122.4844424182473
-1915000,-30000,105.80394035675893
-1915000,-25000,85.16027291856732
-1915000,-20000,69.90632685600647
-1915000,-15000,61.32892682242218
-1915000,-10000,57.65657996541844
-1915000,-5000,57.71904345132678
-1915000,0,60.18293832670688
-1915000,5000,63.07017521004361
-1915000,10000,64.98241731887072
-1915000,15000,65.78654206444324
-1915000,20000,65.9126960555716
-1915000,25000,65.48270703557395
-1915000,30000,64.13560553336706
-1915000,35000,61.74937822992409
-1915000,40000,59.50440716275861
-1915000,45000,59.266148785991234
-1915000,50000,61.22119459738914
-1915000,55000,63.44221070674523
-1915000,60000,63.97681146968256
-1915000,65000,62.18752338227682
-1915000,70000,59.110898980297726
-1915000,75000,57.30461002533122
-1915000,80000,58.53069840679071
-1915000,85000,61.57022014643665
-1915000,90000,63.89355169195927
-1915000,95000,64.30894389843016
-1915000,100000,62.99619420848769
-1915000,105000,60.52327481948655
-1915000,110000,57.85141165961487
-1915000,115000,56.600665148944735
-1915000,120000,57.88068412448162
-1915000,125000,60.70839535280093
-1915000,130000,62.895572794972516
-1915000,135000,63.43099838213515
-1910000,-90000,65.48583241044213
-1910000,-85000,65.92067532562812
-1910000,-80000,66.05727586410369
-1910000,-75000,66.09129326175481
-1910000,-70000,66.1217763700923
-1910000,-65000,66.30322072581816
-1910000,-60000,67.1897970542975
-1910000,-55000,70.13776733363068
-1910000,-50000,76.66309718579735
-1910000,-45000,85.79187845028092
-1910000,-40000,92.44159639437632
-1910000,-35000,91.47654208918284
-1910000,-30000,83.51188201315698
-1910000,-25000,73.74797901351992
-1910000,-20000,66.02204516744423
-1910000,-15000,61.011470312197694
-1910000,-10000,58.645571373866595
-1910000,-5000,58.98382086319849
-1910000,0,61.18613493505207
-1910000,5000,63.626552986311175
-1910000,10000,65.19804492200323
-1910000,15000,65.84527937259294
-1910000,20000,65.95867133271672
-1910000,25000,65.73137510490899
-1910000,30000,65.0597368186845
-1910000,35000,63.91884936963641
-1910000,40000,62.86682801200911
-1910000,45000,62.765851495057795
-1910000,50000,63.6690939116626
-1910000,55000,64.50228141900301
-1910000,60000,63.842178446391856
-1910000,65000,60.776837594612886
-1910000,70000,56.27841542613425
-1910000,75000,53.7097963907901
-1910000,80000,55.47089805328424
-1910000,85000,59.730306181283574
-1910000,90000,62.824561569573945
-1910000,95000,63.07574723589984
-1910000,100000,60.94840197686521
-1910000,105000,57.58872535522942
-1910000,110000,54.32776787924115
-1910000,115000,52.92151495255384
-1910000,120000,54.610701098633655
-1910000,125000,58.15822009018473
-1910000,130000,60.544862621551175
-1910000,135000,60.32185323578886
-1910000,140000,58.92883209464901
-1905000,-90000,65.01312907310694
-1905000,-85000,65.7124940153102
-1905000,-80000,65.9984131783482
-1905000,-75000,66.07778139182957
-1905000,-70000,66.10115777784183
-1905000,-65000,66.16654124701606
-1905000,-60000,66.4753581949107
-1905000,-55000,67.47218560117635
-1905000,-50000,69.59657310323993
-1905000,-45000,72.44340702236151
-1905000,-40000,74.38452398081378
-1905000,-35000,73.91207095462332
-1905000,-30000,71.27896409410792
-1905000,-25000,67.97500502279833
-1905000,-20000,65.02532765029879
-1905000,-15000,62.765870414921665
-1905000,-10000,61.63069461888833
-1905000,-5000,61.956961879318456
-1905000,0,63.29964012397986
-1905000,5000,64.71273047791992
-1905000,10000,65.58842198170152
-1905000,15000,65.90662202752927
-1905000,20000,65.8693579093449
-1905000,25000,65.61561405897795
-1905000,30000,65.23920644138744
-1905000,35000,64.85282044347336
-1905000,40000,64.60311876199376
-1905000,45000,64.64012756217748
-1905000,50000,64.93657256411535
-1905000,55000,65.06259434921478
-1905000,60000,64.06415808865121
-1905000,65000,60.926254343691426
-1905000,70000,56.373939319022114
-1905000,75000,53.74039048694591
-1905000,80000,55.482017630656266
-1905000,85000,59.69575489547531
-1905000,90000,62.575883689010105
-1905000,95000,62.3987099209377
-1905000,100000,59.85495308086858
-1905000,105000,56.51049791767751
-1905000,110000,53.72698229415092
-1905000,115000,52.719255969402624
-1905000,120000,54.348929418791315
-1905000,125000,57.407299234907576
-1905000,130000,58.74427633748922
-1905000,135000,56.84883513488191
-1905000,140000,53.99332733386038
-1905000,145000,53.198726650724225
-1905000,150000,54.40054637397272
-1900000,-95000,62.44661739436705
-1900000,-90000,64.11657213297404
