x,y,depth0,depth500,depth1000
-2100000,90000,21.02575528696324,40.33452677848423,57.95297588111797
-2100000,95000,25.74752089704419,42.683194214734996,61.64686135487969
-2100000,100000,30.031370120367413,42.48292283545554,66.17610585571286
-2100000,105000,19.550692387019545,37.658789689101326,56.30018388815748
-2095000,95000,31.67137412745914,47.79198060177701,64.51802122540032
-2095000,100000,23.96699938617781,38.47474171471137,61.715073740257516
-2095000,105000,26.67623711928396,41.940210475683045,55.972095316580464
-2090000,95000,39.38975515413673,62.59664757250847,77.61957540669195
-2085000,105000,22.670932739906902,36.96806451937,54.701655272809944
-2085000,110000,23.27130561929419,36.287006987659886,51.94970620808496
-2075000,110000,24.86004826436922,37.27391482256285,52.26773654074046
-2070000,110000,22.94928189690109,34.71747316476386,50.90118543041042
-2070000,115000,22.6004432268902,33.556730626949005,50.7127976428522
-2060000,115000,25.30364168908381,37.00912411963499,50.87846511383394
-2060000,120000,22.563913822242682,33.5351135291328,45.890170061080966
-2060000,125000,22.7919301869887,33.398518120232225,45.600271460124794
-2055000,115000,27.87815028265433,37.615024306251414,58.474762029869915
-2055000,125000,22.16767133606725,33.95652573737857,48.44882474243032
-2055000,140000,22.801610826972805,32.606177899027,43.48090803605865
-2050000,115000,23.810832016967275,34.55005333234436,47.485309829330916
-2050000,135000,22.579522357268324,32.46934312994921,45.0720551481126
-2045000,-120000,37.38340736824935,41.82652300829916,70.85349002590287
-2045000,-30000,30.807891830692924,38.68356531604649,62.971261092311266
-2045000,145000,22.164741943738683,33.38439670867016,51.5007099812808
-2040000,-30000,32.5029937343038,42.13607525589462,63.1319533722006
-2035000,-25000,31.560885272821807,41.349987068400054,61.35902716868933
-2030000,-165000,47.2880243740513,67.42821798818687,87.26465819831503
-2025000,-165000,47.228693587022995,64.08450883636753,99.59968059796958
-2025000,-20000,20.144931973043683,34.564596261212344,52.53831420904717
-2020000,-20000,20.964092145033604,35.40906913150087,54.118074977880305
-2020000,-15000,23.520285042188064,34.58267560221233,48.63119696690465
-2020000,130000,22.596819687408022,31.677811129849104,46.62127068884139
-2015000,-20000,22.222542183329026,33.71175908050378,54.523781070953135
-2015000,130000,21.769974584552948,33.11241607176191,49.00791267594507
-2015000,135000,22.67601232742546,31.983727465960115,48.59681601779744
-2015000,145000,22.111440255618184,31.50364303298828,47.30789455129995
-2010000,-190000,50.54745896091334,67.34152271325443,96.19603372414697
-2010000,-185000,48.2531865548326,76.70618012031152,102.60778891193073
-2010000,-180000,77.43963991008118,118.34573748431474,129.91772392748956
-2010000,-135000,47.56067763015609,66.8502559060946,105.12546378298093
-2010000,120000,22.97658979540875,32.9916304378949,49.63293393867304
-2010000,140000,29.970942735373903,42.83364663070226,64.00902544192049
-2010000,225000,22.089141765567476,33.68625883946853,56.199600209532974
-2010000,230000,22.053860603843795,33.87659044638546,56.94639865946429
-2010000,235000,23.292585138267896,34.6466764676846,57.421419787119525
-2005000,-195000,31.505497183072244,45.753256062978465,59.43706207181301
-2005000,-190000,73.44726687958081,75.4448372162848,117.51700037697788
-2005000,-185000,78.54369282969628,97.35869991720912,122.24460331190383
-2005000,-180000,63.0271826371952,117.02031637670372,129.71138247644294
-2005000,-175000,45.01788327839281,46.9819388051103,72.35763364413168
-2005000,-70000,34.488010196716495,52.514799360634,68.73903068743061
-2005000,55000,26.036814070190403,35.29638741215307,56.468777894241065
-2005000,65000,26.18097779754099,41.75687311217895,57.38154662119526
-2005000,90000,20.30401495893701,33.91795307417555,60.45724147148739
-2005000,95000,22.42625389469986,33.29435859859953,56.8944284596023
-2005000,100000,21.07437521427547,33.591333728107344,54.064195804744735
-2005000,140000,23.52705027089889,31.753104452275515,49.420870517142866
-2005000,230000,38.01866477930383,59.49809385935207,69.03913469573817
-2005000,235000,22.77121766367373,34.58115605682882,56.58060243809709
-2005000,240000,33.979440347120935,41.25532012578047,63.63564971788446
-2005000,245000,20.763975816597203,41.18813871842577,56.2532263145669
-2000000,-195000,44.80911764300945,60.712842877827214,96.84276487148483
-2000000,-190000,74.32943039917058,77.09802451122404,113.94511282123112
-2000000,-185000,70.11167616598902,74.61294901919992,116.68803062153556
-2000000,-180000,46.57493308766454,49.99550593476852,66.89607590875457
-2000000,-175000,48.256524236491224,62.37468448757734,74.5558049259981
-2000000,-85000,29.267443445431617,55.04243763309965,75.81275527124097
-2000000,-80000,34.471175834858464,59.6722412226968,74.2719614876222
-2000000,-75000,26.63371669163626,52.12262478619208,87.68989686682227
-2000000,60000,24.446092120218673,37.91057429232776,62.46193174585818
-2000000,85000,29.165664062034004,41.440566849623536,70.60275197361733
-2000000,90000,30.52379764834665,46.320417584931704,72.3825464348408
-2000000,95000,29.623668227219618,42.82855244726565,70.88105583429476
-2000000,100000,29.55485363955796,42.67687561846539,68.61556339112036
-2000000,105000,33.37687616690541,40.41087384081138,72.9243016217965
-2000000,110000,22.40564628178185,33.068763191617535,46.367121806273104
-2000000,120000,21.599357354910076,35.14805865027511,55.114185605917186
-2000000,125000,19.87182452107629,33.779525806584985,55.23705174324877
-2000000,130000,28.766277072122733,39.694732675453984,60.494957770598845
-2000000,135000,24.024153956294263,31.839191939692938,48.72920116470083
-2000000,140000,22.358940775040516,32.456443819777625,51.34784287300562
-2000000,155000,21.848947460593514,31.521304779378312,48.60599333372264
-2000000,235000,34.09123015162516,41.04191906082245,62.752310775299094
-2000000,240000,23.165001586669852,35.43041501756437,57.19392327433501
-2000000,250000,20.789665881194587,39.813600434567626,57.66234325378494
-1995000,-195000,30.085415551897107,37.963573296747406,50.155198839723546
-1995000,-190000,56.43678172080903,73.93160374177215,116.12068290047094
-1995000,-185000,58.72631950309039,73.52795580245925,120.1225630833862
-1995000,-180000,43.985375302451146,46.0911057074329,68.1523583549259
-1995000,-85000,22.561722016699164,44.928103549093066,76.66331109524663
-1995000,-80000,25.127181222004843,42.57177551137643,85.69052024707264
-1995000,-75000,35.24039896095374,63.14186983295019,83.54968055817378
-1995000,20000,22.844846821888574,34.04915491733205,55.56110214989792
-1995000,65000,23.424629720242557,34.65638654683728,56.86989926428798
-1995000,70000,21.0774339255101,32.779334478856924,52.382800229977256
-1995000,75000,23.607695152242385,33.595014788192586,56.94409316664481
-1995000,80000,23.359160731463554,35.33479194678067,58.14309706368529
-1995000,85000,20.35455059719171,33.03433928595875,53.05201847404683
-1995000,90000,22.197453425442042,32.47422126213907,54.78881939757572
-1995000,95000,28.931571405153605,40.209095171922655,70.09251879084403
-1995000,100000,22.385278623633965,32.204413981500856,51.37171991723147
-1995000,115000,20.93303898409571,33.90585588961167,53.519059585982845
-1995000,120000,22.875081300772287,32.10763428940146,45.54325022170632
-1995000,125000,23.480167867968724,33.957405430940256,47.99420451194453
-1995000,130000,24.3390673312145,36.583630882971065,48.613977920256005
-1995000,135000,24.034441366905163,31.84319147171533,47.846250747942335
-1995000,240000,20.55120238177976,35.00599335894792,55.17215385286544
-1995000,245000,21.300198100715747,39.694282636191815,57.68408109455968
-1990000,-190000,30.782875492936782,38.068264582493036,61.950396014335354
-1990000,-185000,51.16274917152358,68.85381123239414,96.75480849018712
-1990000,-90000,24.269349886746184,42.84458031931034,77.62420608516194
-1990000,-85000,34.22442526843013,56.75646305356524,94.79730055580039
-1990000,-80000,28.863533876937304,59.76584803629095,94.58436052351692
