x,y,depth0,depth500,depth1000
-2417907.0,-499575.0,44.94220186594004,36.72307951713976,49.25346196958189
-2109514.0,97650.0,18.510987827423193,55.598762784796605,72.88649327640414
-2109377.0,97252.0,15.686466764639974,59.09646439398675,73.47198690078552
-2109228.0,101894.0,18.51664995973454,42.963090729579605,67.3298551590099
-2109127.0,101439.0,14.360421162250237,36.2826963757672,61.91720426823281
-2108603.0,100627.0,21.46590086641556,46.66362316946285,81.5667316219095
-2107381.0,99947.0,16.64533559294295,41.55035442553971,73.04432930973535
-2107125.0,99498.0,12.753459092889955,35.516028541319784,80.3774780428424
-2106040.0,98954.0,11.850646625055283,43.8947536842724,64.8743618335874
-2104486.0,102049.0,16.429521589134996,35.95268675930325,52.94091452075817
-2103806.0,103267.0,14.357892695342542,38.48651200782393,53.87525073166486
-2000670.0,130469.0,23.807572583070503,35.88049621810437,43.5420557999297
-1998070.0,152449.0,22.817848523538075,35.442547471721376,47.01382505469543
-1997892.0,234756.0,23.255903127021064,36.150030225972316,50.656149457860224
-1990073.0,-70798.0,25.30246196183549,51.96085245858639,71.36623640967188
-1989210.0,78371.0,21.642603925558973,34.45510049900089,46.49978757575456
-1987601.0,113939.0,23.786206023694994,35.72992998438043,43.432986926130376
-1987229.0,-37398.0,22.127392403412564,47.2045467254771,62.4273333873234
-1984536.0,101505.0,24.024881501644245,35.20726656213816,50.14904445489191
-1983266.0,-46307.0,8.634502973608754,37.09449598402726,60.66940481225805
-1982179.0,-79069.0,25.746265281237598,49.01516588603121,71.49286636091408
-1981420.0,-32001.0,32.59970037165591,41.30109219599201,50.60510162397418
-1981008.0,-43201.0,23.621034099818807,44.21646881162776,72.39188575785505
-1976625.0,-78046.0,28.181657808416077,49.43846747275445,102.62923024958387
-1971484.0,32172.0,22.191957112158583,35.287383394627426,52.5256316481145
-1971313.0,-59143.0,17.9165682607432,25.943562532387205,93.26941691329885
-1970714.0,-105137.0,23.268453036051987,70.12444386771308,67.71461742501961
-1970472.0,-101367.0,43.23596598575045,77.31217711799212,96.90243742278841
-1969708.0,-97183.0,16.354779217392718,34.4315488729753,71.52868705041342
-1967775.0,-5366.0,24.95097231159705,43.68043387178004,57.88471748496184
-1967631.0,101790.0,26.739253090417506,44.485770302271206,57.8672374204218
-1966805.0,-104257.0,26.43307334790736,96.58439336680472,71.59424599674958
-1966525.0,-104525.0,22.94705947836983,102.71685928010919,70.51035203752075
-1966401.0,-101939.0,25.47642644004459,111.00873215589674,98.15739039396962
-1966223.0,-99668.0,35.21713993882819,71.87176117909736,99.96728171614107
-1965863.0,-100465.0,63.67023601867496,143.71004537210194,100.04839168308033
-1965626.0,-98307.0,32.90920497127966,86.5227530292907,90.56445162278537
-1965283.0,-100607.0,55.228118818889534,125.26765897838179,98.36840891427993
-1964778.0,-99329.0,56.95322212480615,121.06553722786678,96.27767063939685
-1964744.0,-98328.0,33.573001738342924,80.82299838183185,86.64011957723844
-1964632.0,-98747.0,33.59160235167487,82.4185456030743,80.61615179604104
-1963226.0,-56851.0,27.628113757298095,52.78278676362713,91.19696779826825
-1962978.0,108422.0,23.926650259991725,34.42818359123613,47.228375604158785
-1960523.0,58190.0,15.338268314132002,46.90036818448243,67.58241459348866
-1960386.0,57778.0,13.837102925934733,43.719810144024436,67.66916474008592
-1958781.0,58688.0,22.23750970940045,49.25951898599243,82.36997133679347
-1958737.0,58292.0,18.227867535666622,51.13351093730796,83.46616587744596
-1958037.0,58858.0,13.115128255789614,72.59476575876606,87.89066655608039
-1956317.0,57636.0,24.100681088036488,124.56879903233862,124.97707189032144
-1956287.0,57237.0,27.229258744117843,124.19286692624483,124.96131367087153
-1955937.0,61790.0,29.09989359575652,79.25656252159149,102.23212308095657
-1955614.0,59044.0,61.40557419895428,181.24726238087402,128.26711074841896
-1955031.0,60940.0,45.00930614001411,155.21503866737754,98.97824072005822
-1950484.0,2569.0,23.60893953500608,38.18780226513253,52.89555022234951
-1948593.0,-30042.0,28.429522142328942,60.23744075613263,89.93152359705587
-1947586.0,10740.0,17.521061013982504,18.44687491138427,46.58350769058285
-1937030.0,119416.0,22.14200662265653,33.659514981987314,46.427565314800574
-1936300.0,-24256.0,22.36140800879651,54.53713722902545,120.26070546731134
-1936176.0,-24664.0,20.17929921845399,51.940191724404514,120.44760857034453
-1935556.0,-28290.0,68.38715341022126,73.72307532785284,108.59942248457246
-1933942.0,-23212.0,22.924575602161305,66.98495557197045,121.55698510237599
-1933218.0,-26259.0,54.146260977197606,87.61638818172632,116.63613414762852
-1933094.0,-26667.0,63.85981997148023,90.00683770785207,113.08800324674121
-1932995.0,-21262.0,33.176953743015794,79.82570191676034,116.26414136738842
-1932890.0,-21674.0,32.56937365215688,81.69320183338723,115.82996570271524
-1932212.0,-27560.0,49.18296417057591,94.12265797490227,115.02462399417567
-1931650.0,-27160.0,64.33642071190835,103.06007664026525,112.59241116556717
-1928625.0,-36646.0,51.65428250600033,115.22425667668212,130.14167035577847
-1928159.0,-39923.0,57.465621966649444,121.26102627360764,136.29566373696633
-1927584.0,-36419.0,52.60285214862218,109.86739146960251,147.6776560754243
-1927124.0,-33897.0,58.108079007329785,119.93623065431062,127.39936015040448
-1926969.0,-35348.0,61.68813935874723,131.03498844095327,150.28969324251955
-1926845.0,-38202.0,100.72221347946976,174.4731686353531,148.31014153345265
-1926735.0,-38615.0,141.26869793853993,183.30329332257566,151.49017884147383
-1926686.0,-39735.0,104.79730876709078,144.67752972395,113.9284983253618
-1925659.0,-24380.0,42.71645056457671,72.21698749601622,111.89736815287858
-1925620.0,-36092.0,89.06103116349351,144.23007637253494,150.04110930497362
