x,y,depth0,depth500,depth1000
-2417907.0,-499575.0,27.716845993397953,34.48293112762529,37.5853127810052
-2109514.0,97650.0,14.592836444602248,43.190089751020096,78.09593696765674
-2109377.0,97252.0,11.143784296208388,50.67472674122611,82.25692564201034
-2109228.0,101894.0,16.636558227006716,39.81109743367769,71.39034681741983
-2109127.0,101439.0,10.987204868690704,32.38724465654187,76.60106376723087
-2108603.0,100627.0,19.71063891844672,42.79562116331449,84.08140506732914
-2108300.0,98890.0,9.88067472081126,17.033486919834587,52.33670833411776
-2107381.0,99947.0,12.723007046039733,36.97157192402736,80.16922849064119
-2107125.0,99498.0,8.829452105043945,29.75354487736699,84.338499754421
-2106040.0,98954.0,8.861061728243712,37.58363701807836,78.3658107866056
-2104486.0,102049.0,20.549296499278157,35.032162683532476,45.58142808435812
-2103613.0,97749.0,21.082382886641554,35.330133560761595,45.21712533805943
-2096516.0,105988.0,24.662606534146228,36.2938224975174,48.887158740181974
-2000670.0,130469.0,23.53518835703683,35.20891382266191,46.950475220357816
-1998070.0,152449.0,22.66050583286414,34.691865560266066,48.257385907393854
-1997892.0,234756.0,21.584674406999497,35.971075392421696,48.363008107360855
-1991407.0,13064.0,21.630080922045316,37.27371155477755,44.708107392982924
-1990073.0,-70798.0,25.369794917951324,49.95722600464427,78.66184496551598
-1989210.0,78371.0,22.54129713815483,36.056393865762615,39.844273662840436
-1988929.0,-73868.0,27.89249560165885,51.14975705154134,82.79655037992956
-1988179.0,106575.0,2.96312702830366,15.012294804574296,43.53785552626661
-1987601.0,113939.0,23.909380727394954,34.29610483036272,44.11873511670217
-1982179.0,-79069.0,27.76449509544713,52.04548668945144,78.2085047480588
-1981420.0,-32001.0,36.99852273747308,47.50488676450715,61.37252441770984
-1976625.0,-78046.0,30.49511912447546,56.94963353706396,109.8315646097823
-1972426.0,87160.0,23.892610332769358,37.67062842037987,40.544336961973585
-1971484.0,32172.0,23.72584886286458,37.819163000995474,40.83562485770962
-1970472.0,-101367.0,31.610098871408603,23.61699923586439,84.23342126533878
-1970355.0,-101788.0,15.565044275251953,15.126312027217324,84.61493395597344
-1969059.0,-103273.0,22.608591767341522,35.36409913522043,95.90710171630226
-1968968.0,-103701.0,19.42229483309282,32.98178904442483,93.9831822698316
-1967775.0,-5366.0,25.35669173866006,41.5698389008369,63.27093361586259
-1967631.0,101790.0,25.94345483823742,40.35811207417602,65.56816002404338
-1966586.0,-101391.0,23.93270382886336,76.69338502197574,94.72248330730672
-1966401.0,-101939.0,21.447183303416466,117.76057704079713,119.47207022430518
-1966223.0,-99668.0,33.05736173806335,67.52180225557002,138.8105213948735
-1966202.0,-104443.0,18.829336960013677,127.54492564584609,90.77465588663891
-1965863.0,-100465.0,64.18391154709187,160.1884043303175,129.64004574408386
-1965729.0,-98625.0,52.982908065107665,106.87359684896299,134.8742210182042
-1965626.0,-98307.0,44.4189459508423,98.95784888297712,134.81844325168163
-1965597.0,-104417.0,38.52185586357662,107.98992198287704,86.88953492480397
-1965283.0,-100607.0,52.669670394437546,136.27032771391762,117.97169451035741
-1964778.0,-99329.0,54.552728508878076,121.05394138080743,131.63333575979166
-1964744.0,-98328.0,35.830984313449605,77.09958452585161,99.56391841055195
-1964632.0,-98747.0,34.45559307652561,75.87944141038537,98.15306088630133
-1963226.0,-56851.0,29.501955036744462,50.09936225150078,101.88524028115948
-1962978.0,108422.0,23.37753100771142,34.87689120061428,61.589057490354534
-1960386.0,57778.0,11.980788088579835,46.483134235659506,78.94731505544456
-1958781.0,58688.0,19.882096045866255,46.185929088407875,88.68535885596988
-1958737.0,58292.0,14.950221105963557,47.49227486126264,86.29855946498968
-1958037.0,58858.0,9.88266528522636,71.67466895622948,89.04103140188225
-1957141.0,62522.0,13.609829395348864,53.98433017557191,92.16894681020895
-1956317.0,57636.0,20.539182205005105,136.5156038386293,168.19118604295682
-1956287.0,57237.0,24.788373996813334,134.04218310294155,168.1881312458467
-1955937.0,61790.0,27.195157024035367,73.8423751653321,147.85149911257673
-1955614.0,59044.0,59.69505254947619,170.00063841096159,157.23833157588686
-1953036.0,60687.0,46.30100899327799,131.21092907328583,140.18474067252424
-1948593.0,-30042.0,30.26864904805098,55.70659836810175,104.56601387649788
-1948063.0,-53847.0,4.895457640146731,36.23627812388827,70.40393713094116
-1936300.0,-24256.0,22.386483344849132,53.603934213344544,157.72719461118473
-1936176.0,-24664.0,17.627249325866842,50.05199155719606,157.95059193570648
-1935727.0,-22317.0,31.075710716411223,65.00913021229518,133.2532540522947
-1935556.0,-28290.0,77.82725678821403,74.7387801022665,157.28564369922856
-1935407.0,-27498.0,86.3913335599311,77.21963980964324,161.44088682508257
-1934767.0,-28019.0,44.47499220411156,77.7050416566802,156.57398585675915
-1933942.0,-23212.0,19.93926764020283,62.2901149228006,134.59266207766132
-1933218.0,-26259.0,54.93595450523165,78.41521607471451,146.98099602216493
-1933094.0,-26667.0,67.36152642728943,85.6441529013359,149.48588689956986
-1933039.0,-25308.0,36.48158358046814,66.11381945965186,163.58683636483914
-1932890.0,-21674.0,32.00084515900077,74.25633643614347,107.73605042158323
-1928625.0,-36646.0,72.23005130739027,130.77661265208525,151.57101240417654
-1928159.0,-39923.0,53.50619234828507,93.14921929133986,147.57433771862725
-1928002.0,-36832.0,79.34045963078943,130.07829166522043,157.86424842399214
-1927124.0,-33897.0,80.85761621756723,146.92702525207565,164.03517090295873
