x,y,depth0,depth500,depth1000
-2100000,90000,21.974970038063866,36.921912070407835,56.97507124664996
-2100000,95000,27.29252997390227,41.09842106674763,57.85326499205878
-2100000,100000,30.916406334514797,43.88380790749078,51.3708514348303
-2100000,105000,23.09014311550318,37.97693905175247,53.38505303364863
-2095000,95000,33.54176322623282,46.877370030623425,81.38013310392058
-2095000,100000,25.173403589122138,38.89963788304031,57.28959105067818
-2095000,105000,26.73551331426554,41.46107479340931,47.96135495260263
-2090000,95000,43.461742773714036,69.04448174375797,84.85020110286557
-2085000,105000,22.735557106544732,37.47558784035704,51.086101927794715
-2085000,110000,23.94242117124014,38.39806650208901,53.291403053000764
-2075000,110000,26.147452322617994,37.50597529542304,52.06781044795187
-2070000,110000,23.120221912666636,36.83737009314937,49.13956429911832
-2070000,115000,24.048596389004956,35.89374766633659,47.97193452310462
-2060000,115000,28.05369976283852,39.81612264588318,47.04106716641758
-2060000,120000,23.20194753507645,35.54602466654189,46.078824039109605
-2060000,125000,23.431347841324346,34.611075785804275,45.768126294601515
-2055000,115000,29.39225873126069,41.27882186181766,45.669491946181154
-2055000,125000,22.84687601955688,35.613250153734796,47.48039746008658
-2055000,140000,23.101803058366045,35.280116608989225,42.71178667934846
-2050000,115000,25.80034877732877,36.63791610848267,48.048119753989894
-2050000,135000,22.692914814142796,34.44225569317861,42.3611968412804
-2045000,-120000,34.850834766298625,44.1636688247189,50.63634114605398
-2045000,-30000,31.879611867072185,42.20362843242664,46.828554945621775
-2045000,145000,23.582304664098935,35.700825307833995,47.253163095433464
-2040000,-30000,32.8863220791062,47.61109585338623,49.89419666216678
-2035000,-25000,30.059967186648386,45.845292651582994,50.45368625982596
-2030000,-165000,63.560985416497154,86.18981075893377,101.82791121475995
-2025000,-165000,65.61734768504425,82.64764626934165,107.15783127912252
-2025000,-20000,20.677012035617167,36.00656250811249,50.74732112559917
-2020000,-20000,21.241056875592673,36.53893524718504,50.161908790923306
-2020000,-15000,24.088091818674776,36.85122695253745,48.89466591789848
-2020000,130000,22.778489431252616,34.389599668423145,42.87829397154164
-2015000,-20000,22.967252602197092,35.7261831478261,53.40386094970775
-2015000,130000,23.014292943567796,36.08038170988397,44.14038049872694
-2015000,135000,22.81322875434539,34.615993299255365,41.75086808016691
-2015000,145000,23.394140970970845,34.30992159640009,42.1905295273725
-2010000,-190000,48.34771444796103,71.15018050284378,58.38681032552934
-2010000,-185000,44.193330801885374,73.44031657298403,59.14150585624358
