x,y,grad,grad_max,grad_min,grad_max_h_z,grad_min_h_z
-2417907.0,-499575.0,18.014128201539346,15.906515151515153,14.178074073617065,-218.3267563828856,-228.8337460807159
-2109514.0,97650.0,70.99999999999999,71.0,71.0,-238.0,-238.0
-2109377.0,97252.0,71.64808362369332,85.72222222222219,40.527777777777814,-35.0,-335.0
-2109228.0,101894.0,98.06784906169477,104.96211111111111,88.78753599799688,-228.02883137931025,-268.0790890945925
-2109127.0,101439.0,54.10354961348388,61.66569191919193,42.11890120583804,-150.1012041983452,-468.66108725963977
-2108603.0,100627.0,55.712866736281775,63.183671717171805,42.877319495864874,-173.56428194579888,-461.7174490761691
-2108300.0,98890.0,35.48238744514222,84.98609090909085,24.19825371366761,20.94515311691135,-452.92026874985567
-2107381.0,99947.0,90.80591339663448,94.59079797979798,81.69640276848664,-222.88590036732757,-279.0148582050816
-2107125.0,99498.0,46.22921656642025,57.10746969696979,35.594384117797375,-80.47410654642681,-333.0266810081225
-2106040.0,98954.0,51.18989547038334,49.19191919191918,38.16666666666659,-132.0,-332.0
-2104486.0,102049.0,50.999999999999986,51.0,51.0,-151.0,-151.0
-2103806.0,103267.0,30.623693379790915,40.27777777777777,18.611111111111093,50.0,-250.0
-2103613.0,97749.0,62.412299144927985,66.66532323232326,57.49196399155839,-126.57221857124793,-162.9394349986573
-2096516.0,105988.0,20.743780289435946,20.326929292929293,16.661111940907766,-446.95296541532923,-157.18851864623008
-2000670.0,130469.0,28.746680828465216,30.0,26.000000000000014,-240.0,-140.0
-1998070.0,152449.0,28.26437010754708,39.196183982683976,17.37228050805595,-171.2588917036923,-217.1426429239254
-1997892.0,234756.0,27.696644141553342,37.08215909090907,22.938649659872233,-95.84549844435071,-157.28863682486147
-1991407.0,13064.0,57.67481489059064,62.217828282828265,51.374751891846955,-270.68353099855756,-252.97077530631898
-1990073.0,-70798.0,40.16147042817517,62.15634848484849,25.6990899945482,-313.0344723413272,-435.6451162577203
-1989210.0,78371.0,22.816001150418145,27.270046176046186,17.13771919309759,-443.2885019695826,-170.21659208686748
-1988929.0,-73868.0,31.333766016211037,44.50363131313132,-11.314843566097613,-332.86025339675706,-42.900205066504824
-1988179.0,106575.0,26.888567539236792,82.49514646464647,14.114321253312191,-81.19212541272863,-464.161578434805
-1987601.0,113939.0,27.955665613164662,40.446200577200585,20.785933587114688,-63.63853316743065,-191.5476729186214
-1987229.0,-37398.0,33.36764455412154,35.0340707070707,27.019952030727943,-170.91999270117492,-244.05615004909384
-1984536.0,101505.0,30.00000000000002,36.66666666666668,23.33333333333332,-200.0,-100.0
-1983266.0,-46307.0,45.22038830842203,183.92614646464648,20.383154687063502,-77.13626757910679,-259.95420403468995
-1982179.0,-79069.0,43.82323928349854,158.75003030303031,23.398880921269054,-79.12227374426148,-126.06893184924527
-1981420.0,-32001.0,21.934722689981996,34.19926767676766,12.817743249741474,-209.6190163381733,-270.07828053770504
-1981008.0,-43201.0,40.0103099111561,54.51883333333334,45.154968151268335,-437.27063982391564,-442.3746563949367
-1976625.0,-78046.0,26.607638249369963,45.30529797979799,14.929313941829703,49.65652353966475,3.72903420089515
-1972426.0,87160.0,56.86839577329493,65.0,45.0,-142.0,-242.0
-1971484.0,32172.0,137.28749161017265,128.9293787878788,111.43990418759533,-158.07597119275218,-133.13240827577448
-1971313.0,-59143.0,25.301852357032985,79.64067171717173,16.129482318482523,-7.727687440144869,-298.2542452876391
-1970714.0,-105137.0,79.19818279648234,144.65518686868708,-15.553782612188876,-299.8007154614595,-470.1191851827391
-1970472.0,-101367.0,77.78646456148925,111.96164141414134,57.789268475408,-173.77090536988786,-175.81906942456186
-1970355.0,-101788.0,10.443961761881312,162.36723737373728,-126.52584861134504,-172.38838501032376,-255.47214975614753
-1969708.0,-97183.0,20.34471948497483,55.66435353535354,-11.885702741545384,-250.387312001105,-106.9021514578857
-1969059.0,-103273.0,33.17151610688646,139.4346464646465,-40.870827403552894,-130.04647157489202,-228.1624043279295
-1968968.0,-103701.0,21.364895703002333,228.1470606060604,-147.06313321552875,-56.402826688096,-237.7210478489606
-1967775.0,-5366.0,61.72147851527038,75.80439898989898,49.53478459136052,-350.2700117526989,-450.78662659152894
-1967631.0,101790.0,37.88571428571429,56.00000000000001,20.0,-501.0,-201.0
-1966805.0,-104257.0,252.64134966091382,301.81514141414164,201.3243102788379,-186.58571772653795,-232.57636763514427
-1966586.0,-101391.0,161.79999999999998,161.8,161.8,-98.0,-98.0
-1966525.0,-104525.0,153.4806928629552,464.03175757575775,-84.42881077806898,-117.2609873925866,-374.4929576026775
-1966401.0,-101939.0,127.45018007202886,222.709090909091,18.422222222222207,-242.0,158.0
-1966223.0,-99668.0,53.10501349833588,83.42768181818204,11.17197276837868,-372.65126449641366,156.33755869353178
-1966202.0,-104443.0,204.8111975485368,459.43751515151564,-147.40967715705165,-192.05221050143535,-446.64386147138214
-1965863.0,-100465.0,193.7104302183126,579.1601700336689,-11.060458707298146,5.419504239423074,-238.82207091408551
-1965729.0,-98625.0,133.53356791151654,288.33177777777814,31.81284260187266,24.50246701164543,-371.94088777360344
-1965626.0,-98307.0,208.72926458895452,260.7179696969697,172.16281572003575,-62.58658706387093,-77.45113028975298
-1965597.0,-104417.0,407.34261704681904,477.96969696969643,281.38181818181744,-106.0,-406.0
-1965283.0,-100607.0,301.7604754667826,425.686868686869,7.6666666666666865,25.0,225.0
