Ser,keido,ido,Region (hydrogeologic-geologic),Prefectures,Prefecture_EN,Municipality,Municipality_EN,Place_Name,Onsen_Name,Kosen_Name,Place_Name_EN,Place_Simple_Name_EN,Well_Name,Well_Name_EN,Well_Depth,Simplified_rock_category,Rock_age_EN,Litho_EN,Geol_unit_code,Temp_avail,Disch_avail,Temp,Discharge,Flow_type,Flow_type_EN,Source_type,P (pumped),F (artesian),S (spring - natural),X (unknown source),Water quality sample date,pH,RpH,比重,TSM,H,Li,Na,K,NH4,Ca,Mg,TFe,Fe2+,Fe3+,Mn,Al,F,Cl,HS,SO4,HSO4,S2O3,HCO3,CO3,Br,I,OH,NO3,PO4,HPO4,H2PO4,H3PO4,AsO2,BO2,B,HSiO3,SiO3,SiO2,HAsO2,H2SiO3,HBO2,CO2,H2S,Sr,Ba,Cu,Hg,Pb,Zn,Cd,Cr,As,Ni,Rb,Cs,S,unit,Rn,Rn_unit,Spring_quality,Source,GeolMap,Map_No,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,h,x,y
5283,136.718417,35.0698555,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R11,,1880.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,55.6,388.0,動力39HP,Power (pumped),well,P,,,,1967.3.20,8.4,,,601.0,,,68.14,27.16,0.001,2.928,66.94,,11.25,,,0.916,,63.82,,1.345,,,449.1,6.625,,,0.043,,,,,,,0.364,,1.695,,,,34.39,2.463,0.361,,,,,,,,,,,,,,,mg/kg,0.55,10-10Ci/kg,単純温泉,R:MIE-1,11京都,MIE_032,,,,,,,,,,,,,0.1,-1277114.563,135924.1836
5284,136.7150468,35.056812,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R12,,2100.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,48.0,833.0,動力22HP,Power (pumped),well,P,,,,1967.3.20,8.05,,,783.0,,,103.1,12.41,0.001,23.05,94.43,,2.773,,,0.73,,180.6,,5.985,,,488.5,3.217,,,0.02,,,,,,,0.073,,0.617,,,,28.73,8.472,10.57,,,,,,,,,,,,,,,mg/kg,3.62,10-10Ci/kg,単純温泉,R:MIE-1,11京都,MIE_033,,,,,,,,,,,,,0.9,-1277706.2,134653.2497
5285,136.7128503,35.08986017,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R17,,1980.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,58.7,2080.0,ポンプ11kW,Power (pumped),well,P,,,,1967.3.18,8.68,,1.0,646.0,,,133.5,123.8,,6.331,25.07,,4.446,,,1.03,,78.01,,3.266,,,556.1,15.63,,,0.08199999999999999,,,,,,,0.7709999999999999,,2.673,,,,23.27,2.757,2.808,,,,,,,,,,,,,,,mg/kg,0.12,10-10Ci/kg,単純温泉,R:MIE-1,11京都,MIE_034,,,,,,,,,,,,,1.6,-1277225.461,138080.8012
5286,136.7129233,35.08981333,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R16,,1980.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,58.2,1200.0,ポンプ19kW,Power (pumped),well,P,,,,1967.3.18,8.7,,,757.4,,,28.26,84.3,0.002,3.745,5.113,,3.301,,,2.2,,140.9,,2.882,,,630.34,18.59,,,0.085,,,,,,,1.276,,2.381,,,,24.13,4.365,3.032,,,,,,,,,,,,,,,mg/kg,0.27,10-10Ci/kg,単純温泉,R:MIE-1,11京都,MIE_035,,,,,,,,,,,,,2.2,-1277219.5159999998,138074.5938
5287,136.7151515,35.056751,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R13,,1800.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,59.4,1870.0,ポンプ7.5kW,Power (pumped),well,P,,,,1967.3.20,8.65,,,441.0,,,8.262,19.4,0.001,4.882,85,,1.265,,,1.068,,26.59,,2.017,,,405.2,11.38,,,0.08,,,,,,,0.612,,4.6389999999999985,,,,49.33,2.209,2.046,,,,,,,,,,,,,,,mg/kg,2.24,10-10Ci/kg,単純温泉,R:MIE-1,11京都,MIE_036,,,,,,,,,,,,,1,-1277697.537,134644.9798
5288,136.715121,35.05677967,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R15,,1450.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,52.8,1600.0,,,well,,,,,1967.3.20,8.55,,0.99,396.0,,,60.64,5.129,0.001,7.029,57.7,,1.515,,,1.28,,66.26,,0.874,,,337.1,6.854,,,0.061,,,,,,,0.36,,0.6629999999999999,,,,9.705,1.779,2.346,,,,,,,,,,,,,,,mg/kg,0.66,10-10Ci/kg,,R:MIE-1,11京都,MIE_037,,,,,,,,,,,,,0.9,-1277699.834,134648.5053
5292,136.7228788,35.03845833,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R23,,1618.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,57.5,1077.0,動力37kW,Power (pumped),well,P,,,,1975.1.10,8.2,,0.9994,536.9,,,134.1,2.502,,2.356,0.357,,,,,,1.301,33.23,,,,,317.4,2.967,,,0.027000000000000003,,,,,,,0.677,,0.909,,,,,,,,,,,,,,,,,,,,,mg/kg,,,単純温泉,R:MIE-1,11京都,MIE_041,,,,,,,,,,,,,-1,-1277345.481,132622.2186
5316,136.4206727,34.65539333,basin at Nagoya,三重県,Mie,一志郡一志町,,一志温泉,一志,,,,やすらぎの湯,,,Quat sediments,Middle Pleistocene,higher terrace,Q2th,1,0,39.1,,,,well,,,,,1996.2.16,,9.1,,,,,203.9,1.8,,3.6,0.1,,0.3,,,0.5,19.1,267.9,,2.3,,,16.5,1.5,0.6,,,,,,,,,,,,,,,32.9,65,,,,,,,,,,,,,,,,mg/kg,3.9,10-10Ci/kg,アルカリ性単純温泉,R:MIE-3,11京都,MIE_065,,,,,,,,,,,,,35.2,-1314168.0790000001,99358.8668
5320,136.5278503,34.946249,basin at Nagoya,三重県,Mie,四日市市,,小山田温泉,小山田,,,,,,,Quat sediments,Middle Pleistocene,higher terrace,Q2th,1,1,51.1,880.0,,,well,,,,,,,,,,,,89.6,1.4,0.8,3.2,0.1,,0.1,,,0.2,0.1,10,,2.8,,,230,10.8,,,,,,0.2,,,,,,,,,,38.8,0.5,0.4,,,,,,,,,,,,,,,,8.8,,アルカリ性単純温泉,R:MIE-3,11京都,MIE_069,,,,,,,,,,,,,69.5,-1297798.888,126978.60699999999
5322,136.7085935,35.02435783,basin at Nagoya,三重県,Mie,桑名市,,桑名温泉,桑名,,,,,,,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,0,48.7,,,,well,,,,,1989.7.25,,8.4,,,,,328.6,19.6,,51.3,25.5,,1.1,,1.4,,0.3,579.1,,,,,189.9,3.6,3,,,,,0.3,,,,,,,,,,62.4,0.9,,,0.4,7.9,,,,,,,,,,,,,1,,Na-塩化物温泉,R:MIE-3,11京都,MIE_071,,,,,,,,,,,,,0.4,-1278995.363,131454.135
5324,136.5172317,34.88903883,basin at Nagoya,三重県,Mie,鈴鹿市,,鈴鹿さつき温泉,鈴鹿さつき,,,,,,,Quat sediments,Late Pleistocene,middle terrace,Q3tm,1,1,52.4,730.0,,,well,,,,,1992.7.30,,,,,,,188.1,3.5,2.4,5.4,0.2,,1,,,0.4,0.4,106.2,,4.4,,,320.9,3.9,,,,,,0.7,,,,,,,,,,40.0,13.9,3.5,,,0.5,,,,,,,,,,,,,9.9,,単純温泉,R:MIE-3,11京都,MIE_073,,,,,,,,,,,,,48.7,-1300017.103,121334.4099
5326,136.5426122,34.84905267,basin at Nagoya,三重県,Mie,鈴鹿市,,鈴鹿サーキット温泉,鈴鹿サーキット,,,,,,,Quat sediments,Middle Pleistocene,higher terrace,Q2th,1,1,44.5,620.0,動力揚湯 水中ポンプ式 37kW,Power (pumped),well,P,,,,1994.1.20,,8.5,,,,,136.8,2,0.2,3.2,0.2,,1.3,,,,0.3,47,,3.2,,,269.1,6.3,,,,,,0.7,,,,,,,,,,33.1,2.4,1.3,,,,,,,,,,,,,,,,9.3,,アルカリ性単純温泉,R:MIE-3,11京都,MIE_075,,,,,,,,,,,,,44.3,-1298447.39,116746.1185
5328,136.4508083,34.86523633,basin at Nagoya,三重県,Mie,亀山市,,亀山温泉,亀山,,,,,,,Quat sediments,Middle Pleistocene,higher terrace,Q2th,1,0,40.0,,,,well,,,,,1999.2.2,,8.3,,,,,363.6,2.3,,7.1,1,,,,,0.1,0.5,373.3,,7,,,303.3,4.5,0.9,,,,,,,,,,,,,,,25.1,15.9,2.6,,,,,,,,,,,,,,,,5,,Na-塩化物、HCO3塩温泉,R:MIE-3,11京都,MIE_077,,,,,,,,,,,,,76,-1306837.696,120208.7295
5338,136.4825602,35.01350283,basin at Nagoya,三重県,Mie,三重郡菰野町,,片岡温泉,片岡,,,,,,,Quat sediments,Late Pleistocene to Holocene,fan deposits,Hfn,1,0,43.4,,,,well,,,,,1984.6.30,,,,,,,132.0,,,1.2,,,,,,,,95.7,,2.3,,,164.7,,,,,,,,,,,,,,,,,32.7,4.5,0.9,,,,,,,,,,,,,,,,,,アルカリ性単純温泉,R:MIE-3,11京都,MIE_087,,,,,,,,,,,,,112.3,-1300675.176,134749.6331
5779,136.7073355,35.25733967,basin at Nagoya,愛知県,Aichi,中島郡祖父江町,,祖父江温泉,祖父江,,,,1号井,,,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,36.0,700.0,,,well,,,,,1968.8,,7.62,1.018,1.02,,,1.58,16,,743.3,232.1,,2.8,,,,,4.331,,,,,110.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg/kg,,,含塩化土類-弱食塩泉,R:11-01,11京都,32,,,,,,,,,,,,,15.4,-1274253.091,155349.3078
5780,136.7065183,35.2687175,basin at Nagoya,愛知県,Aichi,中島郡祖父江町,,祖父江温泉,祖父江,,,,2号井,,,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,33.4,134.0,,,well,,,,,1969.11,,7.6,1.0017,3.96,,,1.097,13,,289.5,60.29,,0.67,,,,0.2,2.306,,,,,,,,,,,,,,,,,,,,,,,,0.255,,,,,,,,,,,,,,,mg/kg,,,含塩化土類-弱食,R:11-01,11京都,33,,,,,,,,,,,,,4.5,-1274092.8090000001,156531.4036
5792,136.8649177,35.1715205,basin at Nagoya,愛知県,Aichi,名古屋市中村区,,中京温泉,中京,,,,第2号泉,,310.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,23.5,310.0,,,well,,,,,1958.1,,,,173.0,,,19.52,1.729,,3.764,0.217,,2.738,,0.248,0.826,,3.556,,1.649,,,58.07,,,,,,,,,,,,,,,,,41.74,,11.52,,,,,,,,,,,,,,,mg/kg,,,含メタ珪酸冷鉱泉,R:11-01,11京都,64,,,,,,,,,,,,,1.5,-1261117.682,143532.1026
5793,136.8649713,35.1715085,basin at Nagoya,愛知県,Aichi,名古屋市中村区,,中京温泉,中京,,,,第1号泉,,,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,0,19.2,,,,well,,,,,1956.4,,,,,,,111.3,10.79,,24.49,12.7,,1.201,,0.2,0.1,,49.89,,13.54,,,349.9,,,,,,,0.24,,,,,,,,,,8.85,,7.432,,,,,,,,,,,,,,,mg/kg,,,重曹泉,R:11-01,11京都,65,,,,,,,,,,,,,1.5,-1261112.851,143529.8506
5811,136.9883532,34.9854275,basin at Nagoya,愛知県,Aichi,刈谷市,,(刈谷市),,,,,,,350.0,Quat sediments,Late Pleistocene,middle terrace,Q3tm,1,1,23.0,134.4,,,well,,,,,1964.7,,7.1,0.9983,177.3,,,14.62,6.511,,7.112,5.65,,2.905,,0.301,,,7.513,,,,,94.71,,,,,,,13.22,,,,,,,,,,98.3,,,,,,,,,,,,,,,,,mg/kg,,,,R:11-01,11京都,17,,,,,,,,,,,,,7.7,-1253221.615,122112.1718
5819,136.9885043,34.8995675,basin at Nagoya,愛知県,Aichi,碧南市,,衣浦温泉,衣浦,,,,,,363.6,Quat sediments,Late Pleistocene,middle terrace,Q3tm,1,1,25.5,51.0,,,well,,,,,1956.7,,7.2,0.9988,466.8,,,104.5,15.4,,10.73,5.285,,0.1,,0.07,,,119.4,,0.233,,,155.2,,,,,,,,,,,,,,,,,8.46,,13.49,,,,,,,,,,,,,,,mg/kg,,,単純泉,R:11-01,11京都,16,,,,,,,,,,,,,9.8,-1254960.018,113312.2217
5252,136.5131652,34.6834535,basin at Nagoya,三重県,Mie,津市,,藤方温泉,藤方,,,,,,179.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,21.3,220.0,エアーリフト,Power (pumped),well,P,,,,1959.7.8,6.2,,1.0132,18550.0,,,4696.0,463.6,10.57,967.6,494.7,,278.4,,37.84,7.519,,9729,0.013,1226,,,50.58,,3.272,,,,,,,,,,,,,,,112.9,,120.9,,,,,,,,,,,,,,,mg/kg,0.561,10-10Ci/kg,含塩化物鉄泉,R:MIE-1,11京都,MIE_001,,,,,,,,,,,,,0.5,-1304748.924,100395.2278
5254,136.5871165,35.00038783,basin at Nagoya,三重県,Mie,四日市市,,坂部温泉,坂部,,,,,,250.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,24.5,68.0,,,well,,,,,1965.2.15,7.9,,1.0003,176.8,,,35.99,4.599,0.1,1.999,2.187,,0.28,,,,,7.088,0.232,0.495,,0.025,104,0.471,,,0.014,,,1.219,0.155,,,,,0.825,,,,54.05,,3.257,0.034,,,,,,,,,,,,,,mg/kg,2.47,10-10Ci/kg,,R:MIE-1,11京都,MIE_003,,,,,,,,,,,,,18.3,-1291029.281,131359.4612
5255,136.5871005,35.00045,basin at Nagoya,三重県,Mie,四日市市,,坂部温泉,坂部,,,,,,1300.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,53.0,380.0,水中ポンプ30HP,Power (pumped),well,P,,,,1977.8.18,8.4,,,475.0,,,171.9,2.999,0.9,,0.14,,0.39,,,,,17.14,,,,,429.4,6.344,,,0.043,,,0.149,,,,0.865,,2.258,,,,45.81,5.917,4.128,,,,0.28,,,,,,,,,,,mg/kg,4.15,10-10Ci/kg,単純温泉,R:MIE-1,11京都,MIE_004,,,,,,,,,,,,,18.3,-1291029.492,131366.137
5256,136.663803,35.07573533,basin at Nagoya,三重県,Mie,桑名市,,西方温泉,西方,,,,,,50.0,sediments,Late Miocene to Pliocene,marine and non-marine sediments,N3sn,1,1,25.8,10.0,,,well,,,,,1960.5.22,6.2,,1.002,122.0,,,5.05,1.3,1.22,7.958,2.959,,17.79,,0.599,1.12,,10.6,,14.5,,,65.17,,,,,,,,,,,,,,,,,22.44,,98.69,,,,,,,,,,,,,,,mg/kg,3.53,10-10Ci/kg,,R:MIE-1,11京都,MIE_005,,,,,,,,,,,,,24.3,-1282171.841,137582.7468
5261,136.3754365,34.70618467,basin at Nagoya,三重県,Mie,津市,,榊原温泉,榊原,,,,,,180.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,30.8,30.0,動力,Power (pumped),well,P,,,,1951.1.29,12.7,,1.0,,,,159.8,10.6,,3.1,1.2,,0.7,,,0.6,,164.8,,20.2,,,53.2,15.6,,,,5.8,,5.2,,,,,,,,,,43.2,0.7,,,,,,,,,,,,,,,,mg/kg,4.92,10-10Ci/kg,単純硫化水素泉,R:MIE-1,11京都,MIE_010,,,,,,,,,,,,,63.1,-1317400.13,105447.2049
5262,136.3743383,34.70699467,basin at Nagoya,三重県,Mie,津市,,榊原温泉,榊原,,,,七栗の湯,,151.5,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,33.1,190.0,自噴・動力,Artesian / Power (pumped),well,,,,,1954.12.1,9.4,,1.003,276.1,,,88.06,0.193,,2.2,0.232,,,,,,,47.72,3.027,12.7,,,115.5,20.28,,,0.612,,,,,,,,,,,,,36.95,,,,,,,,,,,,,,,,,mg/kg,9.3,10-10Ci/kg,単純硫化水素泉,R:MIE-1,11京都,MIE_011,,,,,,,,,,,,,64.2,-1317487.5259999998,105551.8237
5264,136.371186,34.70847,basin at Nagoya,三重県,Mie,津市,,榊原温泉,榊原,,,,七栗の湯(A),,182.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,26.1,120.0,動力5HP,Power (pumped),well,P,,,,1958.3.7,9.3,,1.0002,273.6,,,89.2,1.02,,2.802,0.572,,,,,,,54.13,2.03,12.96,,,114.6,10.16,,,0.306,,,,,,,,,,,,,35.82,,,,,,,,,,,,,,,,,mg/kg,,,単純硫化水素泉,R:MIE-1,11京都,MIE_013,,,,,,,,,,,,,62.6,-1317756.508,105765.3249
5266,136.3851047,34.708179,basin at Nagoya,三重県,Mie,津市,,戸木温泉,戸木,,,,,,200.0,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,16.1,70.0,動力3HP,Power (pumped),well,P,,,,1962.5.7,9.4,,1.002,,,,71.57,9.422,,0.4,0.244,,0.22,,,,,6.62,0.29,17.55,,,116.7,17.22,,,0.425,,,0.6859999999999999,,,,,,25.58,,,,51.8,,,,,,,,,,,,,,,,,mg/kg,,,,R:MIE-1,11京都,MIE_015,,,,,,,,,,,,,75.6,-1316435.99,105458.5034
5268,136.3959857,34.6897245,basin at Nagoya,三重県,Mie,津市,,戸木温泉,戸木,,,,,,250.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,18.5,100.0,ポンプ揚湯2.2kW,Power (pumped),well,P,,,,1969.7.4,8.8,,1.0004,349.0,,,126.1,0.938,0.096,0.401,,,0.117,,,0.48,,9.925,0.132,34.97,,,252.6,9.314,,,0.107,,,0.787,,,,2.265,,4.909,,,,39.74,6.18,,,,,,,,,,,,,,,,mg/kg,3.34,10-10Ci/kg,,R:MIE-1,11京都,MIE_017,,,,,,,,,,,,,32.8,-1315792.013,103356.692
5269,136.5098572,34.78371167,basin at Nagoya,三重県,Mie,津市,,黒田温泉,黒田,,,,薬師山,,,sediments,Late Miocene to Pliocene,marine and non-marine sediments,N3sn,1,1,14.8,6.0,自噴,Artesian,well,,F,,,1959.6.3,7.4,,1.0004,206.5,,,14.2,4.2,,25.5,8.527,,0.343,,,,,10.64,,2.1,,,148.6,0.228,,,,,,0.192,0.155,,,,,0.1,,,,73.35,,57.04,,,,,,,,,,,,,,,mg/kg,2.71,10-10Ci/kg,,R:MIE-1,11京都,MIE_018,,,,,,,,,,,,,7.7,-1302945.453,110708.4573
5270,136.4268345,34.82033667,basin at Nagoya,三重県,Mie,津市,,(津市),,,,,,,1250.0,sediments,Late Miocene to Pliocene,marine and non-marine sediments,N3sn,1,1,41.5,900.0,動力,Power (pumped),well,P,,,,1972.12.8,8.18,,,,,,516.5,5.988,1.152,38.32,13.77,,1.188,,0.13,,,707.7,,2.246,,0.968,341,3.044,,,0.026,,,0.163,,,,1.67,,0.402,,,,,,,,,,0.05,,,0.14,,,,,,,,mg/kg,0.23,マッヘ,含土類弱食塩泉,R:MIE-1,11京都,MIE_019,,,,,,,,,,,,,80,-1310072.702,116092.2609
5273,136.3451635,34.67339883,basin at Nagoya,三重県,Mie,津市,,倭温泉,倭,,,,,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,17.8,22.0,動力7.5HP,Power (pumped),well,P,,,,1970.9.7,8.9,,,275.0,,,94.8,0.987,,0.802,0.365,,0.1,,,,,8.645,,12.76,,,211.2,9.541,,,0.136,,,0.7190000000000001,,,,,,8.554,,,,56.33,,0.66,,,,,,,,,,,,,,,mg/kg,8.9,10-10Ci/kg,,R:MIE-1,11京都,MIE_022,,,,,,,,,,,,,66.8,-1320986.8490000002,102701.8108
5276,136.3428505,34.67569367,basin at Nagoya,三重県,Mie,津市,,倭温泉,倭,,,,,,300.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,21.2,145.0,動力2HP,Power (pumped),well,P,,,,1974.2.8,9.5,,1.0004,443.6,,,167.8,1.199,,0.14,,,0.21,,,,,6.743,,8.791,,,305,56.23,,,0.544,,,,0.73,,,,,20.65,,,,33.49,,0.233,,,,,,,,,,,,,,,mg/kg,2.34,10-10Ci/kg,,R:MIE-1,11京都,MIE_025,,,,,,,,,,,,,95,-1321158.341,102982.3837
5289,136.6861785,35.12319567,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R21,,1865.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,45.5,1380.0,動力30HP,Power (pumped),well,P,,,,1967.7.27,7.5,,,5980.0,,,478.8,219.4,0.004,929.5,380.7,,19.72,,0.019,0.744,,3266,,4.477,,,734,1.35,,,0.005,,,,,,,0.051,,0.023,,,,,,,,,,,,,,,,,,,,,mg/kg,2.26,10-10Ci/kg,含土類食塩泉,R:MIE-1,11京都,MIE_038,,,,,,,,,,,,,1.9,-1279058.007,142010.9816
5290,136.7050822,35.104578,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R22,,1397.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,52.5,370.0,ポンプ10HP,Power (pumped),well,P,,,,1971.10.7,8.1,,,3063.0,,,1022.0,12.17,3.06,71.04,0.266,,0.636,,0.158,,,1521,0.076,,,,374.5,2.751,,,0.022,,,,,,,0.745,,1.079,,,,43.65,10.69,,,,,,,,,,,,,,,,mg/kg,1.69,10-10Ci/kg,弱食塩泉,R:MIE-1,11京都,MIE_039,,,,,,,,,,,,,-0.8,-1277654.979,139738.4771
5291,136.7236527,35.0554245,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R6,,1865.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,47.3,1200.0,ポンプ18.5kW,Power (pumped),well,P,,,,1975.1.10,8.8,,,744.2,,,270.1,9.503,,10.3,1.607,,3.451,,,,1.801,206.3,,,,,402.8,14.99,,,0.107,,,,,,,10.2,,3.0210000000000004,,,,,,,,,,,,,,,,,,,,,mg/kg,,,単純温泉,R:MIE-1,11京都,MIE_040,,,,,,,,,,,,,0.3,-1276918.562,134344.9851
5293,136.6989252,35.087091,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R20,,1600.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,41.5,331.0,動力37kW,Power (pumped),well,P,,,,1975.2.25,8.4,,0.9998,,,,278.8,5.151,,9.386,1.228,,1.75,,,,1.801,88.22,,0.5,,,625.4,9.269,,,0.043,,,,,,,0.33,,1.965,,,,,,,,,,,,,,,,,,,,,mg/kg,,,重曹泉,R:MIE-1,11京都,MIE_042,,,,,,,,,,,,,0.1,-1278603.744,138066.1151
5295,136.7229328,35.10185033,basin at Nagoya,三重県,Mie,桑名市,,鍋田川温泉,鍋田川,,,,,,2000.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,51.1,211.5,動力10HP,Power (pumped),well,P,,,,1969.7.5,7.8,,1.0037,5931.0,,,1698.0,14.94,2.968,263.5,18.79,,2.34,,0.906,1.096,,3073,,5.567,,,186.5,0.69,,,,,,,,,,,,5.811,,,,47.09,,7.174,,,,,,,,,,,,,,,mg/kg,3.88,10-10Ci/kg,純食塩泉,R:MIE-1,11京都,MIE_044,,,,,,,,,,,,,2.3,-1276019.469,139114.5391
5301,136.5153793,35.05151383,basin at Nagoya,三重県,Mie,三重郡菰野町,,(菰野町),,,,,弘法湯,,3.5,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,15.0,27.0,自噴,Artesian,well,,F,,,1963.8.30,6.0,,1.0,56.8,0.001,,5.197,2.474,,3.2,1.701,,0.44,,,,,10.73,,3.97,,,11.97,,,,,,,,,,,,,,,,,14.3,,28.77,,,,,,,,,,,,,,,mg/kg,2.31,10-10Ci/kg,,R:MIE-1,11京都,MIE_050,,,,,,,,,,,,,62.9,-1296757.054,137995.5986
5314,136.37484,34.70678117,basin at Nagoya,三重県,Mie,津市,,榊原温泉,榊原,,,,榊原館七栗の湯,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,32.5,230.0,自噴,Artesian,well,,F,,,2005.5.20,,,,,,,90.9,0.6,0.3,0.9,,,,,,,2.9,42.6,1.3,28.1,,,69.6,21,,,,,,,,,,3.7,,,,,,44.6,,,,,,,,,,,,,,,,,mg/kg,,,アルカリ性単純温泉,R:MIE-3,11京都,MIE_063,,,,,,,,,,,,,61.3,-1317444.26,105520.0218
5318,136.6023108,34.98763117,basin at Nagoya,三重県,Mie,四日市市,,四日市温泉,四日市,,,,第2号泉,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,40.0,200.0,,,well,,,,,2004.2.23,,8.1,,,,,79.5,4.6,,2.7,0.2,,,,,,0.3,4.6,,1,,,,,,,,,,,,,,,,,,,,67.5,0.3,,,,,,,,,,,,,,,,,9.9,,単純温泉,R:MIE-3,11京都,MIE_067,,,,,,,,,,,,,9,-1289854.946,129757.3515
5319,136.5687195,34.94023533,basin at Nagoya,三重県,Mie,四日市市,,波木温泉,波木,,,,,,,sediments,Early Pleistocene,marine and non-marine sediments,Q1sr,1,1,52.1,750.0,,,well,,,,,1987.10.31,,,,,,,176.0,2.1,1.6,4.7,0.1,,,,,0.1,0.5,36.8,,2.2,,,403.9,6,,,,,,,,,,,,,,,,38.7,1.2,3.5,,,0.4,,,,,,,,,,,,,,,単純温泉,R:MIE-3,11京都,MIE_068,,,,,,,,,,,,,53.8,-1294042.87,125562.7445
5323,136.723658,35.0554235,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,長島R-8号泉,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,0,51.2,,,,well,,,,,1987.11.2,,8.5,,,,,164.0,1.4,,6.5,0.1,,,,,,0.4,100.2,,2,,,266,6.3,,,,,,,,,,,,,,,,45.8,0.5,1.3,,,,,,,,,,,,,,,,4,,アルカリ性単純温泉,R:MIE-3,11京都,MIE_072,,,,,,,,,,,,,0.3,-1276918.08,134344.7804
5325,136.5552818,34.87487217,basin at Nagoya,三重県,Mie,鈴鹿市,,(鈴鹿市),,,,,天然温泉鈴鹿の湯,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,50.6,870.0,動力37kW,Power (pumped),well,P,,,,1996.1.26,,8.5,,790.0,,,282.0,3.6,0.4,7.1,0.4,,0.7,,,0.4,0.6,147.3,,5.8,,,467.4,11.1,,,,,,,,,,,,,,,,41.2,4.6,2.6,,,,,,,,,,,,,,,,9.1,,アルカリ性単純温泉,R:MIE-3,11京都,MIE_074,,,,,,,,,,,,,17.8,-1296697.627,119138.5831
5339,136.6727283,35.030461,basin at Nagoya,三重県,Mie,三重郡朝日町,,あさひ温泉,あさひ,,,,,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,0,51.8,,,,well,,,,,1996.1.29,,8.2,,1690.0,,,552.0,6.9,,39.1,1.8,,1.2,,0.2,,1.3,750.2,,2.1,,,255.7,3,2,,,,,,,,,,,,,,,47.7,3.4,2.6,,,0.6,,,,,,,,,,,,,4.4,,Na-塩化物温泉,R:MIE-3,11京都,MIE_088,,,,,,,,,,,,,0.9,-1282272.207,132773.3521
