ido,keido,symbol,formationAge_ja,group_ja,lithology_ja
35.817999,137.4912696,K22_pam_a,中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期,火成岩,花崗岩 塊状 島弧・大陸
35.818003000000004,137.49268600000002,K22_pam_a,中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期,火成岩,花崗岩 塊状 島弧・大陸
35.81486944,137.49479169999998,K22_pam_a,中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期,火成岩,花崗岩 塊状 島弧・大陸
36.29861111,137.8291667,J2-31_soss_J2,中生代 中期ジュラ紀〜後期ジュラ紀 オックスフォーディアン期,付加体,海成層 砂岩 中期-後期ジュラ紀付加体
37.35888889,138.5761111,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
35.840256,137.528487,Q2_vas_al,新生代 第四紀 チバニアン期,火成岩,デイサイト・流紋岩 溶岩・火砕岩
35.840369,137.528575,Q2_vas_al,新生代 第四紀 チバニアン期,火成岩,デイサイト・流紋岩 溶岩・火砕岩
37.76808333,138.8786111,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
35.83694444,137.5311111,Q2_vas_al,新生代 第四紀 チバニアン期,火成岩,デイサイト・流紋岩 溶岩・火砕岩
35.81,137.51825,J24-K11_soss_J3,中生代 中期ジュラ紀 カロビアン期〜前期白亜紀 バレミアン期,付加体,海成層 砂岩 後期ジュラ紀-前期白亜紀付加体
36.98861111,138.3302778,N3_som,新生代 新第三紀 中新世 メッシニアン期〜鮮新世,堆積岩,海成層 泥岩
39.2375,139.9847222,Q1-21_so,新生代 第四紀 更新世 ジェラシアン期〜前期チバニアン期,堆積岩,海成層
35.813010999999996,137.52965,J24-K11_soss_J3,中生代 中期ジュラ紀 カロビアン期〜前期白亜紀 バレミアン期,付加体,海成層 砂岩 後期ジュラ紀-前期白亜紀付加体
35.81286,137.529828,J24-K11_soss_J3,中生代 中期ジュラ紀 カロビアン期〜前期白亜紀 バレミアン期,付加体,海成層 砂岩 後期ジュラ紀-前期白亜紀付加体
40.7375,141.16666669999998,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
35.827725,137.543542,Q2_vas_al,新生代 第四紀 チバニアン期,火成岩,デイサイト・流紋岩 溶岩・火砕岩
35.827362,137.543916,Q2_vas_al,新生代 第四紀 チバニアン期,火成岩,デイサイト・流紋岩 溶岩・火砕岩
35.82444444,137.5469444,Q2_vas_al,新生代 第四紀 チバニアン期,火成岩,デイサイト・流紋岩 溶岩・火砕岩
43.24055556,143.2980556,Q32-33_std,新生代 第四紀 後期更新世中期〜後期更新世後期,堆積岩,段丘堆積物
43.2283,143.295,Q32-33_std,新生代 第四紀 後期更新世中期〜後期更新世後期,堆積岩,段丘堆積物
37.87277778,138.9886111,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
43.16972222,143.2519444,Q32-33_std,新生代 第四紀 後期更新世中期〜後期更新世後期,堆積岩,段丘堆積物
43.72366667,143.75633330000002,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
43.79716667,143.8235,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
43.12277779,143.2238889,Q32-33_std,新生代 第四紀 後期更新世中期〜後期更新世後期,堆積岩,段丘堆積物
42.92,143.064,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
37.75916667,138.9519444,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
43.90805556,143.96444440000002,Q31_vas_ap,新生代 第四紀 後期更新世前期,火成岩,デイサイト・流紋岩 大規模火砕流
43.79466667,143.86266669999998,Q32-33_std,新生代 第四紀 後期更新世中期〜後期更新世後期,堆積岩,段丘堆積物
