x,y,h_z,age
-1555000,80000,-1750,86.1
-1555000,85000,-1750,86.1
-1555000,90000,-1750,0.00585
-1555000,95000,-1750,74.8
-1555000,100000,-1750,74.8
-1555000,105000,-1750,92.05
-1555000,110000,-1750,0.00585
-1555000,115000,-1750,0.00585
-1555000,120000,-1750,92.05
-1555000,135000,-1750,0.0021
-1555000,140000,-1750,184.8
-1555000,145000,-1750,0.0021
-1555000,150000,-1750,0.0021
-1555000,155000,-1750,0.00585
-1555000,160000,-1750,24.130000000000003
-1555000,165000,-1750,92.05
-1555000,170000,-1750,266.025
-1555000,175000,-1750,275.4
-1555000,180000,-1750,92.05
-1555000,185000,-1750,199.65
-1555000,190000,-1750,199.65
-1555000,195000,-1750,0.00585
-1555000,200000,-1750,0.07035
-1555000,205000,-1750,199.65
-1555000,210000,-1750,74.8
-1555000,215000,-1750,92.05
-1555000,220000,-1750,40.849999999999994
-1555000,225000,-1750,1.287
-1555000,230000,-1750,1.29
-1555000,235000,-1750,1.29
-1555000,240000,-1750,1.29
-1555000,245000,-1750,1.29
-1550000,30000,-1750,41.91
-1550000,35000,-1750,41.91
-1550000,40000,-1750,79.95
-1550000,45000,-1750,79.95
-1550000,50000,-1750,79.95
-1550000,55000,-1750,107.45
-1550000,60000,-1750,145.55
-1550000,65000,-1750,199.65
-1550000,70000,-1750,184.8
-1550000,75000,-1750,86.1
-1550000,80000,-1750,86.1
-1550000,85000,-1750,86.1
-1550000,90000,-1750,0.07035
-1550000,95000,-1750,74.8
-1550000,100000,-1750,74.8
-1550000,105000,-1750,92.05
-1550000,110000,-1750,0.07035
-1550000,115000,-1750,0.00585
-1550000,120000,-1750,0.0021
-1550000,140000,-1750,184.8
-1550000,145000,-1750,0.00585
-1550000,150000,-1750,0.0021
-1550000,155000,-1750,0.00585
-1550000,160000,-1750,92.05
-1550000,165000,-1750,221.65
-1550000,170000,-1750,0.00585
-1550000,175000,-1750,92.05
-1550000,180000,-1750,92.05
-1550000,185000,-1750,92.05
-1550000,190000,-1750,199.65
-1550000,195000,-1750,199.65
-1550000,200000,-1750,199.65
-1550000,205000,-1750,199.65
-1550000,210000,-1750,74.8
-1550000,215000,-1750,92.05
-1550000,220000,-1750,56.9
-1550000,225000,-1750,56.9
-1550000,230000,-1750,0.00585
-1550000,235000,-1750,1.29
-1550000,240000,-1750,0.07035
-1545000,30000,-1750,41.91
-1545000,35000,-1750,41.91
-1545000,40000,-1750,79.95
-1545000,45000,-1750,79.95
-1545000,50000,-1750,79.95
-1545000,55000,-1750,107.45
-1545000,60000,-1750,184.8
-1545000,65000,-1750,184.8
-1545000,70000,-1750,184.8
-1545000,75000,-1750,86.1
-1545000,80000,-1750,86.1
-1545000,85000,-1750,86.1
-1545000,90000,-1750,74.8
-1545000,95000,-1750,74.8
-1545000,100000,-1750,74.8
-1545000,105000,-1750,92.05
-1545000,110000,-1750,0.07035
-1545000,115000,-1750,0.00585
-1545000,120000,-1750,0.0021
-1545000,140000,-1750,92.05
-1545000,145000,-1750,0.0021
-1545000,150000,-1750,0.0021
-1545000,155000,-1750,0.00585
-1545000,160000,-1750,266.025
-1545000,165000,-1750,221.65
-1545000,170000,-1750,266.025
-1545000,175000,-1750,266.025
-1545000,180000,-1750,275.4
-1545000,185000,-1750,92.05
-1545000,190000,-1750,92.05
-1545000,195000,-1750,17.130000000000003
-1545000,200000,-1750,184.8
-1545000,205000,-1750,184.8
-1545000,210000,-1750,92.05
-1545000,215000,-1750,74.8
-1545000,220000,-1750,56.9
-1545000,225000,-1750,56.9
-1545000,230000,-1750,0.00585
-1545000,235000,-1750,0.00585
-1545000,240000,-1750,0.00585
-1540000,40000,-1750,79.95
-1540000,45000,-1750,79.95
-1540000,50000,-1750,120.94999999999999
-1540000,55000,-1750,107.45
-1540000,60000,-1750,184.8
-1540000,65000,-1750,184.8
-1540000,70000,-1750,184.8
-1540000,75000,-1750,86.1
-1540000,80000,-1750,86.1
-1540000,85000,-1750,86.1
-1540000,90000,-1750,1.3545
-1540000,95000,-1750,74.8
-1540000,100000,-1750,92.05
-1540000,105000,-1750,92.05
-1540000,110000,-1750,0.07035
-1540000,115000,-1750,92.05
-1540000,120000,-1750,0.0021
-1540000,145000,-1750,0.00585
-1540000,150000,-1750,0.00585
-1540000,155000,-1750,92.05
-1540000,160000,-1750,0.00585
-1540000,165000,-1750,0.00585
-1540000,170000,-1750,74.8
-1540000,175000,-1750,74.8
-1540000,180000,-1750,92.05
-1540000,185000,-1750,0.00585
-1540000,190000,-1750,92.05
-1540000,195000,-1750,0.00585
-1540000,200000,-1750,0.07035
-1540000,205000,-1750,184.8
-1540000,210000,-1750,0.00585
-1540000,215000,-1750,74.8
-1540000,220000,-1750,40.849999999999994
-1540000,225000,-1750,56.9
-1540000,230000,-1750,56.9
-1540000,235000,-1750,0.00585
-1540000,240000,-1750,0.00585
-1535000,40000,-1750,0.00585
-1535000,45000,-1750,79.95
-1535000,50000,-1750,79.95
-1535000,55000,-1750,107.45
-1535000,60000,-1750,262.425
-1535000,65000,-1750,301.92499999999995
-1535000,70000,-1750,184.8
-1535000,75000,-1750,86.1
-1535000,80000,-1750,86.1
-1535000,85000,-1750,86.1
-1535000,90000,-1750,0.00585
-1535000,95000,-1750,74.8
-1535000,100000,-1750,92.05
-1535000,105000,-1750,92.05
-1535000,110000,-1750,92.05
-1535000,130000,-1750,0.00585
-1535000,145000,-1750,92.05
-1535000,150000,-1750,0.00585
-1535000,155000,-1750,0.00585
-1535000,160000,-1750,0.00585
-1535000,165000,-1750,74.8
-1535000,170000,-1750,74.8
-1535000,175000,-1750,275.4
-1535000,180000,-1750,92.05
-1535000,185000,-1750,92.05
-1535000,190000,-1750,92.05
-1535000,195000,-1750,199.65
-1535000,200000,-1750,199.65
-1535000,205000,-1750,184.8
-1535000,210000,-1750,74.8
-1535000,215000,-1750,74.8
-1535000,220000,-1750,40.849999999999994
-1535000,225000,-1750,56.9
-1535000,230000,-1750,56.9
-1535000,235000,-1750,2.19
-1535000,240000,-1750,0.00585
-1530000,45000,-1750,79.95
-1530000,50000,-1750,79.95
-1530000,55000,-1750,107.45
-1530000,60000,-1750,154.25
-1530000,65000,-1750,262.425
-1530000,70000,-1750,184.8
-1530000,75000,-1750,86.1
-1530000,80000,-1750,86.1
-1530000,85000,-1750,0.00585
-1530000,90000,-1750,74.8
-1530000,95000,-1750,74.8
-1530000,100000,-1750,92.05
-1530000,105000,-1750,92.05
-1530000,110000,-1750,0.00585
-1530000,130000,-1750,0.0021
-1530000,145000,-1750,92.05
-1530000,150000,-1750,92.05
-1530000,155000,-1750,74.8
-1530000,160000,-1750,74.8
-1530000,165000,-1750,74.8
-1530000,170000,-1750,275.4
-1530000,175000,-1750,266.025
-1530000,180000,-1750,266.025
-1530000,185000,-1750,92.05
-1530000,190000,-1750,0.00585
-1530000,195000,-1750,17.130000000000003
-1530000,200000,-1750,199.65
-1530000,205000,-1750,74.8
-1530000,210000,-1750,74.8
-1530000,215000,-1750,74.8
-1530000,220000,-1750,4.913
-1530000,225000,-1750,56.9
-1530000,230000,-1750,2.19
-1530000,235000,-1750,2.19
-1530000,240000,-1750,0.00585
-1525000,45000,-1750,79.95
-1525000,50000,-1750,79.95
-1525000,55000,-1750,0.07035
-1525000,60000,-1750,184.8
-1525000,65000,-1750,262.425
-1525000,70000,-1750,184.8
-1525000,75000,-1750,86.1
-1525000,80000,-1750,86.1
-1525000,85000,-1750,0.00585
-1525000,90000,-1750,1.3545
-1525000,95000,-1750,74.8
-1525000,100000,-1750,92.05
-1525000,105000,-1750,92.05
-1525000,125000,-1750,92.05
-1525000,130000,-1750,92.05
-1525000,150000,-1750,184.8
-1525000,155000,-1750,74.8
-1525000,160000,-1750,74.8
-1525000,165000,-1750,74.8
-1525000,170000,-1750,74.8
-1525000,175000,-1750,266.025
-1525000,180000,-1750,266.025
-1525000,185000,-1750,92.05
-1525000,190000,-1750,246.95
-1525000,195000,-1750,17.130000000000003
-1525000,200000,-1750,0.00585
-1525000,205000,-1750,74.8
-1525000,210000,-1750,74.8
-1525000,215000,-1750,74.8
-1525000,220000,-1750,2.19
-1525000,225000,-1750,4.913
-1525000,230000,-1750,4.913
-1525000,235000,-1750,2.19
-1525000,240000,-1750,2.19
-1520000,45000,-1750,79.95
-1520000,50000,-1750,79.95
-1520000,55000,-1750,0.07035
-1520000,60000,-1750,145.55
-1520000,65000,-1750,112.75
-1520000,70000,-1750,86.1
-1520000,75000,-1750,86.1
-1520000,80000,-1750,86.1
-1520000,85000,-1750,0.00585
-1520000,90000,-1750,74.8
-1520000,95000,-1750,74.8
-1520000,100000,-1750,92.05
-1520000,130000,-1750,11.608
-1520000,155000,-1750,74.8
-1520000,160000,-1750,74.8
-1520000,165000,-1750,74.8
-1520000,170000,-1750,74.8
-1520000,175000,-1750,266.025
-1520000,180000,-1750,266.025
-1520000,185000,-1750,0.00585
-1520000,190000,-1750,0.00585
-1520000,195000,-1750,0.07035
-1520000,200000,-1750,74.8
-1520000,205000,-1750,199.65
-1520000,210000,-1750,199.65
-1520000,215000,-1750,4.913
-1520000,220000,-1750,2.19
-1520000,225000,-1750,2.19
-1520000,230000,-1750,2.19
-1520000,235000,-1750,0.00585
-1515000,50000,-1750,79.95
-1515000,55000,-1750,79.95
-1515000,60000,-1750,145.55
-1515000,65000,-1750,112.75
-1515000,70000,-1750,86.1
-1515000,75000,-1750,86.1
-1515000,80000,-1750,86.1
-1515000,85000,-1750,0.00585
-1515000,90000,-1750,74.8
-1515000,95000,-1750,74.8
-1515000,130000,-1750,92.05
-1515000,155000,-1750,74.8
-1515000,160000,-1750,74.8
-1515000,165000,-1750,74.8
-1515000,170000,-1750,74.8
-1515000,175000,-1750,74.8
-1515000,180000,-1750,262.425
-1515000,185000,-1750,266.025
-1515000,190000,-1750,275.4
-1515000,195000,-1750,17.130000000000003
-1515000,200000,-1750,74.8
-1515000,205000,-1750,74.8
-1515000,210000,-1750,74.8
-1515000,215000,-1750,74.8
-1515000,220000,-1750,2.19
-1515000,225000,-1750,30.86
-1515000,230000,-1750,30.86
-1515000,235000,-1750,30.86
-1510000,50000,-1750,79.95
-1510000,55000,-1750,120.94999999999999
-1510000,60000,-1750,145.55
-1510000,65000,-1750,262.425
-1510000,70000,-1750,86.1
-1510000,75000,-1750,86.1
-1510000,80000,-1750,86.1
-1510000,85000,-1750,0.00585
-1510000,90000,-1750,74.8
-1510000,95000,-1750,74.8
-1510000,155000,-1750,74.8
-1510000,160000,-1750,74.8
-1510000,165000,-1750,74.8
-1510000,170000,-1750,74.8
-1510000,175000,-1750,262.425
-1510000,180000,-1750,262.425
-1510000,185000,-1750,275.4
-1510000,190000,-1750,17.130000000000003
-1510000,195000,-1750,199.65
-1510000,200000,-1750,74.8
-1510000,205000,-1750,74.8
-1510000,210000,-1750,199.65
-1510000,215000,-1750,74.8
-1510000,220000,-1750,0.00585
-1510000,225000,-1750,17.130000000000003
-1510000,230000,-1750,30.86
-1510000,235000,-1750,0.00585
-1505000,50000,-1750,79.95
-1505000,55000,-1750,79.95
-1505000,60000,-1750,225.41
-1505000,65000,-1750,0.00585
-1505000,70000,-1750,86.1
-1505000,75000,-1750,86.1
-1505000,80000,-1750,0.00585
-1505000,85000,-1750,0.00585
-1505000,90000,-1750,74.8
-1505000,95000,-1750,74.8
-1505000,155000,-1750,74.8
-1505000,160000,-1750,0.00585
-1505000,165000,-1750,0.00585
-1505000,170000,-1750,275.4
-1505000,175000,-1750,275.4
-1505000,180000,-1750,0.00585
-1505000,185000,-1750,74.8
-1505000,190000,-1750,266.025
-1505000,195000,-1750,199.65
-1505000,200000,-1750,74.8
-1505000,205000,-1750,74.8
-1505000,210000,-1750,199.65
-1505000,215000,-1750,199.65
-1505000,220000,-1750,17.130000000000003
-1505000,225000,-1750,0.00585
-1505000,230000,-1750,0.00585
-1505000,235000,-1750,0.00585
-1500000,50000,-1750,79.95
-1500000,60000,-1750,225.41
-1500000,65000,-1750,0.00585
-1500000,70000,-1750,0.00585
-1500000,85000,-1750,0.0021
-1500000,90000,-1750,74.8
-1500000,95000,-1750,74.8
-1500000,140000,-1750,74.8
-1500000,155000,-1750,74.8
-1500000,160000,-1750,0.00585
-1500000,165000,-1750,74.8
-1500000,170000,-1750,262.425
-1500000,175000,-1750,262.425
-1500000,180000,-1750,0.00585
-1500000,185000,-1750,0.00585
-1500000,190000,-1750,266.025
-1500000,195000,-1750,74.8
-1500000,200000,-1750,199.65
-1500000,205000,-1750,199.65
-1500000,210000,-1750,199.65
-1500000,215000,-1750,199.65
-1500000,220000,-1750,0.00585
-1500000,225000,-1750,17.130000000000003
-1500000,230000,-1750,0.00585
-1500000,235000,-1750,17.130000000000003
-1495000,155000,-1750,74.8
-1495000,160000,-1750,74.8
-1495000,165000,-1750,262.425
-1495000,170000,-1750,275.4
-1495000,175000,-1750,262.425
-1495000,180000,-1750,262.425
-1495000,185000,-1750,92.05
-1495000,190000,-1750,266.025
-1495000,195000,-1750,0.0645
-1495000,200000,-1750,74.8
-1495000,205000,-1750,74.8
-1495000,210000,-1750,199.65
-1495000,215000,-1750,0.00585
-1495000,220000,-1750,56.9
-1495000,225000,-1750,0.00585
-1495000,230000,-1750,4.913
-1495000,235000,-1750,0.00585
-1490000,95000,-1750,74.8
-1490000,100000,-1750,4.913
-1490000,140000,-1750,74.8
-1490000,155000,-1750,0.00585
-1490000,160000,-1750,0.00585
-1490000,165000,-1750,74.8
-1490000,170000,-1750,262.425
-1490000,175000,-1750,262.425
-1490000,180000,-1750,262.425
-1490000,185000,-1750,74.8
-1490000,190000,-1750,74.8
-1490000,195000,-1750,74.8
-1490000,200000,-1750,74.8
-1490000,205000,-1750,74.8
-1490000,210000,-1750,199.65
-1490000,215000,-1750,1.287
-1490000,220000,-1750,17.130000000000003
-1490000,225000,-1750,1.287
-1490000,230000,-1750,17.130000000000003
-1490000,235000,-1750,17.130000000000003
-1485000,90000,-1750,0.00585
-1485000,95000,-1750,74.8
-1485000,100000,-1750,74.8
-1485000,150000,-1750,0.0021
-1485000,155000,-1750,0.00585
-1485000,160000,-1750,0.00585
-1485000,165000,-1750,74.8
-1485000,170000,-1750,0.00585
-1485000,175000,-1750,0.07035
-1485000,180000,-1750,74.8
-1485000,185000,-1750,74.8
-1485000,190000,-1750,74.8
-1485000,195000,-1750,74.8
-1485000,200000,-1750,74.8
-1485000,205000,-1750,74.8
-1485000,210000,-1750,2.19
-1485000,215000,-1750,17.130000000000003
-1485000,220000,-1750,2.19
-1485000,225000,-1750,1.287
-1485000,230000,-1750,17.130000000000003
-1485000,235000,-1750,56.9
-1485000,240000,-1750,56.9
-1480000,90000,-1750,74.8
-1480000,95000,-1750,74.8
-1480000,100000,-1750,0.00585
-1480000,105000,-1750,1.3545
-1480000,150000,-1750,0.0021
-1480000,155000,-1750,74.8
-1480000,160000,-1750,74.8
-1480000,165000,-1750,74.8
-1480000,170000,-1750,262.425
-1480000,175000,-1750,262.425
-1480000,180000,-1750,0.00585
-1480000,185000,-1750,74.8
-1480000,190000,-1750,74.8
-1480000,195000,-1750,266.025
-1480000,200000,-1750,74.8
-1480000,205000,-1750,74.8
-1480000,210000,-1750,2.19
-1480000,215000,-1750,11.608
-1480000,220000,-1750,0.4515
-1480000,225000,-1750,1.287
-1480000,230000,-1750,1.287
-1480000,235000,-1750,4.913
-1475000,90000,-1750,74.8
-1475000,95000,-1750,74.8
-1475000,100000,-1750,74.8
-1475000,105000,-1750,4.913
-1475000,110000,-1750,4.913
-1475000,150000,-1750,0.00585
-1475000,155000,-1750,0.00585
-1475000,160000,-1750,74.8
-1475000,165000,-1750,74.8
-1475000,170000,-1750,262.425
-1475000,175000,-1750,262.425
-1475000,180000,-1750,74.8
-1475000,185000,-1750,74.8
-1475000,190000,-1750,266.025
-1475000,195000,-1750,275.4
-1475000,200000,-1750,56.9
-1475000,205000,-1750,56.9
-1475000,210000,-1750,199.65
-1475000,215000,-1750,2.19
-1475000,220000,-1750,1.3545
-1475000,225000,-1750,1.287
-1475000,230000,-1750,2.19
-1475000,235000,-1750,0.00585
-1475000,240000,-1750,17.130000000000003
-1470000,90000,-1750,74.8
-1470000,95000,-1750,74.8
-1470000,100000,-1750,74.8
-1470000,105000,-1750,92.05
-1470000,110000,-1750,92.05
-1470000,150000,-1750,0.00585
-1470000,155000,-1750,266.025
-1470000,160000,-1750,0.00585
-1470000,165000,-1750,184.8
-1470000,170000,-1750,74.8
-1470000,175000,-1750,262.425
-1470000,180000,-1750,74.8
-1470000,185000,-1750,74.8
-1470000,190000,-1750,74.8
-1470000,195000,-1750,266.025
-1470000,200000,-1750,275.4
-1470000,205000,-1750,275.4
-1470000,210000,-1750,452.29999999999995
-1470000,215000,-1750,11.608
-1470000,220000,-1750,11.608
-1470000,225000,-1750,17.130000000000003
-1470000,230000,-1750,74.8
-1470000,235000,-1750,17.130000000000003
-1470000,240000,-1750,17.130000000000003
-1465000,95000,-1750,74.8
-1465000,110000,-1750,4.913
-1465000,115000,-1750,92.05
-1465000,140000,-1750,0.0021
-1465000,145000,-1750,0.00585
-1465000,150000,-1750,74.8
-1465000,155000,-1750,74.8
-1465000,160000,-1750,0.00585
-1465000,165000,-1750,0.00585
-1465000,170000,-1750,74.8
-1465000,175000,-1750,74.8
-1465000,180000,-1750,262.425
-1465000,185000,-1750,74.8
-1465000,190000,-1750,74.8
-1465000,195000,-1750,74.8
-1465000,200000,-1750,266.025
-1465000,205000,-1750,266.025
-1465000,210000,-1750,452.29999999999995
-1465000,215000,-1750,11.608
-1465000,220000,-1750,11.608
-1465000,225000,-1750,11.608
-1465000,230000,-1750,74.8
-1465000,235000,-1750,17.130000000000003
-1465000,240000,-1750,17.130000000000003
-1460000,50000,-1750,79.95
-1460000,115000,-1750,92.05
-1460000,135000,-1750,0.0021
-1460000,140000,-1750,0.07035
-1460000,145000,-1750,0.00585
-1460000,150000,-1750,0.00585
-1460000,155000,-1750,74.8
-1460000,160000,-1750,262.425
-1460000,165000,-1750,184.8
-1460000,170000,-1750,74.8
-1460000,175000,-1750,74.8
-1460000,180000,-1750,74.8
-1460000,185000,-1750,74.8
-1460000,190000,-1750,74.8
-1460000,195000,-1750,275.4
-1460000,200000,-1750,266.025
-1460000,205000,-1750,266.025
-1460000,210000,-1750,17.130000000000003
-1460000,215000,-1750,17.130000000000003
-1460000,220000,-1750,17.130000000000003
-1460000,225000,-1750,17.130000000000003
-1460000,230000,-1750,17.130000000000003
-1460000,235000,-1750,17.130000000000003
-1455000,50000,-1750,79.95
-1455000,55000,-1750,107.45
-1455000,115000,-1750,4.913
-1455000,120000,-1750,92.05
-1455000,135000,-1750,0.07035
-1455000,140000,-1750,0.07035
-1455000,145000,-1750,0.00585
-1455000,150000,-1750,0.07035
-1455000,155000,-1750,0.00585
-1455000,160000,-1750,0.00585
-1455000,165000,-1750,184.8
-1455000,170000,-1750,184.8
-1455000,175000,-1750,74.8
-1455000,180000,-1750,74.8
-1455000,185000,-1750,74.8
-1455000,190000,-1750,262.425
-1455000,195000,-1750,74.8
-1455000,200000,-1750,74.8
-1455000,205000,-1750,74.8
-1455000,210000,-1750,0.00585
-1455000,215000,-1750,17.130000000000003
-1455000,220000,-1750,17.130000000000003
-1455000,225000,-1750,17.130000000000003
-1455000,230000,-1750,0.00585
-1455000,235000,-1750,56.9
-1450000,40000,-1750,41.91
-1450000,45000,-1750,79.95
-1450000,50000,-1750,79.95
-1450000,55000,-1750,120.94999999999999
-1450000,60000,-1750,0.00585
-1450000,70000,-1750,86.1
-1450000,90000,-1750,74.8
-1450000,120000,-1750,112.75
-1450000,130000,-1750,0.00585
-1450000,135000,-1750,0.00585
-1450000,140000,-1750,1.3545
-1450000,145000,-1750,0.00585
-1450000,150000,-1750,0.07035
-1450000,155000,-1750,0.00585
-1450000,160000,-1750,184.8
-1450000,165000,-1750,74.8
-1450000,170000,-1750,74.8
-1450000,175000,-1750,0.00585
-1450000,180000,-1750,74.8
-1450000,185000,-1750,74.8
-1450000,190000,-1750,74.8
-1450000,195000,-1750,275.4
-1450000,200000,-1750,74.8
-1450000,205000,-1750,0.00585
-1450000,210000,-1750,74.8
-1450000,215000,-1750,17.130000000000003
-1450000,220000,-1750,17.130000000000003
-1450000,225000,-1750,17.130000000000003
-1450000,230000,-1750,17.130000000000003
-1450000,235000,-1750,56.9
-1445000,35000,-1750,41.91
-1445000,40000,-1750,41.91
-1445000,45000,-1750,79.95
-1445000,50000,-1750,79.95
-1445000,55000,-1750,92.05
-1445000,60000,-1750,74.8
-1445000,65000,-1750,0.00585
-1445000,70000,-1750,86.1
-1445000,80000,-1750,0.00585
-1445000,85000,-1750,0.00585
-1445000,90000,-1750,74.8
-1445000,125000,-1750,0.0021
-1445000,130000,-1750,0.07035
-1445000,135000,-1750,1.3545
-1445000,140000,-1750,0.07035
-1445000,145000,-1750,0.00585
-1445000,150000,-1750,1.3545
-1445000,155000,-1750,0.07035
-1445000,160000,-1750,0.00585
-1445000,165000,-1750,0.00585
-1445000,170000,-1750,74.8
-1445000,175000,-1750,74.8
-1445000,180000,-1750,0.00585
-1445000,185000,-1750,74.8
-1445000,190000,-1750,74.8
-1445000,195000,-1750,184.8
-1445000,200000,-1750,74.8
-1445000,205000,-1750,0.00585
-1445000,210000,-1750,74.8
-1445000,215000,-1750,0.00585
-1445000,220000,-1750,0.00585
-1445000,225000,-1750,0.00585
-1445000,230000,-1750,11.608
-1445000,235000,-1750,4.913
-1440000,35000,-1750,41.91
-1440000,40000,-1750,41.91
-1440000,45000,-1750,79.95
-1440000,50000,-1750,79.95
-1440000,55000,-1750,79.95
-1440000,60000,-1750,74.8
-1440000,65000,-1750,184.8
-1440000,70000,-1750,86.1
-1440000,75000,-1750,0.00585
-1440000,80000,-1750,0.00585
-1440000,85000,-1750,0.00585
-1440000,90000,-1750,74.8
-1440000,130000,-1750,40.849999999999994
-1440000,135000,-1750,40.849999999999994
-1440000,140000,-1750,0.07035
-1440000,145000,-1750,1.3545
-1440000,150000,-1750,30.86
-1440000,155000,-1750,0.00585
-1440000,160000,-1750,74.8
-1440000,165000,-1750,74.8
-1440000,170000,-1750,0.00585
-1440000,175000,-1750,0.00585
-1440000,180000,-1750,74.8
-1440000,185000,-1750,74.8
-1440000,190000,-1750,0.00585
-1440000,195000,-1750,266.025
-1440000,200000,-1750,0.4515
-1440000,205000,-1750,17.130000000000003
-1440000,210000,-1750,17.130000000000003
-1440000,215000,-1750,74.8
-1440000,220000,-1750,56.9
-1440000,225000,-1750,56.9
-1440000,230000,-1750,11.608
-1435000,15000,-1750,17.130000000000003
-1435000,20000,-1750,17.130000000000003
-1435000,30000,-1750,40.849999999999994
-1435000,35000,-1750,41.91
-1435000,40000,-1750,41.91
-1435000,45000,-1750,79.95
-1435000,50000,-1750,79.95
-1435000,55000,-1750,79.95
-1435000,60000,-1750,74.8
-1435000,65000,-1750,86.1
-1435000,70000,-1750,86.1
-1435000,75000,-1750,86.1
-1435000,80000,-1750,86.1
-1435000,85000,-1750,74.8
-1435000,90000,-1750,74.8
-1435000,125000,-1750,0.0021
-1435000,130000,-1750,74.8
-1435000,135000,-1750,184.8
-1435000,140000,-1750,74.8
-1435000,145000,-1750,30.86
-1435000,150000,-1750,0.00585
-1435000,155000,-1750,0.07035
-1435000,160000,-1750,74.8
-1435000,165000,-1750,74.8
-1435000,170000,-1750,74.8
-1435000,175000,-1750,74.8
-1435000,180000,-1750,184.8
-1435000,185000,-1750,165.7
-1435000,190000,-1750,0.00585
-1435000,195000,-1750,275.4
-1435000,200000,-1750,56.9
-1435000,205000,-1750,56.9
-1435000,210000,-1750,56.9
-1435000,215000,-1750,56.9
-1435000,220000,-1750,56.9
-1435000,225000,-1750,56.9
-1435000,230000,-1750,0.00585
-1430000,10000,-1750,0.00585
-1430000,15000,-1750,17.130000000000003
-1430000,20000,-1750,17.130000000000003
-1430000,25000,-1750,40.849999999999994
-1430000,30000,-1750,41.91
-1430000,35000,-1750,41.91
-1430000,40000,-1750,79.95
-1430000,45000,-1750,79.95
-1430000,50000,-1750,79.95
-1430000,55000,-1750,79.95
-1430000,60000,-1750,107.45
-1430000,65000,-1750,86.1
-1430000,70000,-1750,86.1
-1430000,75000,-1750,0.07035
-1430000,80000,-1750,86.1
-1430000,85000,-1750,74.8
-1430000,90000,-1750,74.8
-1430000,95000,-1750,0.00585
-1430000,125000,-1750,0.0021
-1430000,130000,-1750,74.8
-1430000,135000,-1750,74.8
-1430000,140000,-1750,74.8
-1430000,145000,-1750,40.849999999999994
-1430000,150000,-1750,40.849999999999994
-1430000,155000,-1750,40.849999999999994
-1430000,160000,-1750,74.8
-1430000,165000,-1750,74.8
-1430000,170000,-1750,74.8
-1430000,175000,-1750,184.8
-1430000,180000,-1750,0.00585
-1430000,185000,-1750,184.8
-1430000,190000,-1750,262.425
-1430000,195000,-1750,275.4
-1430000,200000,-1750,266.025
-1430000,205000,-1750,56.9
-1430000,210000,-1750,452.29999999999995
-1430000,215000,-1750,0.00585
-1430000,220000,-1750,56.9
-1430000,225000,-1750,56.9
-1430000,230000,-1750,17.130000000000003
-1425000,5000,-1750,40.849999999999994
-1425000,10000,-1750,40.849999999999994
-1425000,15000,-1750,40.849999999999994
-1425000,20000,-1750,40.849999999999994
-1425000,25000,-1750,40.849999999999994
-1425000,30000,-1750,41.91
-1425000,35000,-1750,41.91
-1425000,40000,-1750,79.95
-1425000,45000,-1750,79.95
-1425000,50000,-1750,79.95
-1425000,55000,-1750,79.95
-1425000,60000,-1750,107.45
-1425000,65000,-1750,86.1
-1425000,70000,-1750,86.1
-1425000,75000,-1750,86.1
-1425000,80000,-1750,0.00585
-1425000,85000,-1750,74.8
-1425000,90000,-1750,74.8
-1425000,95000,-1750,0.07035
-1425000,130000,-1750,0.07035
-1425000,135000,-1750,74.8
-1425000,140000,-1750,40.849999999999994
-1425000,145000,-1750,40.849999999999994
-1425000,150000,-1750,40.849999999999994
-1425000,155000,-1750,0.07035
-1425000,160000,-1750,74.8
-1425000,165000,-1750,184.8
-1425000,170000,-1750,0.07035
-1425000,175000,-1750,165.7
-1425000,180000,-1750,0.00585
-1425000,185000,-1750,184.8
-1425000,190000,-1750,262.425
-1425000,195000,-1750,275.4
-1425000,200000,-1750,266.025
-1425000,205000,-1750,56.9
-1425000,210000,-1750,56.9
-1425000,215000,-1750,56.9
-1425000,220000,-1750,56.9
-1425000,225000,-1750,11.608
-1425000,230000,-1750,11.608
-1420000,0,-1750,40.849999999999994
-1420000,5000,-1750,40.849999999999994
-1420000,10000,-1750,40.849999999999994
-1420000,15000,-1750,40.849999999999994
-1420000,20000,-1750,40.849999999999994
-1420000,25000,-1750,40.849999999999994
-1420000,30000,-1750,40.849999999999994
-1420000,35000,-1750,41.91
-1420000,40000,-1750,79.95
-1420000,45000,-1750,79.95
-1420000,50000,-1750,79.95
-1420000,55000,-1750,79.95
-1420000,60000,-1750,107.45
-1420000,65000,-1750,165.7
-1420000,70000,-1750,86.1
-1420000,75000,-1750,86.1
-1420000,80000,-1750,0.00585
-1420000,85000,-1750,74.8
-1420000,90000,-1750,74.8
-1420000,95000,-1750,4.913
-1420000,100000,-1750,0.07035
-1420000,130000,-1750,0.00585
-1420000,135000,-1750,74.8
-1420000,140000,-1750,74.8
-1420000,145000,-1750,74.8
-1420000,150000,-1750,74.8
-1420000,155000,-1750,74.8
-1420000,160000,-1750,74.8
-1420000,165000,-1750,184.8
-1420000,170000,-1750,184.8
-1420000,175000,-1750,165.7
-1420000,180000,-1750,184.8
-1420000,185000,-1750,0.07035
-1420000,190000,-1750,0.07035
-1420000,195000,-1750,275.4
-1420000,200000,-1750,266.025
-1420000,205000,-1750,262.425
-1420000,210000,-1750,452.29999999999995
