ido,keido,symbol,formationAge_ja,group_ja,lithology_ja
34.20633613,132.42577849999998,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.25265903,132.4123975,J2-31_sx_J2,中生代 中期ジュラ紀〜後期ジュラ紀 オックスフォーディアン期,付加体,混在岩 中期-後期ジュラ紀付加体
34.39155603,132.3721348,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.43783117,132.3586739,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.4840944,132.3451929,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.53034573,132.33169170000002,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.57658518,132.3181704,J1-22_sx_J1,中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期,付加体,混在岩 前期-中期ジュラ紀付加体
34.62281274,132.3046289,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.66902844,132.2910671,K21_vas_ai,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 貫入岩
34.71523228,132.277485,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.76142428,132.2638826,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.80760444,132.2502598,K21_pim_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗閃緑岩・トーナル岩 塊状 島弧・大陸
34.85377278,132.2366165,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.89992931,132.2229528,Tr22-J31_mscsi_hc,中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期,変成岩,珪質片岩 高P/T型広域変成岩　緑泥石帯
34.94607403,132.2092685,K22_vis_al,中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期,火成岩,安山岩・玄武岩質安山岩 溶岩・火砕岩
34.99220696,132.1955636,Q1-21_sb,新生代 第四紀 更新世 ジェラシアン期〜前期チバニアン期,堆積岩,汽水成層ないし海成・非海成混合層
32.82342325,132.86632279999998,Pg4_sosma,新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期,堆積岩,海成層 砂岩泥岩互層
32.87011649,132.853552,Pg14-3_somas_Pg2,新生代 古第三紀 始新世 ヤプレシアン期〜漸新世 ルペリアン期,付加体,砂岩泥岩互層 始新世-前期漸新世付加体
32.91679745,132.8407627,Pg14-3_som_Pg2,新生代 古第三紀 始新世 ヤプレシアン期〜漸新世 ルペリアン期,付加体,海成層 泥岩 始新世-前期漸新世付加体
32.96346612,132.8279547,Q31_std,新生代 第四紀 後期更新世前期,堆積岩,段丘堆積物
33.01012254,132.81512790000002,K212-22_somas_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,砂岩泥岩互層 後期白亜紀付加体
33.056766700000004,132.8022825,K212-22_som_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 泥岩 後期白亜紀付加体
33.10339861,132.7894183,K212-22_soss_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 砂岩 後期白亜紀付加体
33.1500183,132.77653519999998,K212-22_som_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 泥岩 後期白亜紀付加体
33.19662578,132.76363329999998,Q32-33_std,新生代 第四紀 後期更新世中期〜後期更新世後期,堆積岩,段丘堆積物
33.24322104,132.7507124,K212-22_somas_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,砂岩泥岩互層 後期白亜紀付加体
33.28980412,132.7377727,K21_som,中生代 後期白亜紀 セノマニアン期〜サントニアン期,堆積岩,海成層 泥岩
33.33637501,132.7248139,J2-31_soss_J2,中生代 中期ジュラ紀〜後期ジュラ紀 オックスフォーディアン期,付加体,海成層 砂岩 中期-後期ジュラ紀付加体
33.38293374,132.7118361,J1-22_sx_J1,中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期,付加体,混在岩 前期-中期ジュラ紀付加体
33.4294803,132.6988393,J1-22_sx_J1,中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期,付加体,混在岩 前期-中期ジュラ紀付加体
33.47601472,132.6858233,Q1-21_sn,新生代 第四紀 更新世 ジェラシアン期〜前期チバニアン期,堆積岩,非海成層
33.522537,132.6727882,K122-Pg12_mscma_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,苦鉄質片岩 高P/T型広域変成岩　緑泥石帯
33.56904717,132.65973390000002,Q1-21_sn,新生代 第四紀 更新世 ジェラシアン期〜前期チバニアン期,堆積岩,非海成層
33.61554522,132.6466604,K122-Pg12_mscma_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,苦鉄質片岩 高P/T型広域変成岩　緑泥石帯
33.66203117,132.6335676,K122-Pg12_mscma_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,苦鉄質片岩 高P/T型広域変成岩　緑泥石帯
33.987095000000004,132.5413748,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.12622772,132.5015703,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
34.26525267,132.4615882,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.35787625,132.43483419999998,H2_or,新生代 第四紀 後期完新世,その他,盛り土・埋立地・干拓地
34.40417016,132.4214273,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.45045215,132.4080004,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.49672226,132.3945534,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.54298047,132.38108640000002,J1-22_sx_J1,中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期,付加体,混在岩 前期-中期ジュラ紀付加体
34.58922681,132.3675992,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.63546129,132.3540919,K21_vis_al,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,安山岩・玄武岩質安山岩 溶岩・火砕岩
34.68168392,132.3405644,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.72789470000001,132.3270166,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.77409365,132.31344840000003,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.82028078,132.29986,K21_pim_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗閃緑岩・トーナル岩 塊状 島弧・大陸
34.8664561,132.2862511,Q1-21_sb,新生代 第四紀 更新世 ジェラシアン期〜前期チバニアン期,堆積岩,汽水成層ないし海成・非海成混合層
34.91261963,132.2726218,Pg2_vis_al,新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期,火成岩,安山岩・玄武岩質安山岩 溶岩・火砕岩
34.95877136,132.258972,K22_vis_al,中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期,火成岩,安山岩・玄武岩質安山岩 溶岩・火砕岩
35.00491132,132.2453017,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
32.78906581,132.9272216,N1_som,新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期,堆積岩,海成層 泥岩
32.83577772,132.914502,Pg4_soss,新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期,堆積岩,海成層 砂岩
32.88247735,132.901764,Pg4_sod,新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期,堆積岩,海成層 崩壊堆積物
32.92916469,132.88900729999997,Pg14-3_som_Pg2,新生代 古第三紀 始新世 ヤプレシアン期〜漸新世 ルペリアン期,付加体,海成層 泥岩 始新世-前期漸新世付加体
32.97583978,132.87623200000002,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
33.02250261,132.8634381,K212-22_somas_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,砂岩泥岩互層 後期白亜紀付加体
33.06915321,132.85062539999998,K212-22_soss_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 砂岩 後期白亜紀付加体
33.11579157,132.8377941,K212-22_soss_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 砂岩 後期白亜紀付加体
33.16241772,132.8249439,K212-22_somas_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,砂岩泥岩互層 後期白亜紀付加体
33.20903167,132.8120749,K212-22_somas_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,砂岩泥岩互層 後期白亜紀付加体
33.25563342,132.79918700000002,K212-22_somas_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,砂岩泥岩互層 後期白亜紀付加体
33.302223,132.78628030000002,K12-212_somas_K1,中生代 前期白亜紀 アプチアン期〜後期白亜紀 チューロニアン期,付加体,砂岩泥岩互層 前期白亜紀後期-後期白亜紀前期付加体
33.348800399999995,132.77335459999998,J2-31_soss_J2,中生代 中期ジュラ紀〜後期ジュラ紀 オックスフォーディアン期,付加体,海成層 砂岩 中期-後期ジュラ紀付加体
33.39536565,132.7604099,Q33-H_sfd,新生代 第四紀 後期更新世後期〜完新世,堆積岩,扇状地・崖錐堆積物
33.44191876,132.7474462,J1-22_soss_J1,中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期,付加体,海成層 砂岩 前期-中期ジュラ紀付加体
33.48845973,132.7344634,J1-22_sx_J1,中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期,付加体,混在岩 前期-中期ジュラ紀付加体
33.53498858,132.7214615,K122-Pg12_mscma_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,苦鉄質片岩 高P/T型広域変成岩　緑泥石帯
33.58150533,132.7084405,K122-Pg12_mscpe_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,泥質片岩 高P/T型広域変成岩　緑泥石帯
33.62800997,132.6954003,K122-Pg12_mscma_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,苦鉄質片岩 高P/T型広域変成岩　緑泥石帯
33.67450253,132.6823408,K122-Pg12_mgama_ham,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　角閃岩相
33.72098301,132.6692621,K22_sosma,中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期,堆積岩,海成層 砂岩泥岩互層
33.95320472,132.6035779,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
34.18512627,132.5374056,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.37044837,132.4841127,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.416749100000004,132.47073980000002,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.46303794,132.4573469,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.5093149,132.4439341,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.55557998,132.4305012,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.60183321,132.4170482,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.64807458,132.40357509999998,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.69430412,132.3900819,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.74052182,132.37656840000002,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.78672772,132.3630346,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.8329218,132.3494806,Pg1_pim_a,新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期,火成岩,花崗閃緑岩・トーナル岩 塊状 島弧・大陸
34.87910409,132.33590619999998,Pg2_vas_ap,新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.92527459,132.32231140000002,Pg2_vas_ap,新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.97143333,132.3086961,Tr22-J31_mscma_hc,中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期,変成岩,苦鉄質片岩 高P/T型広域変成岩　緑泥石帯
35.01758029,132.2950604,P_pbg_a,古生代 ペルム紀,火成岩,斑れい岩 島弧・大陸
32.75464867,132.98805520000002,Pg4_sod,新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期,堆積岩,海成層 崩壊堆積物
32.89480348,132.9499945,Pg4_soss,新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期,堆積岩,海成層 砂岩
32.94149721,132.9372706,Pg14-3_som_Pg2,新生代 古第三紀 始新世 ヤプレシアン期〜漸新世 ルペリアン期,付加体,海成層 泥岩 始新世-前期漸新世付加体
32.98817868,132.9245281,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
33.03484792,132.9117669,K212-22_som_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 泥岩 後期白亜紀付加体
33.08150494,132.8989871,K212-22_somas_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,砂岩泥岩互層 後期白亜紀付加体
33.12814973,132.8861886,K212-22_soss_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 砂岩 後期白亜紀付加体
33.17478233,132.87337140000002,K212-22_soss_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 砂岩 後期白亜紀付加体
33.22140274,132.8605354,K212-22_som_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 泥岩 後期白亜紀付加体
33.26801096,132.8476806,K212-22_som_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 泥岩 後期白亜紀付加体
33.31460702,132.83480690000002,K12-212_som_K1,中生代 前期白亜紀 アプチアン期〜後期白亜紀 チューロニアン期,付加体,海成層 泥岩 前期白亜紀後期-後期白亜紀前期付加体
33.36119093,132.8219143,K12-212_som_K1,中生代 前期白亜紀 アプチアン期〜後期白亜紀 チューロニアン期,付加体,海成層 泥岩 前期白亜紀後期-後期白亜紀前期付加体
33.40776269,132.8090027,P2-3_sx_P2,古生代 ペルム紀 グアダルピアン世〜ローピンジアン世,付加体,混在岩 中期-後期ペルム紀付加体
33.45432232,132.7960722,Tr22-J31_mscpe_hc,中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期,変成岩,泥質片岩 高P/T型広域変成岩　緑泥石帯
33.50086983,132.7831226,J1-22_sx_J1,中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期,付加体,混在岩 前期-中期ジュラ紀付加体
33.54740524,132.770154,K122-Pg12_mscma_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,苦鉄質片岩 高P/T型広域変成岩　緑泥石帯
33.59392855,132.7571663,K122-Pg12_mscpe_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,泥質片岩 高P/T型広域変成岩　緑泥石帯
33.64043977,132.7441594,K122-Pg12_mscma_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,苦鉄質片岩 高P/T型広域変成岩　緑泥石帯
33.68693892,132.73113329999998,K122-Pg12_mscma_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,苦鉄質片岩 高P/T型広域変成岩　緑泥石帯
33.73342601,132.718088,K22_sosma,中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期,堆積岩,海成層 砂岩泥岩互層
33.77990105,132.7050235,H_ssd,新生代 第四紀 完新世,堆積岩,海岸・砂丘堆積物
33.82636406,132.69193959999998,H2_or,新生代 第四紀 後期完新世,その他,盛り土・埋立地・干拓地
33.96568095,132.6525716,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.24399127,132.5733085,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.29033452,132.5600292,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.33666586,132.54673,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.38298529,132.5334111,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.42929284,132.52007220000002,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.47558851,132.5067135,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.5218723,132.4933348,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.56814424,132.4799361,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.61440434,132.4665174,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.66065259,132.4530786,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.70688902,132.4396196,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.75311364,132.4261405,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.79932646,132.41264109999997,Pg2_pam_a,新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.84552748,132.3991215,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.89171673,132.3855816,Pg2_pam_a,新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.9378942,132.37202140000002,Pg2_vas_ap,新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.98405991,132.35844070000002,Pg2_vas_ap,新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
35.03021387,132.3448396,N1_vis_al,新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期,火成岩,安山岩・玄武岩質安山岩 溶岩・火砕岩
35.0763561,132.331218,H_ssd,新生代 第四紀 完新世,堆積岩,海岸・砂丘堆積物
32.90709487,132.9982436,Pg4_sosma,新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期,堆積岩,海成層 砂岩泥岩互層
32.95379496,132.9855524,Pg14-3_sx_Pg2,新生代 古第三紀 始新世 ヤプレシアン期〜漸新世 ルペリアン期,付加体,混在岩 始新世-前期漸新世付加体
33.00048282,132.9728427,Pg14-3_somas_Pg2,新生代 古第三紀 始新世 ヤプレシアン期〜漸新世 ルペリアン期,付加体,砂岩泥岩互層 始新世-前期漸新世付加体
33.04715845,132.9601144,K212-22_somas_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,砂岩泥岩互層 後期白亜紀付加体
33.09382187,132.9473675,K212-22_soss_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 砂岩 後期白亜紀付加体
33.14047309,132.934602,K212-22_soss_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 砂岩 後期白亜紀付加体
33.18711211,132.92181770000002,K212-22_soss_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 砂岩 後期白亜紀付加体
33.23373896,132.9090147,J33-K212_sor_K2,中生代 後期ジュラ紀 チトニアン期〜後期白亜紀 チューロニアン期,付加体,多色泥岩 後期白亜紀付加体
33.28035365,132.8961929,K212-22_som_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 泥岩 後期白亜紀付加体
33.32695618,132.8833523,K12-212_somas_K1,中生代 前期白亜紀 アプチアン期〜後期白亜紀 チューロニアン期,付加体,砂岩泥岩互層 前期白亜紀後期-後期白亜紀前期付加体
33.37354657,132.8704929,K12-212_soss_K1,中生代 前期白亜紀 アプチアン期〜後期白亜紀 チューロニアン期,付加体,海成層 砂岩 前期白亜紀後期-後期白亜紀前期付加体
33.42012483,132.8576145,Tr22-J31_mscpe_hc,中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期,変成岩,泥質片岩 高P/T型広域変成岩　緑泥石帯
33.46669098,132.8447172,O-S_pu_o,古生代 オルドビス紀〜シルル紀,火成岩,超苦鉄質岩類 海洋
33.51324501,132.83180090000002,J1-22_sx_J1,中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期,付加体,混在岩 前期-中期ジュラ紀付加体
33.55978696,132.8188656,K122-Pg12_mpype_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,泥質千枚岩 高P/T型広域変成岩　緑泥石帯
33.60631682,132.8059112,K122-Pg12_mscpe_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,泥質片岩 高P/T型広域変成岩　緑泥石帯
33.6528346,132.7929377,K122-Pg12_mscma_hc,中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期,変成岩,苦鉄質片岩 高P/T型広域変成岩　緑泥石帯
33.69934034,132.7799451,N1_snc,新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期,堆積岩,非海成層 礫岩
33.74583402,132.76693329999998,K22_sosma,中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期,堆積岩,海成層 砂岩泥岩互層
33.79231566,132.7539022,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
33.83878529,132.7408519,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
33.8852429,132.72778219999998,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
34.21011077,132.6357504,J1-22_sx_J1,中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期,付加体,混在岩 前期-中期ジュラ紀付加体
34.25647268,132.6225247,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.30282269,132.6092793,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.34916079999999,132.5960142,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.39548702,132.5827293,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.44180136,132.5694246,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.48810384,132.5561,J1-22_sx_J1,中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期,付加体,混在岩 前期-中期ジュラ紀付加体
34.53439446,132.5427555,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.58067324,132.5293911,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.62694019,132.5160066,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.67319531,132.5026021,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.71943863,132.48917749999998,K21_pam_a,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.76567014,132.4757328,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
34.81188987,132.4622679,Pg2_pam_a,新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期,火成岩,花崗岩 塊状 島弧・大陸
34.85809781,132.4487828,K21_vas_ap,中生代 後期白亜紀 セノマニアン期〜サントニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.90429399,132.4352774,Pg2_vas_ap,新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.95047842,132.4217517,Pg2_vas_ap,新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
34.99665109,132.4082057,Pg2_vas_ap,新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期,火成岩,デイサイト・流紋岩 大規模火砕流
35.04281204,132.3946393,H_sad,新生代 第四紀 完新世,堆積岩,谷底平野・山間盆地・河川・海岸平野堆積物
35.08896125,132.3810524,Q12_vas_al,新生代 第四紀 更新世 カラブリアン期,火成岩,デイサイト・流紋岩 溶岩・火砕岩
33.05943419,133.00848059999998,Pg14-3_somas_Pg2,新生代 古第三紀 始新世 ヤプレシアン期〜漸新世 ルペリアン期,付加体,砂岩泥岩互層 始新世-前期漸新世付加体
33.106103999999995,132.9957666,K212-22_soss_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 砂岩 後期白亜紀付加体
33.15276162,132.983034,K212-22_som_K2,中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期,付加体,海成層 泥岩 後期白亜紀付加体
