x,y,h,z,h_z,t,ido,keido
-1014197.5090000001,-122147.7582,221.0,500,-279.0,250.0,33.074283,139.812225
-1011614.026,-122277.93199999999,168.0,500,-332.0,57.2,33.076861,139.837969
-1014572.135,-121790.1258,258.0,500,-242.0,212.3,33.077139,139.807972
-1015153.2990000001,-122174.9686,163.0,500,-337.0,246.1,33.072608,139.802817
-1399187.754,28246.487999999998,184.0,500,-316.0,23.6,33.817106,135.724753
-1396758.1919999998,31490.8734,240.0,500,-260.0,45.1,33.852589,135.741756
-1394431.7580000001,29838.7892,68.0,500,-432.0,64.8,33.841846999999994,135.76835
-1393959.3469999998,28311.066000000003,57.0,500,-443.0,50.0,33.828461,135.776325
-1396172.499,31135.0191,135.0,500,-365.0,90.7,33.85045,135.748322
-1839529.246,82452.031,760.0,500,260.0,39.6,33.276371999999995,131.287586
-1847436.8,80344.8115,488.0,500,-12.0,44.7,33.235541999999995,131.21731699999998
-1842244.9619999998,89452.9198,520.0,500,20.0,55.8,33.333864,131.241758
-1860115.2230000002,80507.2698,734.0,500,234.0,28.0,33.202686,131.09483899999998
-1855307.503,95405.58300000001,452.0,500,-48.0,35.6,33.353581,131.09899199999998
-1837177.519,81619.0273,828.0,500,328.0,93.4,33.274983,131.312586
-1846903.993,79872.2534,490.0,500,-10.0,71.5,33.232606,131.223775
-1838190.169,75194.6733,538.0,500,38.0,138.9,33.212761,131.320789
-1839858.594,72892.8159,837.0,500,337.0,168.5,33.186953,131.311156
-1843623.124,74179.8074,876.0,500,376.0,39.0,33.188742,131.271322
-1844109.226,68579.4024,961.0,500,461.0,15.7,33.135553,131.28231399999999
-1844332.755,75750.6301,801.0,500,301.0,52.3,33.201378000000005,131.260092
-1841027.685,73252.6565,831.0,500,331.0,203.8,33.187142,131.298897
-1840881.53,71637.1019,809.0,500,309.0,120.6,33.172569,131.30481899999998
-1838945.5,73667.158,608.0,500,108.0,138.9,33.196581,131.31778300000002
-1842930.73,75313.0044,765.0,500,265.0,43.9,33.201103,131.274814
-1827757.03,70583.286,191.0,500,-309.0,71.9,33.197986,131.43411899999998
-1834188.1469999999,71516.8552,250.0,500,-250.0,66.9,33.189428,131.369586
-1837997.235,69318.5769,636.0,500,136.0,50.4,33.158839,131.339047
-1827367.688,73465.9566,476.0,500,-24.0,49.6,33.225742,131.42986399999998
-1832124.9419999998,72992.3404,523.0,500,23.0,18.5,33.208628000000004,131.385347
-1835627.3530000001,70744.7076,531.0,500,31.0,37.3,33.178414000000004,131.357881
-1831523.355,68064.6447,233.0,500,-267.0,41.8,33.164572,131.404847
-1844626.11,72954.7307,1005.0,500,505.0,21.8,33.174692,131.2651
-1841608.856,60870.2704,586.0,500,86.0,55.9,33.070839,131.327867
-1846945.0580000002,62751.2088,990.0,500,490.0,48.7,33.073908,131.271347
-1851085.3909999998,60898.1538,829.0,500,329.0,25.3,33.045564,131.236764
-1844790.697,62118.0054,792.0,500,292.0,53.1,33.073844,131.293814
-1848191.3090000001,61136.415,819.0,500,319.0,52.8,33.055583,131.26388899999998
-1842562.8090000001,62157.7797,695.0,500,195.0,67.8,33.080208,131.315111
-1846955.46,62768.0474,994.0,500,494.0,49.6,33.074036,131.2712
-1850870.2680000002,62902.6162,1071.0,500,571.0,76.5,33.064719000000004,131.233219
-1842458.6090000002,64425.78,897.0,500,397.0,50.4,33.101508,131.309786
-1852482.095,63462.0873,1130.0,500,630.0,74.9,33.065546999999995,131.216172
-1877372.256,51800.8382,525.0,500,25.0,18.1,32.889833,131.010381
-1879228.815,46001.6943,426.0,500,-74.0,41.4,32.831025,131.008997
-1885623.493,56505.3482,304.0,500,-196.0,16.2,32.910789,130.918111
-1876951.0459999999,49778.0178,521.0,500,21.0,55.8,32.872244,131.020122
-1877205.5590000001,48324.5234,481.0,500,-19.0,34.9,32.858081,131.02178899999998
-1876616.381,50518.7913,619.0,500,119.0,122.4,32.880022,131.021233
-1880436.1130000001,48498.7687,457.0,500,-43.0,57.9,32.850858,130.99040300000001
-1884087.4019999998,51767.779,185.0,500,-315.0,55.1,32.871133,130.946239
-1875901.045,49498.3453,709.0,500,209.0,78.8,32.872522,131.030956
-1876242.535,49029.7294,636.0,500,136.0,53.1,32.867247,131.029011
-1955169.227,61325.3341,311.0,500,-189.0,132.8,32.760946999999994,130.240608
-1958882.105,58697.9656,145.0,500,-355.0,64.3,32.726110999999996,130.212989
-1953281.97,61060.3774,544.0,500,44.0,65.9,32.763864,130.259344
-1958122.946,59234.3997,132.0,500,-368.0,142.8,32.733228000000004,130.218636
-1956313.634,57630.0387,586.0,500,86.0,46.4,32.723556,130.240544
-1956121.1930000002,62179.10400000001,377.0,500,-123.0,46.3,32.766125,130.229047
-1955668.0469999998,59399.5293,392.0,500,-108.0,207.9,32.741739,130.241503
-1957496.823,62905.8994,137.0,500,-363.0,26.5,32.768921999999996,130.213825
-1958142.0690000001,59189.4131,124.0,500,-376.0,170.9,32.732758000000004,130.21858600000002
-1960504.155,58178.5904,53.0,500,-447.0,43.5,32.716692,130.199089
-2104486.124,102049.05900000001,99.0,500,-401.0,25.5,32.695085999999996,128.70185800000002
-2106173.514,99344.8867,19.0,500,-481.0,45.1,32.665122,128.69445
-2109513.645,97650.4985,12.0,500,-488.0,35.5,32.639353,128.66829199999998
-2109228.3019999997,101894.3551,4.0,500,-496.0,55.9,32.679147,128.657611
-2103613.001,97748.6853,111.0,500,-389.0,34.9,32.658311,128.723617
-2108762.32,101021.0649,8.0,500,-492.0,69.6,32.672567,128.664758
-2107380.611,99946.7488,2.0,500,-498.0,51.0,32.666947,128.681172
-1923148.5580000002,-34372.1091,1001.0,500,501.0,98.6,31.964119,130.818525
-1922024.0119999999,-33991.1447,967.0,500,467.0,99.0,31.970778000000003,130.828053
-1922945.664,-33821.4726,951.0,500,451.0,107.0,31.9698,130.81888899999998
-1923349.157,-35075.0964,955.0,500,455.0,98.9,31.957028,130.818611
-1932994.835,-21261.9024,321.0,500,-179.0,42.1,32.058533000000004,130.688681
-1935726.594,-22317.3015,235.0,500,-265.0,29.5,32.041106,130.66591100000002
-1934891.166,-27610.1435,236.0,500,-264.0,49.7,31.994283000000003,130.68878600000002
-1936299.625,-24256.2239,196.0,500,-304.0,59.9,32.0215,130.666008
-1933218.159,-26258.7808,288.0,500,-212.0,98.2,32.011503000000005,130.700728
-1933194.669,-24894.082000000002,350.0,500,-150.0,56.0,32.024244,130.697086
-1932375.688,-27139.4253,441.0,500,-59.0,73.6,32.005672,130.711161
-1935276.3090000001,-27302.6641,241.0,500,-259.0,98.0,31.996064,130.68428600000001
-1931784.437,-26756.077,476.0,500,-24.0,110.9,32.010881,130.71565
-1935423.9340000001,-26736.7745,237.0,500,-263.0,84.0,32.000908,130.68129199999998
-1921765.033,-43370.4762,756.0,500,256.0,137.2,31.884286,130.856817
-1921770.086,-43367.4668,756.0,500,256.0,140.8,31.8843,130.856761
-1921767.146,-43374.363,756.0,500,256.0,154.7,31.884244,130.856808
-1921771.6719999998,-43371.7254,756.0,500,256.0,142.5,31.884256,130.856758
-1921765.341,-43366.5139,756.0,500,256.0,172.3,31.884321999999997,130.856803
-1925621.104,-36083.8578,857.0,500,357.0,72.1,31.941346999999997,130.800042
-1927017.614,-34889.6536,760.0,500,260.0,51.0,31.948569,130.783525
-1927700.408,-35992.9301,699.0,500,199.0,41.7,31.936417,130.7802
-1926841.4030000002,-38190.531,692.0,500,192.0,162.6,31.918375,130.794475
-1924123.5369999998,-39909.4465,857.0,500,357.0,263.7,31.909936,130.8249
-1926877.364,-39129.6992,598.0,500,98.0,145.6,31.909544,130.796778
-1923460.582,-38655.5163,1032.0,500,532.0,197.9,31.923433000000003,130.827622
-1923278.04,-39449.8988,907.0,500,407.0,211.9,31.916553000000004,130.831572
-1923908.642,-37897.4087,1028.0,500,528.0,112.9,31.929239000000003,130.821272
-1924647.678,-37817.3946,964.0,500,464.0,128.9,31.927933000000003,130.814086
-1964744.108,-98328.3217,117.0,500,-383.0,92.8,31.252753000000002,130.60861699999998
-1969813.3169999998,-96745.6488,68.0,500,-432.0,29.1,31.253225,130.556953
-1966324.718,-99246.3496,269.0,500,-231.0,50.3,31.239753000000004,130.596478
-1970472.325,-101367.1343,81.0,500,-419.0,50.9,31.208311,130.563836
-1964914.26,-99040.1362,226.0,500,-274.0,140.3,31.245642,130.609033
-1965626.3190000001,-98306.5032,192.0,500,-308.0,114.0,31.250475,130.600339
-1969073.6069999998,-103242.3743,130.0,500,-370.0,71.1,31.194778000000003,130.582128
-1965954.257,-100071.349,292.0,500,-208.0,164.8,31.233108,130.602247
-1970766.128,-104690.8289,25.0,500,-475.0,68.8,31.176510999999998,130.570456
-838922.7912,460730.6986,606.0,500,106.0,118.8,38.815556,140.734726
-839919.3749,458906.1761,535.0,500,35.0,91.6,38.797222,140.726669
-841468.6085,461655.9991,660.0,500,160.0,31.1,38.820834999999995,140.705551
-841080.9417,458623.6633,499.0,500,-1.0,109.3,38.793056,140.714447
-842708.4554,457751.9965,244.0,500,-256.0,106.5,38.782776,140.698059
-846189.9578,462861.3012,428.0,500,-72.0,65.5,38.825832,140.652222
-821281.3397,569722.1759,569.0,500,69.0,48.8,39.853558,140.760013
-818767.9093,577152.0841,567.0,500,67.0,104.1,39.925881,140.776347
-824820.2847,579300.1974,498.0,500,-2.0,84.4,39.937917,140.705678
-824062.5929,574051.3960000001,490.0,500,-10.0,43.5,39.890147,140.722344
-819089.1803,582959.713,1063.0,500,563.0,176.3,39.979417,140.7637
-820987.3795,579346.9403,903.0,500,403.0,125.7,39.943375,140.748233
-817336.8224,582653.5651,1084.0,500,584.0,149.2,39.978858,140.783683
-816737.3897,583589.7096,889.0,500,389.0,76.7,39.988335,140.788895
-825038.6322,571251.2124,433.0,500,-67.0,43.8,39.862846999999995,140.715894
-821677.7457,570280.4206,530.0,500,30.0,24.0,39.858228000000004,140.754739
-826246.6008,572378.2834,405.0,500,-95.0,33.3,39.871733,140.70070800000002
-824106.9563,574036.1336,486.0,500,-14.0,28.1,39.889947,140.721875
-824778.1147,577497.4532,448.0,500,-52.0,74.6,39.921225,140.708981
-821791.2574,569016.2526,681.0,500,181.0,23.3,39.846331,140.755453
-826839.2515,575088.6296,406.0,500,-94.0,49.8,39.896136,140.689861
-826457.8697,571245.3477,404.0,500,-96.0,49.0,39.860928,140.700142
-821289.9692,583446.7032,933.0,500,433.0,38.4,39.981064,140.738442
-812441.0019,584840.251,723.0,500,223.0,107.5,40.005531,140.834789
-806024.6502,581629.3222,1014.0,500,514.0,69.3,39.983975,140.911206
-805087.1537,577839.2627,1002.0,500,502.0,70.5,39.949958,140.927469
-1851161.649,70484.262,872.0,500,372.0,60.0,33.134167,131.20916699999998
-1851085.025,70251.7895,892.0,500,392.0,86.1,33.132221,131.210556
-1922450.51,-38190.6331,1147.0,500,647.0,164.3,31.930555,130.835831
-1923184.62,-38180.7704,1065.0,500,565.0,145.0,31.928612,130.82888799999998
-813698.5755,814559.9966,109.0,500,-391.0,190.8,42.128887,140.449173
-813329.7907,813632.233,104.0,500,-396.0,209.4,42.120834,140.455002
-814350.1057,813388.4718,119.0,500,-381.0,241.7,42.117222,140.443604
-1856439.231,74667.274,841.0,500,341.0,207.5,33.158611,131.14666699999998
-1857158.035,73497.6245,892.0,500,392.0,210.8,33.145832,131.143051
-1857153.534,72326.2056,1002.0,500,502.0,219.8,33.134997999999996,131.146393
-817542.1925,583373.5683,1019.0,500,519.0,166.1,39.985279,140.780273
-816799.9758,582791.1308,1066.0,500,566.0,225.5,39.980835,140.789444
-853254.0446,477902.9274,496.0,500,-4.0,195.4,38.956665,140.55166599999998
-894540.2045,445800.5885,378.0,500,-122.0,169.2,38.600834000000006,140.15361000000001
-894256.2775,445638.9972,422.0,500,-78.0,173.1,38.599724,140.156952
-1966805.445,-104257.3807,58.0,500,-442.0,138.7,31.191703000000004,130.606086
-1966362.024,-103949.2642,51.0,500,-449.0,150.8,31.195821999999996,130.60934699999999
-1924730.551,-33087.9557,676.0,500,176.0,74.5,31.971666,130.800003
-1924332.774,-32937.6491,651.0,500,151.0,68.6,31.974166999999998,130.803329
-1075767.938,261277.1002,1557.0,500,1057.0,149.5,36.60136,138.54435700000002
-1076087.0590000001,259569.2613,1298.0,500,798.0,136.8,36.584846,138.544144
-1175229.978,237799.6238,1486.0,500,986.0,104.8,36.211665999999994,137.555557
-1175917.955,238138.6916,1186.0,500,686.0,139.7,36.213612,137.547775
-847723.0329,481908.2727,686.0,500,186.0,190.0,39.001389,140.605835
-847503.3648,481668.0885,715.0,500,215.0,215.0,38.999443,140.60861200000002
-813902.4601,583438.9996,996.0,500,496.0,223.0,39.990619,140.82069199999998
-813814.9927,583692.3391,964.0,500,464.0,162.2,39.993086,140.821272
-1840442.5769999998,79539.4391,787.0,500,287.0,162.2,33.246944,131.28694199999998
-1841171.495,79511.1685,659.0,500,159.0,146.5,33.24472,131.279999
-1922560.3180000002,-33915.0113,966.0,500,466.0,188.0,31.969998999999998,130.822784
-1923010.716,-33840.3649,961.0,500,461.0,97.8,31.969444,130.818329
-1924439.489,-38434.0992,959.0,500,459.0,159.1,31.922777000000004,130.81778
-1924925.294,-38378.7395,922.0,500,422.0,148.9,31.921944,130.813049
-816380.421,583931.5363,782.0,500,282.0,164.0,39.991975,140.792336
-816387.0697,583231.8988,909.0,500,409.0,187.0,39.985467,140.793353
-1856969.707,74042.7497,761.0,500,261.0,200.6,33.15139,131.143326
-1857145.2519999999,74034.0249,776.0,500,276.0,198.8,33.150833,131.141663
-809528.7867,575858.1043,1160.0,500,660.0,109.6,39.925835,140.881104
-812850.2335,566337.7675,670.0,500,170.0,61.4,39.833057000000004,140.858887
-812796.5275,566180.5627,677.0,500,177.0,151.2,39.831665,140.859726
-1857023.763,70698.4136,1034.0,1000,34.0,47.4,33.120277,131.152222
-1852338.757,71697.8609,828.0,1000,-172.0,69.3,33.142223,131.194443
-1858458.966,66589.8616,752.0,1000,-248.0,95.8,33.078334999999996,131.149994
-1855827.28,68758.5937,1196.0,1000,196.0,113.9,33.105556,131.169174
-1854622.765,75245.4041,740.0,1000,-260.0,188.5,33.168888,131.162506
-1858853.416,75105.1485,626.0,1000,-374.0,178.1,33.156113,131.122223
-1858069.21,71964.6533,859.0,1000,-141.0,75.6,33.129166,131.138611
-1856156.938,66545.7065,940.0,1000,-60.0,138.2,33.084167,131.172226
-1849538.221,69710.7795,970.0,1000,-30.0,135.7,33.13139,131.226944
-1851117.034,70441.1151,885.0,1000,-115.0,121.5,33.133888,131.20971699999998
-1838469.8159999999,77196.9677,658.0,1000,-342.0,114.3,33.230556,131.3125
-769271.6515,731729.2259,350.0,1000,-650.0,92.2,41.421944,141.094162
-821610.6847,564006.0772,648.0,1000,-352.0,87.0,39.799999,140.765274
-1856789.013,75249.7628,781.0,1000,-219.0,181.0,33.163055,131.141663
-1857025.195,75229.213,800.0,1000,-200.0,205.9,33.162224,131.13945
-1857144.144,75023.8466,797.0,1000,-203.0,206.1,33.16,131.13888500000002
-1857121.189,75497.1435,770.0,1000,-230.0,206.4,33.164444,131.13777199999998
-1844269.914,77983.0394,687.0,1000,-313.0,69.0,33.222221000000005,131.25444
-882807.7382,396304.6543,612.0,1000,-388.0,76.1,38.154999,140.359726
-417331.2793,950437.1166,202.0,1000,-798.0,86.1,43.788569,144.954322
-410764.2218,956920.439,201.0,1000,-799.0,80.3,43.853008,145.027539
-418630.6006,940932.1053,222.0,1000,-778.0,118.4,43.699903000000006,144.94743300000002
-423221.7502,937992.4896,450.0,1000,-550.0,122.5,43.6695,144.894972
-420808.544,941016.1212,426.0,1000,-574.0,209.7,43.699135999999996,144.92117199999998
-440672.3701,931678.3977,278.0,1000,-722.0,95.3,43.598492,144.691461
-422137.7095,942547.9276,300.0,1000,-700.0,92.3,43.712333,144.903772
-430458.4259,937013.0684,297.0,1000,-703.0,74.7,43.655246999999996,144.808961
-439174.9228,935026.0536,331.0,1000,-669.0,61.5,43.630511,144.70620300000002
-468265.6281,932170.3539,198.0,1000,-802.0,24.4,43.581908,144.360117
-471970.1154,930862.9948,130.0,1000,-870.0,85.2,43.566908000000005,144.31706699999998
-469809.6191,928751.7148,148.0,1000,-852.0,71.6,43.549133000000005,144.345122
-465467.2397,926094.9344,130.0,1000,-870.0,52.8,43.528025,144.399839
-465707.0217,919978.8011,140.0,1000,-860.0,98.5,43.471367,144.403178
-469022.7655,930816.166,147.0,1000,-853.0,56.4,43.568811,144.352431
-487790.5587,914181.8412,357.0,1000,-643.0,163.0,43.40015,144.145283
-493373.0547,908025.7483,503.0,1000,-497.0,97.8,43.338710999999996,144.085222
-496707.55700000003,908046.4746,426.0,1000,-574.0,108.9,43.336133000000004,144.045439
-487727.7973,915541.312,388.0,1000,-612.0,173.1,43.412753,144.144592
-493941.8733,912906.8302,761.0,1000,-239.0,259.0,43.383308,144.07321100000001
-483699.1654,916891.5040000001,469.0,1000,-531.0,122.0,43.428506,144.19128899999998
-489466.0151,908807.3598,285.0,1000,-715.0,103.5,43.34915,144.130986
-590297.0548,963270.1197,696.0,1000,-304.0,75.1,43.759611,142.860242
-594511.0631,961132.8279,876.0,1000,-124.0,70.0,43.735721999999996,142.812469
-589384.9511,961767.5555,912.0,1000,-88.0,113.9,43.746689,142.87313899999998
-595274.8216,959013.4921,1024.0,1000,24.0,88.7,43.715447,142.806083
-584614.0214,961239.5044,595.0,1000,-405.0,195.3,43.746558,142.931069
-585042.5162,964528.1516,607.0,1000,-393.0,84.2,43.776408,142.921689
-746800.5065,899280.5345,399.0,1000,-601.0,132.2,42.9952,141.09156399999998
-748365.6813,897362.6592,567.0,1000,-433.0,299.5,42.975608,141.076186
-745207.8821,898627.0926,357.0,1000,-643.0,117.0,42.991172,141.111375
-749202.4968,898428.6073,514.0,1000,-486.0,267.1,42.984367,141.06462199999999
-747178.5,893353.3236,648.0,1000,-352.0,151.3,42.940208,141.096567
-760099.1507,909074.3907,554.0,1000,-446.0,88.9,43.068525,140.918956
-754068.9928,906697.8845,727.0,1000,-273.0,138.8,43.054303000000004,140.99395
-757279.949,904334.7471,609.0,1000,-391.0,80.9,43.028525,140.959908
-755975.9528,902161.9477,677.0,1000,-323.0,194.1,43.010194,140.978797
-754101.2606,905956.6013,792.0,1000,-208.0,107.4,43.047447,140.994767
-755213.4808,858895.4201,349.0,1000,-651.0,108.9,42.613021999999994,141.057147
-757014.0155,857181.9872,397.0,1000,-603.0,109.1,42.594986,141.038817
-758285.1187,855875.4852,247.0,1000,-753.0,125.9,42.581358,141.026039
-761289.4032,853607.1698,297.0,1000,-703.0,94.6,42.556686,140.994553
-752692.9193,849446.9545,433.0,1000,-567.0,271.1,42.529146999999995,141.10159199999998
-753496.3317,858054.72,456.0,1000,-544.0,138.6,42.607428000000006,141.078569
-756534.7091,854539.6539,518.0,1000,-482.0,133.5,42.571253000000006,141.048628
-751683.1812,847878.5709,337.0,1000,-663.0,163.6,42.515956,141.11586100000002
-753043.91,847510.7182,366.0,1000,-634.0,129.4,42.510872,141.100553
-751979.069,847123.6878,316.0,1000,-684.0,94.1,42.508633,141.113597
-748956.5249,842220.7297,125.0,1000,-875.0,75.6,42.467211,141.156589
-751614.1699,849091.5889,412.0,1000,-588.0,219.7,42.527217,141.114753
-754240.4052,846098.8565,508.0,1000,-492.0,71.1,42.496371999999994,141.088817
-837185.1026,826247.8184,130.0,1000,-870.0,138.3,42.204581,140.157225
-839619.6490000001,822794.6463,288.0,1000,-712.0,114.9,42.169436,140.13503300000002
-836973.6266,823886.4944,291.0,1000,-709.0,167.1,42.183139000000004,140.163772
-839913.8786,824286.605,219.0,1000,-781.0,172.8,42.182761,140.129031
-842112.3826,824873.1936,335.0,1000,-665.0,158.5,42.185114,140.102553
-840529.8606,825380.06,181.0,1000,-819.0,181.2,42.191972,140.119994
-838988.9627,824118.4264,315.0,1000,-685.0,161.6,42.182491999999996,140.14003300000002
-847847.1921,821712.5739,40.0,1000,-960.0,162.8,42.148047,140.04171100000002
-846242.6186,823431.084,140.0,1000,-860.0,139.3,42.1661,140.057264
-850919.1429999999,822511.1206,151.0,1000,-849.0,106.3,42.1511,140.00476899999998
-844635.2574,824063.2931,285.0,1000,-715.0,128.6,42.174155999999996,140.07476100000002
-822466.0306,816418.7640000001,354.0,1000,-646.0,81.7,42.134203,140.34455
-818154.5859999999,814438.1218,246.0,1000,-754.0,132.5,42.121781,140.397806
-820013.7022,814981.2729999999,67.0,1000,-933.0,116.0,42.124278000000004,140.375372
-816912.4781,813024.7946,284.0,1000,-716.0,155.4,42.110433,140.414567
-816010.4372,815811.0943,228.0,1000,-772.0,147.4,42.137311,140.420303
-816116.939,814051.9764,130.0,1000,-870.0,181.0,42.120964,140.42203899999998
-815372.7349,814555.3549,178.0,1000,-822.0,193.8,42.1266,140.429803
-778328.6622,793531.0965,153.0,1000,-847.0,102.6,41.981311,140.892731
-778226.0532,789916.8640000001,291.0,1000,-709.0,176.3,41.948097,140.899697
-778000.8345,791710.2390000001,211.0,1000,-789.0,134.0,41.964931,140.899431
-780316.0706,791969.4368,326.0,1000,-674.0,152.9,41.964361,140.872275
-782788.1765,789469.7049,635.0,1000,-365.0,95.0,41.938128000000006,140.847744
-778657.8775,790086.8818,345.0,1000,-655.0,165.0,41.949114,140.89443899999998
-780787.4159,790887.4526,622.0,1000,-378.0,116.8,41.953775,140.86856699999998
-895709.0784,834737.8073,313.0,1000,-687.0,100.1,42.199108,139.464586
-897423.7459,833958.4483,89.0,1000,-911.0,149.9,42.189414,139.446208
-894189.8952,831202.6574,212.0,1000,-788.0,110.5,42.168861,139.488706
-898850.6935,834943.7466,8.0,1000,-992.0,109.4,42.196356,139.427875
-896997.4468,833920.1329,106.0,1000,-894.0,158.3,42.189692,139.451208
-897371.9154,832859.9915,177.0,1000,-823.0,138.2,42.179396999999994,139.44885
-768617.2219,735105.2453,174.0,1000,-826.0,183.2,41.453981,141.096419
-771927.0701,732310.318,499.0,1000,-501.0,112.0,41.423986,141.06288899999998
-770131.3861,728433.8624,39.0,1000,-961.0,89.9,41.390392,141.089436
-768150.4078,724179.2525,99.0,1000,-901.0,135.9,41.353519,141.11865
-771544.4604,736402.1337,434.0,1000,-566.0,246.2,41.4623,141.060903
-769501.4069,734845.5241,168.0,1000,-832.0,181.5,41.450472,141.086703
-801718.1293,658756.4694,573.0,1000,-427.0,105.9,40.705189000000004,140.839494
-806598.7432,656923.1376,368.0,1000,-632.0,110.6,40.681881,140.787342
-804368.3381,652771.7944,734.0,1000,-266.0,123.0,40.646303,140.819028
-807084.0098,655609.7855,313.0,1000,-687.0,121.5,40.669081,140.78394699999998
-804947.4651,655047.6463,649.0,1000,-351.0,145.4,40.666644,140.80891699999998
-803274.8707,653559.6355,777.0,1000,-223.0,219.2,40.655019,140.83011100000002
-803487.9854,654934.2995,725.0,1000,-275.0,176.7,40.667483000000004,140.825547
-804076.6166,653208.5211,639.0,1000,-361.0,178.3,40.650728,140.821628
-814287.4779,647478.4675,310.0,1000,-690.0,140.8,40.584333,140.715708
-815790.2379,646320.5955,427.0,1000,-573.0,152.9,40.571633,140.700642
-813666.2885,644937.1349,516.0,1000,-484.0,97.6,40.561592,140.726733
-817372.946,643671.1255,226.0,1000,-774.0,91.0,40.545,140.687061
-810725.5621,646710.3735,591.0,1000,-409.0,147.1,40.581866999999995,140.757008
-809550.2835,646721.0798,637.0,1000,-363.0,143.8,40.583496999999994,140.770217
-809202.2297,581790.5312,1121.0,1000,121.0,186.3,39.981383,140.875578
-809863.5977,576254.0533,1237.0,1000,237.0,210.4,39.929083,140.876769
-809558.808,574616.0484,1157.0,1000,157.0,128.3,39.914253,140.882686
-809740.7755,572851.8913,1168.0,1000,168.0,139.3,39.897622,140.883383
-805488.7096,573440.9695,738.0,1000,-262.0,135.5,39.908564,140.929753
-806304.272,574598.6595,878.0,1000,-122.0,143.7,39.918278,140.918906
-808319.554,582871.7739,1087.0,1000,87.0,108.4,39.992567,140.883736
-808418.4635,582219.3861,1187.0,1000,187.0,215.8,39.986378,140.88364199999998
-808455.4552,582370.3495,1165.0,1000,165.0,263.8,39.987733,140.882997
-817467.9403,563308.1767,914.0,1000,-86.0,289.0,39.798908000000004,140.812322
-821667.9368,562103.9232,659.0,1000,-341.0,121.8,39.782242,140.767603
-822202.2494,559402.6076,717.0,1000,-283.0,108.2,39.756431,140.76588600000002
-819501.5179,563981.004,760.0,1000,-240.0,123.0,39.802517,140.788714
-820696.2688,564387.5920000001,635.0,1000,-365.0,120.3,39.804739,140.774825
-824540.9281,562564.0177,613.0,1000,-387.0,90.1,39.782761,140.735022
-823367.7396,559916.9064,483.0,1000,-517.0,94.4,39.759689,140.752164
-823056.1173,557635.186,608.0,1000,-392.0,62.5,39.738883,140.759175
-808284.6584,563830.6918,491.0,1000,-509.0,223.0,39.815633,140.913433
-804182.0654,569194.5998,826.0,1000,-174.0,176.8,39.870764,140.950783
-808156.5759,565763.3832,966.0,1000,-34.0,283.5,39.833767,140.911889
-802914.0076,563075.4226,701.0,1000,-299.0,124.4,39.815489,140.974211
-808314.9836,564771.238,950.0,1000,-50.0,251.7,39.824339,140.911653
-808301.9235,563832.2177,492.0,1000,-508.0,266.9,39.815625,140.91323899999998
-828036.5268,517381.5244,254.0,1000,-746.0,95.0,39.357839,140.766647
-829078.2359999999,508134.0211,342.0,1000,-658.0,150.0,39.270358,140.769475
-827664.4074,516459.8876,257.0,1000,-743.0,120.0,39.349744,140.772167
-825512.2944,507428.8732,361.0,1000,-639.0,80.2,39.268444,140.80975
-828841.8707,506553.1415,453.0,1000,-547.0,121.7,39.255942,140.77451100000002
-828607.7954,509639.6937,308.0,1000,-692.0,117.0,39.284997,140.772322
-844785.5065,485350.3854,264.0,1000,-736.0,76.9,39.037378000000004,140.632589
-838749.5013,477478.5933,681.0,1000,-319.0,159.5,38.971986,140.710814
-845812.243,482073.8038,557.0,1000,-443.0,244.0,39.005475,140.626469
-840033.1204,480131.7085,473.0,1000,-527.0,201.0,38.995028000000005,140.692678
-840289.5023,478221.1682,390.0,1000,-610.0,173.0,38.976878,140.692833
-845284.3187,481273.4961,568.0,1000,-432.0,256.4,38.998717,140.633489
-843359.5234,478872.1298,643.0,1000,-357.0,160.4,38.978885999999996,140.658267
-851371.1304,480954.0938,871.0,1000,-129.0,220.4,38.987625,140.56745
-852150.5525,481145.3215,806.0,1000,-194.0,205.0,38.988364000000004,140.55863100000002
-850253.3698,480821.4313,991.0,1000,-9.0,154.6,38.987883000000004,140.579875
-850880.6629,480500.4627,937.0,1000,-63.0,72.9,38.984053,140.573522
-849695.8017,484918.1225,354.0,1000,-646.0,92.2,39.026808,140.57955
-849760.473,483015.6763,485.0,1000,-515.0,199.8,39.008992,140.581825
-851248.5447,480382.7616,868.0,1000,-132.0,241.9,38.982464,140.56968600000002
-853195.2629,480226.095,571.0,1000,-429.0,195.9,38.978396999999994,140.54865800000002
-852411.3444,476556.891,496.0,1000,-504.0,193.4,38.945246999999995,140.562983
-846988.8338,483036.5693,509.0,1000,-491.0,252.5,39.012883,140.6121
-855916.0803,480027.0749,336.0,1000,-664.0,105.8,38.972889,140.519242
-852020.6362,482286.9817,790.0,1000,-210.0,119.2,38.999178,140.558258
-849745.2527,483014.0313,487.0,1000,-513.0,190.7,39.008996999999994,140.58199399999998
-852581.8217,479582.6568,702.0,1000,-298.0,277.9,38.973222,140.556372
-853337.0807,478051.8713,486.0,1000,-514.0,240.5,38.957941999999996,140.550525
-852587.2409999999,479606.7178,701.0,1000,-299.0,258.0,38.973439,140.556275
-851750.6075,477996.7715,687.0,1000,-313.0,285.2,38.959553,140.567942
-854108.7117,478574.1265,419.0,1000,-581.0,148.8,38.961775,140.541275
